HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,RCat,BUS,2WMV,dCount,HGVR2,AMV,Hour,HGVR3,iDir,PC,CAR,Year,HGVA5,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000023,175983,7,"Bristol, City of",0,31,UU,0,4,7/3/2000,7,358,8,0,N,16,316,2000,0,Snowden Road,South of Manor Road,362692,952443,U,0
0,South West,E06000023,175983,1,"Bristol, City of",0,24,UU,1,2,7/3/2000,1,170,8,0,S,6,142,2000,0,Snowden Road,South of Manor Road,362692,952443,U,0
