HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
5,South West,E06000024,157500,355,North Somerset,54,341,LA Boundary,TM,18,62,6/27/2008,110,337520,4586,12,10,N,21,0,3810,337878,2008,139,155010,162596,,,338400,16021,M5,37
4,South West,E06000024,157500,236,North Somerset,72,321,LA Boundary,TM,28,18,6/27/2008,48,337520,4113,12,12,S,21,0,3510,337878,2008,75,155010,162596,,,338400,16021,M5,25
4,South West,E06000023,173458,30,"Bristol, City of",1,142,A38 St Johns Bridge,PU,87,6,6/27/2008,22,358730,1017,12,1,N,A4440,6,752,359050,2008,2,173270,173550,,,358992,74772,A38,0
0,South West,E06000023,173458,14,"Bristol, City of",0,107,A38 St Johns Bridge,PU,85,5,6/27/2008,10,358730,941,12,4,S,A4440,18,730,359050,2008,0,173270,173550,,,358992,74772,A38,0
1,South West,E06000023,178600,10,"Bristol, City of",0,83,,UU,5,3,6/27/2008,7,,679,12,2,N,,5,578,,2008,0,,,PEN PARK ROAD,North of Royston Walk,358860,930429,U,0
2,South West,E06000023,178600,12,"Bristol, City of",1,94,,UU,5,12,6/27/2008,8,,685,12,1,S,,8,562,,2008,0,,,PEN PARK ROAD,North of Royston Walk,358860,930429,U,0
0,South West,E06000023,173916,0,"Bristol, City of",0,0,,UU,0,0,6/27/2008,0,,2,12,0,E,,0,2,,2008,0,,,BOURNEVILLE ROAD,West of Poets Close,361522,946788,U,0
0,South West,E06000023,173916,0,"Bristol, City of",0,0,,UU,0,0,6/27/2008,0,,2,12,0,W,,0,2,,2008,0,,,BOURNEVILLE ROAD,West of Poets Close,361522,946788,U,0
1,South West,E06000024,169122,7,North Somerset,1,35,,BR,0,3,6/27/2008,4,,369,12,1,N,,1,324,,2008,0,,,KENN ROAD,"North of Kenn Street, Kenn",341386,947246,B3133,0
1,South West,E06000024,169122,9,North Somerset,3,46,,BR,0,1,6/27/2008,4,,394,12,0,S,,0,338,,2008,1,,,KENN ROAD,"North of Kenn Street, Kenn",341386,947246,B3133,0
