HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
19,South West,E06000023,172360,125,"Bristol, City of",24,134,A3029 Brunel Lock Road/McAdam Way,PU,27,25,6/6/2013,56,356790,1601,13,18,N,A4 midpoint,0,1290,356860,2013,7,172270,172400,356840,58285,A3029,1
19,South West,E06000023,172360,84,"Bristol, City of",10,254,A3029 Brunel Lock Road/McAdam Way,PU,10,24,6/6/2013,31,356790,1593,13,6,S,A4 midpoint,1,1221,356860,2013,16,172270,172400,356840,58285,A3029,2
