HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
2,South West,E06000024,160530,49,North Somerset,1,219,A3033 Drove Road,PU,12,6,10/15/2007,23,332680,1195,8,8,E,A371,6,909,335210,2007,12,160900,161050,333500,99375,A370,3
1,South West,E06000024,160530,42,North Somerset,5,181,A3033 Drove Road,PU,5,26,10/15/2007,22,332680,1303,8,5,W,A371,19,1049,335210,2007,3,160900,161050,333500,99375,A370,6
