HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
3,South West,E06000023,170000,54,"Bristol, City of",4,145,A4174,PU,11,5,6/28/2012,25,357950,770,14,16,N,A38,14,555,358757,2012,6,170530,168569,358100,37935,A4174,0
3,South West,E06000023,170000,60,"Bristol, City of",8,176,A4174,PU,14,10,6/28/2012,26,357950,917,14,20,S,A38,4,657,358757,2012,2,170530,168569,358100,37935,A4174,1
31,South West,E06000025,181500,384,South Gloucestershire,87,432,Junction 20/15 M4/M5,TM,18,13,6/28/2012,92,361812,3979,14,35,N,Junction 19 M4/M32,0,3132,364185,2012,120,183775,179458,363100,56015,M4,19
30,South West,E06000025,181500,451,South Gloucestershire,111,525,Junction 20/15 M4/M5,TM,14,27,6/28/2012,133,361812,3389,14,21,S,Junction 19 M4/M32,1,2372,364185,2012,127,183775,179458,363100,56015,M4,29
1,South West,E06000022,161630,3,Bath and North East Somerset,0,14,A37,PR,0,1,6/28/2012,2,362468,124,14,0,E,A39,0,106,366380,2012,0,161884,162120,365000,57032,A368,0
0,South West,E06000022,161630,4,Bath and North East Somerset,0,25,A37,PR,0,5,6/28/2012,4,362468,170,14,0,W,A39,1,136,366380,2012,0,161884,162120,365000,57032,A368,0
