HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
4,South West,E06000023,172000,27,"Bristol, City of",1,101,A3029/B3120,PU,2,18,5/14/2008,12,357230,941,8,5,N,A38 roundabout,31,793,359017,2008,3,171890,172014,,,357400,16961,A370,2
3,South West,E06000023,172000,26,"Bristol, City of",3,63,A3029/B3120,PU,2,8,5/14/2008,15,357230,455,8,2,S,A38 roundabout,12,356,359017,2008,2,171890,172014,,,357400,16961,A370,1
0,South West,E06000022,165443,4,Bath and North East Somerset,0,38,Bathwick St,PU,7,7,5/14/2008,4,375640,434,8,0,E,Warminster Rd,22,378,375948,2008,0,165350,165429,,,375783,28320,A36,0
0,South West,E06000022,165443,4,Bath and North East Somerset,0,10,Bathwick St,PU,8,4,5/14/2008,4,375640,211,8,0,W,Warminster Rd,45,185,375948,2008,0,165350,165429,,,375783,28320,A36,0
0,South West,E06000024,171190,4,North Somerset,0,16,,BR,1,2,5/14/2008,4,,199,8,0,N,,1,176,,2008,0,,,Weston Road,"South of B3128 Clevedon Road, Failand",352050,940260,B3129,0
0,South West,E06000024,171190,2,North Somerset,0,5,,BR,0,0,5/14/2008,1,,63,8,1,S,,1,56,,2008,0,,,Weston Road,"South of B3128 Clevedon Road, Failand",352050,940260,B3129,0
2,South West,E06000023,176698,3,"Bristol, City of",0,6,,UU,1,0,5/14/2008,0,,56,8,1,E,,2,46,,2008,0,,,HENLEAZE PARK DRIVE,West of Oakwood Road,357853,946816,U,0
0,South West,E06000023,176698,0,"Bristol, City of",0,10,,UU,0,0,5/14/2008,0,,50,8,0,W,,4,40,,2008,0,,,HENLEAZE PARK DRIVE,West of Oakwood Road,357853,946816,U,0
0,South West,E06000025,180024,1,South Gloucestershire,0,4,,CU,0,0,5/14/2008,1,,5,8,0,N,,0,0,,2008,0,,,FISHPOOL HILL,"north of Charlton Lane, Brentry",358118,947510,C,0
0,South West,E06000025,180024,1,South Gloucestershire,0,6,,CU,0,0,5/14/2008,1,,7,8,0,S,,0,0,,2008,0,,,FISHPOOL HILL,"north of Charlton Lane, Brentry",358118,947510,C,0
