HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
26,South West,E06000025,182900,485,South Gloucestershire,110,325,17,TM,12,11,10/10/2001,147,357747,3355,9,20,N,16,0,2522,360686,2001,134,181250,183284,360000,99619,M5,48
21,South West,E06000025,182900,427,South Gloucestershire,98,343,17,TM,7,14,10/10/2001,130,357747,3087,9,22,S,16,0,2296,360686,2001,122,181250,183284,360000,99619,M5,34
