HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
2,South West,E06000023,172000,30,"Bristol, City of",5,113,A3029/B3120,PU,3,9,5/14/2008,19,357230,600,13,3,N,A38 roundabout,7,445,359017,2008,1,171890,172014,,,357400,16961,A370,0
5,South West,E06000023,172000,35,"Bristol, City of",3,110,A3029/B3120,PU,5,5,5/14/2008,14,357230,606,13,5,S,A38 roundabout,8,451,359017,2008,4,171890,172014,,,357400,16961,A370,4
0,South West,E06000022,165443,8,Bath and North East Somerset,0,25,Bathwick St,PU,7,1,5/14/2008,6,375640,206,13,2,E,Warminster Rd,10,165,375948,2008,0,165350,165429,,,375783,28320,A36,0
0,South West,E06000022,165443,10,Bath and North East Somerset,0,23,Bathwick St,PU,3,2,5/14/2008,9,375640,173,13,1,W,Warminster Rd,10,135,375948,2008,0,165350,165429,,,375783,28320,A36,0
0,South West,E06000024,171190,6,North Somerset,2,5,,BR,0,0,5/14/2008,3,,65,13,1,N,,1,54,,2008,0,,,Weston Road,"South of B3128 Clevedon Road, Failand",352050,940260,B3129,0
0,South West,E06000024,171190,1,North Somerset,0,6,,BR,0,0,5/14/2008,0,,64,13,0,S,,3,57,,2008,1,,,Weston Road,"South of B3128 Clevedon Road, Failand",352050,940260,B3129,0
0,South West,E06000023,176698,0,"Bristol, City of",0,9,,UU,0,0,5/14/2008,0,,36,13,0,E,,2,27,,2008,0,,,HENLEAZE PARK DRIVE,West of Oakwood Road,357853,946816,U,0
0,South West,E06000023,176698,2,"Bristol, City of",0,3,,UU,0,0,5/14/2008,2,,34,13,0,W,,0,29,,2008,0,,,HENLEAZE PARK DRIVE,West of Oakwood Road,357853,946816,U,0
0,South West,E06000025,180024,2,South Gloucestershire,0,2,,CU,0,0,5/14/2008,1,,8,13,0,N,,0,4,,2008,0,,,FISHPOOL HILL,"north of Charlton Lane, Brentry",358118,947510,C,1
0,South West,E06000025,180024,1,South Gloucestershire,0,6,,CU,0,0,5/14/2008,1,,10,13,0,S,,0,3,,2008,0,,,FISHPOOL HILL,"north of Charlton Lane, Brentry",358118,947510,C,0
