HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
4,South West,E06000024,174700,298,North Somerset,56,214,20,TM,27,11,6/21/2006,93,341771,2758,9,12,N,19,0,2208,350670,2006,93,170680,175620,348700,56021,M5,40
8,South West,E06000024,174700,291,North Somerset,81,133,20,TM,2,8,6/21/2006,61,341771,2109,9,11,S,19,0,1675,350670,2006,113,170680,175620,348700,56021,M5,17
