HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
2,South West,E06000023,172848,40,"Bristol, City of",2,118,A4018,PU,48,25,5/1/2001,31,358510,992,7,3,E,A38 Colston Avenue roundabout,17,761,358650,2001,1,172750,173050,358556,74770,A38,1
1,South West,E06000023,172848,18,"Bristol, City of",0,78,A4018,PU,45,31,5/1/2001,15,358510,1032,7,2,W,A38 Colston Avenue roundabout,13,860,358650,2001,0,172750,173050,358556,74770,A38,0
