HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
13,South West,E06000024,157500,274,North Somerset,99,285,LA Boundary,TM,18,2,10/7/2014,57,337520,2098,9,18,N,,0,1519,337878,2014,67,155010,162596,,,338400,16021,M5,20
13,South West,E06000024,157500,286,North Somerset,87,329,LA Boundary,TM,13,10,10/7/2014,68,337520,1911,9,12,S,,0,1273,337878,2014,88,155010,162596,,,338400,16021,M5,18
6,South West,E06000022,165000,49,Bath and North East Somerset,7,89,A4(T),PR,1,5,10/7/2014,26,371367,448,9,4,E,Connection Rd,6,304,372440,2014,6,165575,164810,,,372200,16122,A36,0
0,South West,E06000022,165000,19,Bath and North East Somerset,0,68,A4(T),PR,5,5,10/7/2014,13,371367,417,9,2,W,Connection Rd,4,320,372440,2014,3,165575,164810,,,372200,16122,A36,1
12,South West,E06000025,176100,88,South Gloucestershire,8,200,Station Road Link,PR,15,11,10/7/2014,36,366580,1353,9,15,N,B4465,0,1039,367490,2014,17,174740,176520,,,367330,77050,A4174,0
18,South West,E06000025,176100,82,South Gloucestershire,9,214,Station Road Link,PR,11,11,10/7/2014,32,366580,1279,9,7,S,B4465,1,961,367490,2014,13,174740,176520,,,367330,77050,A4174,3
0,South West,E06000022,169664,2,Bath and North East Somerset,0,50,,CR,0,3,10/7/2014,2,,342,9,0,N,,1,287,,2014,0,,,LANSDOWN ROAD,"Lansdown, between Hamilton road and college road junctions",372226,946664,C,0
0,South West,E06000022,169664,9,Bath and North East Somerset,0,95,,CR,2,3,10/7/2014,6,,669,9,2,S,,0,560,,2014,1,,,LANSDOWN ROAD,"Lansdown, between Hamilton road and college road junctions",372226,946664,C,0
0,South West,E06000023,170896,0,"Bristol, City of",0,8,,UU,0,0,10/7/2014,0,,30,9,0,N,,3,22,,2014,0,,,GORE'S MARSH ROAD,South of Deep Combe Road,357338,946770,U,0
0,South West,E06000023,170896,0,"Bristol, City of",0,10,,UU,0,0,10/7/2014,0,,44,9,0,S,,0,34,,2014,0,,,GORE'S MARSH ROAD,South of Deep Combe Road,357338,946770,U,0
