HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,RCat,BUS,2WMV,dCount,HGVR2,AMV,Hour,HGVR3,iDir,PC,CAR,Year,HGVA5,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000023,174921,2,"Bristol, City of",0,1,UU,0,0,5/13/2008,2,12,13,0,E,2,9,2008,0,WOODSTOCK ROAD,West of Huntington Park,357907,946818,U,0
0,South West,E06000023,174921,0,"Bristol, City of",0,0,UU,0,0,5/13/2008,0,4,13,0,W,0,4,2008,0,WOODSTOCK ROAD,West of Huntington Park,357907,946818,U,0
0,South West,E06000022,164204,3,Bath and North East Somerset,0,45,CU,10,4,5/13/2008,3,281,13,0,E,4,219,2008,0,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
0,South West,E06000022,164204,0,Bath and North East Somerset,0,26,CU,9,1,5/13/2008,0,199,13,0,W,2,163,2008,0,Cynthia Road,Positioned on Cynthia Road between Mayfield Road and Herbert Road,373491,966018,C,0
