HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000023,173180,17,"Bristol, City of",2,109,A38,PU,41,11,6/16/2008,12,358510,895,13,2,E,A4176,34,717,357330,2008,0,172750,174840,,,358020,7617,A4018,1
1,South West,E06000023,173180,19,"Bristol, City of",1,106,A38,PU,35,17,6/16/2008,14,358510,928,13,1,W,A4176,25,751,357330,2008,1,172750,174840,,,358020,7617,A4018,1
10,South West,E06000025,188200,369,South Gloucestershire,94,337,Junction 15/20 M5/M4),TM,7,5,6/16/2008,103,361812,2493,13,21,N,Junction 14 M5,0,1775,368807,2008,124,183775,193200,,,366000,26020,M5,17
15,South West,E06000025,188200,314,South Gloucestershire,69,270,Junction 15/20 M5/M4),TM,35,8,6/16/2008,97,361812,2492,13,21,S,Junction 14 M5,0,1865,368807,2008,88,183775,193200,,,366000,26020,M5,24
0,South West,E06000023,176002,0,"Bristol, City of",0,3,,UU,0,0,6/16/2008,0,,15,13,0,N,,1,12,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,176002,1,"Bristol, City of",0,2,,UU,0,1,6/16/2008,1,,26,13,0,S,,0,22,,2008,0,,,BRANSCOMBE ROAD,North of Roman Way,355350,946774,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,0,,UU,0,0,6/16/2008,0,,8,13,0,N,,0,8,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,168185,0,"Bristol, City of",0,0,,UU,0,0,6/16/2008,0,,7,13,0,S,,0,7,,2008,0,,,MATERMAN ROAD,South of Holloway Road,362313,946796,U,0
0,South West,E06000023,171123,0,"Bristol, City of",0,4,,UU,0,1,6/16/2008,0,,44,13,0,N,,2,39,,2008,0,,,British Road,South of South Road,358020,966007,U,0
0,South West,E06000023,171123,0,"Bristol, City of",0,5,,UU,0,0,6/16/2008,0,,24,13,0,S,,1,19,,2008,0,,,British Road,South of South Road,358020,966007,U,0
