HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000023,172000,17,"Bristol, City of",2,131,A3029/B3120,PU,6,12,5/14/2008,13,357230,887,16,2,N,A38 roundabout,18,721,359017,2008,0,171890,172014,,,357400,16961,A370,0
2,South West,E06000023,172000,16,"Bristol, City of",0,83,A3029/B3120,PU,3,17,5/14/2008,11,357230,673,16,0,S,A38 roundabout,3,554,359017,2008,3,171890,172014,,,357400,16961,A370,0
0,South West,E06000022,165443,5,Bath and North East Somerset,0,34,Bathwick St,PU,12,2,5/14/2008,4,375640,324,16,0,E,Warminster Rd,16,271,375948,2008,1,165350,165429,,,375783,28320,A36,0
0,South West,E06000022,165443,4,Bath and North East Somerset,0,14,Bathwick St,PU,8,3,5/14/2008,2,375640,193,16,1,W,Warminster Rd,11,164,375948,2008,1,165350,165429,,,375783,28320,A36,0
0,South West,E06000024,171190,0,North Somerset,0,11,,BR,0,2,5/14/2008,0,,91,16,0,N,,0,78,,2008,0,,,Weston Road,"South of B3128 Clevedon Road, Failand",352050,940260,B3129,0
0,South West,E06000024,171190,1,North Somerset,0,22,,BR,0,3,5/14/2008,1,,154,16,0,S,,0,128,,2008,0,,,Weston Road,"South of B3128 Clevedon Road, Failand",352050,940260,B3129,0
0,South West,E06000023,176698,1,"Bristol, City of",0,6,,UU,0,1,5/14/2008,1,,48,16,0,E,,1,40,,2008,0,,,HENLEAZE PARK DRIVE,West of Oakwood Road,357853,946816,U,0
0,South West,E06000023,176698,1,"Bristol, City of",0,3,,UU,1,0,5/14/2008,1,,48,16,0,W,,3,43,,2008,0,,,HENLEAZE PARK DRIVE,West of Oakwood Road,357853,946816,U,0
0,South West,E06000025,180024,0,South Gloucestershire,0,0,,CU,0,0,5/14/2008,0,,10,16,0,N,,1,10,,2008,0,,,FISHPOOL HILL,"north of Charlton Lane, Brentry",358118,947510,C,0
0,South West,E06000025,180024,0,South Gloucestershire,0,4,,CU,0,1,5/14/2008,0,,7,16,0,S,,1,2,,2008,0,,,FISHPOOL HILL,"north of Charlton Lane, Brentry",358118,947510,C,0
