HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
13,South West,E06000023,174130,123,"Bristol, City of",11,223,A432,PU,17,12,7/10/2001,69,360430,1347,14,13,E,A4032/M32,3,972,360140,2001,13,173950,174250,,,360317,48123,A4320,4
9,South West,E06000023,174130,111,"Bristol, City of",14,219,A432,PU,11,9,7/10/2001,55,360430,1011,14,4,W,A4032/M32,4,661,360140,2001,24,173950,174250,,,360317,48123,A4320,5
2,South West,E06000025,183390,26,South Gloucestershire,1,47,,BU,7,5,7/10/2001,17,,475,14,2,N,,2,390,,2001,4,,,Goose Green Way,"S/O B4060 Peg Hill, Yate",371670,990070,B4059,0
3,South West,E06000025,183390,30,South Gloucestershire,5,54,,BU,6,1,7/10/2001,11,,496,14,4,S,,2,405,,2001,6,,,Goose Green Way,"S/O B4060 Peg Hill, Yate",371670,990070,B4059,1
