HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
11,South West,E06000025,174400,89,South Gloucestershire,6,233,Station Road Link,PR,16,19,7/3/2015,46,366580,1440,9,7,N,A420,0,1083,366590,2015,12,174740,173540,366590,77051,A4174,7
12,South West,E06000025,174400,84,South Gloucestershire,12,239,Station Road Link,PR,6,10,7/3/2015,38,366580,1293,9,9,S,A420,0,954,366590,2015,12,174740,173540,366590,77051,A4174,1
10,South West,E06000025,171000,63,South Gloucestershire,4,202,A4,PR,6,12,7/3/2015,39,364390,1195,9,2,N,A4174 spur,3,912,365420,2015,6,170170,172170,364600,99053,A4174,2
7,South West,E06000025,171000,67,South Gloucestershire,12,205,A4,PR,4,23,7/3/2015,38,364390,1168,9,4,S,A4174 spur,2,869,365420,2015,2,170170,172170,364600,99053,A4174,4
