HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
3,South West,E06000025,182000,108,South Gloucestershire,29,34,LA Boundary,TM,1,3,9/27/2000,28,354580,384,10,6,N,M4 (22),0,238,354450,2000,31,180880,185800,355500,99170,M49,11
2,South West,E06000025,182000,109,South Gloucestershire,20,47,LA Boundary,TM,4,0,9/27/2000,31,354580,391,10,6,S,M4 (22),0,231,354450,2000,33,180880,185800,355500,99170,M49,17
