HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
8,South West,E06000025,187358,33,South Gloucestershire,3,80,B4427,PR,6,12,9/29/2011,9,362671,756,14,6,N,B4061,2,625,363608,2011,4,186727,188100,363261,26402,A38,3
7,South West,E06000025,187358,26,South Gloucestershire,2,98,B4427,PR,7,10,9/29/2011,11,362671,731,14,3,S,B4061,3,590,363608,2011,2,186727,188100,363261,26402,A38,1
