HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
0,South West,E06000025,189600,52,South Gloucestershire,26,30,LA Boundary,TM,2,9,6/29/2000,12,355900,453,18,0,E,1,5,360,357334,2000,9,190230,189333,356900,99171,M48,5
1,South West,E06000025,189600,40,South Gloucestershire,11,37,LA Boundary,TM,1,25,6/29/2000,12,355900,847,18,0,W,1,1,744,357334,2000,15,190230,189333,356900,99171,M48,1
