HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
9,South West,E06000025,185020,327,South Gloucestershire,69,186,21,TM,7,7,6/20/2001,94,360000,1699,15,16,E,20 / M5,0,1172,361812,2001,106,185800,183775,361000,46014,M4,33
6,South West,E06000025,185020,269,South Gloucestershire,54,227,21,TM,12,18,6/20/2001,75,360000,1791,15,15,W,20 / M5,0,1265,361812,2001,80,185800,183775,361000,46014,M4,39
1,South West,E06000023,171520,26,"Bristol, City of",0,75,A369/A370 midpoint,PU,15,3,6/20/2001,15,356530,512,15,3,S,A3029 Winterstoke Road,6,393,356680,2001,4,171490,171490,356620,74763,A3029,3
