HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
2,South West,E06000024,157500,134,North Somerset,28,222,LA Boundary,TM,8,10,6/27/2008,36,337520,2453,18,4,N,21,0,2079,337878,2008,52,155010,162596,,,338400,16021,M5,12
0,South West,E06000024,157500,127,North Somerset,44,221,LA Boundary,TM,10,20,6/27/2008,25,337520,3512,18,2,S,21,0,3134,337878,2008,43,155010,162596,,,338400,16021,M5,13
0,South West,E06000023,173458,2,"Bristol, City of",0,45,A38 St Johns Bridge,PU,82,22,6/27/2008,1,358730,952,18,0,N,A4440,59,801,359050,2008,0,173270,173550,,,358992,74772,A38,1
1,South West,E06000023,173458,6,"Bristol, City of",0,40,A38 St Johns Bridge,PU,78,8,6/27/2008,2,358730,971,18,1,S,A4440,28,839,359050,2008,0,173270,173550,,,358992,74772,A38,2
0,South West,E06000023,178600,4,"Bristol, City of",0,50,,UU,6,7,6/27/2008,3,,803,18,0,N,,9,736,,2008,1,,,PEN PARK ROAD,North of Royston Walk,358860,930429,U,0
0,South West,E06000023,178600,0,"Bristol, City of",0,38,,UU,9,3,6/27/2008,0,,567,18,0,S,,5,517,,2008,0,,,PEN PARK ROAD,North of Royston Walk,358860,930429,U,0
0,South West,E06000023,173916,0,"Bristol, City of",0,0,,UU,0,0,6/27/2008,0,,5,18,0,E,,1,5,,2008,0,,,BOURNEVILLE ROAD,West of Poets Close,361522,946788,U,0
0,South West,E06000023,173916,0,"Bristol, City of",0,2,,UU,0,0,6/27/2008,0,,7,18,0,W,,0,5,,2008,0,,,BOURNEVILLE ROAD,West of Poets Close,361522,946788,U,0
0,South West,E06000024,169122,2,North Somerset,1,23,,BR,1,1,6/27/2008,1,,326,18,0,N,,1,299,,2008,0,,,KENN ROAD,"North of Kenn Street, Kenn",341386,947246,B3133,0
0,South West,E06000024,169122,0,North Somerset,0,22,,BR,1,3,6/27/2008,0,,406,18,0,S,,1,380,,2008,0,,,KENN ROAD,"North of Kenn Street, Kenn",341386,947246,B3133,0
