HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
17,South West,E06000025,179700,368,South Gloucestershire,131,395,LA Boundary,TM,10,10,6/10/2010,103,354850,2985,13,18,N,Junction 17 M5,0,2202,357747,2010,65,179550,181250,355000,16020,M5,34
17,South West,E06000025,179700,302,South Gloucestershire,77,351,LA Boundary,TM,10,22,6/10/2010,90,354850,2840,13,30,S,Junction 17 M5,0,2155,357747,2010,82,179550,181250,355000,16020,M5,6
