HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,S Ref E,CP,Road,HGVA3
0,South West,E06000025,175000,3,South Gloucestershire,0,70,Cheltenham Road,PU,9,7,9/7/2007,3,364592,538,17,0,N,B4465,4,449,364917,2007,0,174477,175914,364800,27677,A4017,0
0,South West,E06000025,175000,2,South Gloucestershire,0,61,Cheltenham Road,PU,8,14,9/7/2007,2,364592,577,17,0,S,B4465,14,492,364917,2007,0,174477,175914,364800,27677,A4017,0
