HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
17,South West,E06000024,157500,330,North Somerset,111,367,LA Boundary,TM,4,3,10/7/2014,98,337520,2189,15,23,N,,0,1485,337878,2014,59,155010,162596,,,338400,16021,M5,22
6,South West,E06000024,157500,256,North Somerset,98,408,LA Boundary,TM,10,2,10/7/2014,68,337520,2170,15,8,S,,0,1494,337878,2014,67,155010,162596,,,338400,16021,M5,9
3,South West,E06000022,165000,21,Bath and North East Somerset,0,61,A4(T),PR,2,2,10/7/2014,12,371367,404,15,4,E,Connection Rd,2,318,372440,2014,0,165575,164810,,,372200,16122,A36,2
4,South West,E06000022,165000,32,Bath and North East Somerset,1,72,A4(T),PR,8,6,10/7/2014,21,371367,449,15,2,W,Connection Rd,1,331,372440,2014,3,165575,164810,,,372200,16122,A36,1
4,South West,E06000025,176100,54,South Gloucestershire,7,239,Station Road Link,PR,11,11,10/7/2014,22,366580,1336,15,5,N,B4465,0,1021,367490,2014,11,174740,176520,,,367330,77050,A4174,5
14,South West,E06000025,176100,72,South Gloucestershire,4,298,Station Road Link,PR,6,20,10/7/2014,30,366580,1772,15,8,S,B4465,1,1376,367490,2014,11,174740,176520,,,367330,77050,A4174,5
0,South West,E06000022,169664,3,Bath and North East Somerset,0,118,,CR,1,1,10/7/2014,3,,580,15,0,N,,0,457,,2014,0,,,LANSDOWN ROAD,"Lansdown, between Hamilton road and college road junctions",372226,946664,C,0
0,South West,E06000022,169664,1,Bath and North East Somerset,0,52,,CR,0,2,10/7/2014,1,,417,15,0,S,,0,362,,2014,0,,,LANSDOWN ROAD,"Lansdown, between Hamilton road and college road junctions",372226,946664,C,0
0,South West,E06000023,170896,0,"Bristol, City of",0,7,,UU,0,0,10/7/2014,0,,38,15,0,N,,0,31,,2014,0,,,GORE'S MARSH ROAD,South of Deep Combe Road,357338,946770,U,0
0,South West,E06000023,170896,0,"Bristol, City of",0,3,,UU,0,0,10/7/2014,0,,34,15,0,S,,3,31,,2014,0,,,GORE'S MARSH ROAD,South of Deep Combe Road,357338,946770,U,0
