HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
18,South West,E06000024,157500,282,North Somerset,80,362,LA Boundary,TM,4,6,10/7/2014,87,337520,2509,8,15,N,,0,1855,337878,2014,72,155010,162596,,,338400,16021,M5,10
5,South West,E06000024,157500,380,North Somerset,141,491,LA Boundary,TM,5,5,10/7/2014,120,337520,2556,8,20,S,,4,1675,337878,2014,69,155010,162596,,,338400,16021,M5,25
2,South West,E06000022,165000,29,Bath and North East Somerset,1,77,A4(T),PR,7,12,10/7/2014,21,371367,554,8,3,E,Connection Rd,7,429,372440,2014,1,165575,164810,,,372200,16122,A36,1
3,South West,E06000022,165000,20,Bath and North East Somerset,0,49,A4(T),PR,4,11,10/7/2014,16,371367,518,8,1,W,Connection Rd,10,434,372440,2014,0,165575,164810,,,372200,16122,A36,0
9,South West,E06000025,176100,64,South Gloucestershire,4,253,Station Road Link,PR,7,49,10/7/2014,31,366580,1904,8,9,N,B4465,0,1531,367490,2014,9,174740,176520,,,367330,77050,A4174,2
14,South West,E06000025,176100,88,South Gloucestershire,7,215,Station Road Link,PR,3,12,10/7/2014,47,366580,1385,8,11,S,B4465,0,1067,367490,2014,9,174740,176520,,,367330,77050,A4174,0
0,South West,E06000022,169664,4,Bath and North East Somerset,0,52,,CR,2,3,10/7/2014,4,,562,8,0,N,,0,501,,2014,0,,,LANSDOWN ROAD,"Lansdown, between Hamilton road and college road junctions",372226,946664,C,0
0,South West,E06000022,169664,10,Bath and North East Somerset,0,147,,CR,2,5,10/7/2014,10,,1140,8,0,S,,0,976,,2014,0,,,LANSDOWN ROAD,"Lansdown, between Hamilton road and college road junctions",372226,946664,C,0
0,South West,E06000023,170896,0,"Bristol, City of",0,8,,UU,0,1,10/7/2014,0,,28,8,0,N,,3,19,,2014,0,,,GORE'S MARSH ROAD,South of Deep Combe Road,357338,946770,U,0
0,South West,E06000023,170896,0,"Bristol, City of",0,7,,UU,0,0,10/7/2014,0,,49,8,0,S,,2,42,,2014,0,,,GORE'S MARSH ROAD,South of Deep Combe Road,357338,946770,U,0
