HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
6,South West,E06000025,185000,17,South Gloucestershire,2,42,A432,PR,1,3,4/4/2008,7,376289,316,12,1,N,A433,0,253,379206,2008,1,181174,186365,,,378540,36510,A46,0
3,South West,E06000025,185000,21,South Gloucestershire,0,68,A432,PR,4,2,4/4/2008,12,376289,295,12,3,S,A433,0,200,379206,2008,2,181174,186365,,,378540,36510,A46,1
0,South West,E06000024,160043,21,North Somerset,1,59,A370 Windwhistle Road,PU,3,6,4/4/2008,16,332140,549,12,4,N,A370,11,460,332680,2008,0,159230,160900,,,332446,37660,A3033,0
0,South West,E06000024,160043,9,North Somerset,0,64,A370 Windwhistle Road,PU,3,4,4/4/2008,8,332140,548,12,1,S,A370,2,468,332680,2008,0,159230,160900,,,332446,37660,A3033,0
0,South West,E06000023,173337,1,"Bristol, City of",0,41,,UU,0,6,4/4/2008,1,,225,12,0,E,,1,177,,2008,0,,,BEAUFORT ROAD,East of Headwick Street,362055,946802,U,0
0,South West,E06000023,173337,1,"Bristol, City of",0,44,,UU,1,8,4/4/2008,1,,225,12,0,W,,3,171,,2008,0,,,BEAUFORT ROAD,East of Headwick Street,362055,946802,U,0
0,South West,E06000024,157807,0,North Somerset,0,0,,UU,0,0,4/4/2008,0,,11,12,0,N,,0,11,,2008,0,,,PURN LANE,"South of Purn Close, Bleadon Hill",333031,947276,U,0
0,South West,E06000024,157807,0,North Somerset,0,0,,UU,0,0,4/4/2008,0,,12,12,0,S,,0,12,,2008,0,,,PURN LANE,"South of Purn Close, Bleadon Hill",333031,947276,U,0
0,South West,E06000024,160155,0,North Somerset,0,0,,UU,0,0,4/4/2008,0,,5,12,0,E,,2,5,,2008,0,,,KENN CLOSE,"East of Brue Close, W-s-M",333104,947281,U,0
0,South West,E06000024,160155,0,North Somerset,0,1,,UU,0,0,4/4/2008,0,,10,12,0,W,,6,9,,2008,0,,,KENN CLOSE,"East of Brue Close, W-s-M",333104,947281,U,0
0,South West,E06000024,162162,0,North Somerset,0,4,,UU,0,0,4/4/2008,0,,16,12,0,N,,0,12,,2008,0,,,Snowdon Vale,"South of Pennine Gardens, W-s-M",333237,947284,U,0
0,South West,E06000024,162162,1,North Somerset,0,3,,UU,0,0,4/4/2008,1,,15,12,0,S,,0,11,,2008,0,,,Snowdon Vale,"South of Pennine Gardens, W-s-M",333237,947284,U,0
