HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,RCat,BUS,2WMV,dCount,HGVR2,AMV,Hour,HGVR3,iDir,PC,CAR,Year,HGVA5,Road Name,CP Location,S Ref E,CP,Road,HGVA3
1,South West,E06000023,176318,1,"Bristol, City of",0,4,UU,1,0,3/24/2005,0,36,10,0,N,4,30,2005,0,Oldbury Court Road,North of Elfin Road,363471,942449,U,0
0,South West,E06000023,176318,0,"Bristol, City of",0,4,UU,2,0,3/24/2005,0,32,10,0,S,2,26,2005,0,Oldbury Court Road,North of Elfin Road,363471,942449,U,0
