HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
0,South West,E06000022,165000,43,Bath and North East Somerset,5,93,A3062 roundabout,PU,9,10,6/4/2003,27,375490,714,7,8,N,Sydney Place,5,559,375637,2003,0,164250,165209,,,375640,27024,A36,3
1,South West,E06000022,165000,42,Bath and North East Somerset,6,70,A3062 roundabout,PU,3,6,6/4/2003,24,375490,655,7,3,S,Sydney Place,5,534,375637,2003,3,164250,165209,,,375640,27024,A36,5
1,South West,E06000025,182841,25,South Gloucestershire,3,31,,CU,5,0,6/4/2003,13,,182,7,5,E,,0,121,,2003,2,,,Aztec West Approach Road,,360727,919472,C,1
0,South West,E06000025,182841,9,South Gloucestershire,1,71,,CU,5,18,6/4/2003,5,,1037,7,3,W,,10,934,,2003,0,,,Aztec West Approach Road,,360727,919472,C,0
