HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
5,South West,E06000024,157500,284,North Somerset,117,467,LA Boundary,TM,2,6,10/7/2014,62,337520,2056,16,8,N,,0,1297,337878,2014,75,155010,162596,,,338400,16021,M5,17
1,South West,E06000024,157500,235,North Somerset,96,377,LA Boundary,TM,14,5,10/7/2014,60,337520,2609,16,11,S,,0,1978,337878,2014,49,155010,162596,,,338400,16021,M5,18
2,South West,E06000022,165000,16,Bath and North East Somerset,0,50,A4(T),PR,3,14,10/7/2014,7,371367,405,16,1,E,Connection Rd,3,322,372440,2014,3,165575,164810,,,372200,16122,A36,3
1,South West,E06000022,165000,8,Bath and North East Somerset,2,98,A4(T),PR,2,8,10/7/2014,4,371367,518,16,1,W,Connection Rd,1,402,372440,2014,0,165575,164810,,,372200,16122,A36,0
5,South West,E06000025,176100,46,South Gloucestershire,4,291,Station Road Link,PR,7,10,10/7/2014,22,366580,1553,16,0,N,B4465,0,1199,367490,2014,14,174740,176520,,,367330,77050,A4174,1
6,South West,E06000025,176100,55,South Gloucestershire,5,335,Station Road Link,PR,6,36,10/7/2014,29,366580,2255,16,5,S,B4465,1,1823,367490,2014,9,174740,176520,,,367330,77050,A4174,1
0,South West,E06000022,169664,3,Bath and North East Somerset,0,172,,CR,4,4,10/7/2014,2,,922,16,1,N,,0,739,,2014,0,,,LANSDOWN ROAD,"Lansdown, between Hamilton road and college road junctions",372226,946664,C,0
0,South West,E06000022,169664,1,Bath and North East Somerset,0,86,,CR,3,5,10/7/2014,1,,533,16,0,S,,0,438,,2014,0,,,LANSDOWN ROAD,"Lansdown, between Hamilton road and college road junctions",372226,946664,C,0
0,South West,E06000023,170896,0,"Bristol, City of",0,6,,UU,0,0,10/7/2014,0,,55,16,0,N,,1,49,,2014,0,,,GORE'S MARSH ROAD,South of Deep Combe Road,357338,946770,U,0
0,South West,E06000023,170896,1,"Bristol, City of",0,10,,UU,0,0,10/7/2014,1,,49,16,0,S,,0,38,,2014,0,,,GORE'S MARSH ROAD,South of Deep Combe Road,357338,946770,U,0
