HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
6,South West,E06000024,157500,303,North Somerset,60,234,LA Boundary,TM,16,8,6/27/2008,84,337520,2389,9,15,N,21,0,1828,337878,2008,109,155010,162596,,,338400,16021,M5,29
8,South West,E06000024,157500,249,North Somerset,76,340,LA Boundary,TM,17,7,6/27/2008,74,337520,2714,9,8,S,21,0,2101,337878,2008,61,155010,162596,,,338400,16021,M5,22
3,South West,E06000023,173458,24,"Bristol, City of",0,113,A38 St Johns Bridge,PU,99,8,6/27/2008,20,358730,837,9,1,N,A4440,12,593,359050,2008,0,173270,173550,,,358992,74772,A38,0
0,South West,E06000023,173458,31,"Bristol, City of",0,120,A38 St Johns Bridge,PU,118,18,6/27/2008,26,358730,1123,9,3,S,A4440,79,836,359050,2008,2,173270,173550,,,358992,74772,A38,0
2,South West,E06000023,178600,14,"Bristol, City of",0,78,,UU,2,2,6/27/2008,11,,525,9,0,N,,5,429,,2008,1,,,PEN PARK ROAD,North of Royston Walk,358860,930429,U,0
2,South West,E06000023,178600,16,"Bristol, City of",0,68,,UU,5,11,6/27/2008,12,,628,9,2,S,,7,528,,2008,0,,,PEN PARK ROAD,North of Royston Walk,358860,930429,U,0
0,South West,E06000023,173916,0,"Bristol, City of",0,1,,UU,0,0,6/27/2008,0,,5,9,0,E,,3,4,,2008,0,,,BOURNEVILLE ROAD,West of Poets Close,361522,946788,U,0
0,South West,E06000023,173916,0,"Bristol, City of",0,0,,UU,0,0,6/27/2008,0,,9,9,0,W,,1,9,,2008,0,,,BOURNEVILLE ROAD,West of Poets Close,361522,946788,U,0
1,South West,E06000024,169122,6,North Somerset,2,36,,BR,3,2,6/27/2008,3,,271,9,0,N,,1,224,,2008,0,,,KENN ROAD,"North of Kenn Street, Kenn",341386,947246,B3133,0
0,South West,E06000024,169122,17,North Somerset,3,50,,BR,1,0,6/27/2008,10,,312,9,0,S,,0,244,,2008,3,,,KENN ROAD,"North of Kenn Street, Kenn",341386,947246,B3133,1
