HGVR4,Region Name (GO),ONS LACode,S Ref N,HGV,ONS LA Name,HGVA6,LGV,A-Junction,RCat,BUS,2WMV,dCount,HGVR2,A Ref E,AMV,Hour,HGVR3,iDir,B-Junction,PC,CAR,B Ref E,Year,HGVA5,A Ref N,B Ref N,Road Name,CP Location,S Ref E,CP,Road,HGVA3
2,South West,E06000022,160000,43,Bath and North East Somerset,10,91,A39,PR,2,0,10/20/2008,20,362935,372,9,4,N,A368,0,236,362468,2008,6,156853,161884,,,361900,16354,A37,1
4,South West,E06000022,160000,62,Bath and North East Somerset,13,54,A39,PR,0,4,10/20/2008,35,362935,445,9,5,S,A368,0,325,362468,2008,4,156853,161884,,,361900,16354,A37,1
10,South West,E06000025,177600,95,South Gloucestershire,14,190,A432,PU,8,15,10/20/2008,47,366070,1305,9,8,N,Emersons Way roundabout,3,997,367460,2008,14,178610,177080,,,367000,99051,A4174,2
3,South West,E06000025,177600,87,South Gloucestershire,19,241,A432,PU,13,8,10/20/2008,42,366070,1264,9,11,S,Emersons Way roundabout,3,915,367460,2008,7,178610,177080,,,367000,99051,A4174,5
0,South West,E06000023,172738,0,"Bristol, City of",0,0,,UU,0,0,10/20/2008,0,,2,9,0,E,,0,2,,2008,0,,,WINDSOR AVENUE,East of St Annes Road,363815,946808,U,0
0,South West,E06000023,172738,0,"Bristol, City of",0,1,,UU,0,0,10/20/2008,0,,1,9,0,W,,0,0,,2008,0,,,WINDSOR AVENUE,East of St Annes Road,363815,946808,U,0
0,South West,E06000023,173775,0,"Bristol, City of",0,6,,UU,0,1,10/20/2008,0,,39,9,0,N,,1,32,,2008,0,,,KING SQUARE,North of Jamaica Street,358914,946820,U,0
0,South West,E06000023,173775,0,"Bristol, City of",0,2,,UU,0,0,10/20/2008,0,,15,9,0,S,,2,13,,2008,0,,,KING SQUARE,North of Jamaica Street,358914,946820,U,0
0,South West,E06000024,162642,0,North Somerset,0,1,,UR,0,0,10/20/2008,0,,10,9,0,E,,0,9,,2008,0,,,ASH CLOSE,"South of Willow Close, St Georges",337706,947266,U,0
0,South West,E06000024,162642,0,North Somerset,0,0,,UR,0,0,10/20/2008,0,,8,9,0,W,,0,8,,2008,0,,,ASH CLOSE,"South of Willow Close, St Georges",337706,947266,U,0
