HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
9,6,E06000023,356530,4,751,South West,A369/A370 midpoint,171490,"Bristol, City of",1,74762,0,16,W,136,9/10/2009,2009,171486,20,0,573,A3029,356680,2,PU,356657,9,171490,A3029 Winterstoke Road,7
13,13,E06000023,356530,5,1065,South West,A369/A370 midpoint,171490,"Bristol, City of",1,74762,1,27,W,170,9/10/2009,2009,171486,22,4,833,A3029,356680,3,PU,356657,23,171490,A3029 Winterstoke Road,8
12,5,E06000023,356530,9,672,South West,A369/A370 midpoint,171490,"Bristol, City of",0,74762,2,28,W,125,9/10/2009,2009,171486,6,3,508,A3029,356680,2,PU,356657,4,171490,A3029 Winterstoke Road,9
12,10,E06000023,356530,9,626,South West,A369/A370 midpoint,171490,"Bristol, City of",0,74762,2,28,W,103,9/10/2009,2009,171486,6,4,479,A3029,356680,1,PU,356657,2,171490,A3029 Winterstoke Road,10
10,8,E06000023,356530,5,669,South West,A369/A370 midpoint,171490,"Bristol, City of",2,74762,1,24,W,92,9/10/2009,2009,171486,2,2,543,A3029,356680,4,PU,356657,4,171490,A3029 Winterstoke Road,11
8,12,E06000023,356530,7,700,South West,A369/A370 midpoint,171490,"Bristol, City of",3,74762,1,23,W,99,9/10/2009,2009,171486,4,3,562,A3029,356680,1,PU,356657,2,171490,A3029 Winterstoke Road,12
8,17,E06000023,356530,6,779,South West,A369/A370 midpoint,171490,"Bristol, City of",0,74762,2,22,W,117,9/10/2009,2009,171486,10,2,613,A3029,356680,4,PU,356657,6,171490,A3029 Winterstoke Road,13
13,9,E06000023,356530,5,703,South West,A369/A370 midpoint,171490,"Bristol, City of",0,74762,1,23,W,104,9/10/2009,2009,171486,8,0,559,A3029,356680,4,PU,356657,1,171490,A3029 Winterstoke Road,14
12,17,E06000023,356530,4,763,South West,A369/A370 midpoint,171490,"Bristol, City of",0,74762,0,19,W,83,9/10/2009,2009,171486,16,1,628,A3029,356680,2,PU,356657,3,171490,A3029 Winterstoke Road,15
6,9,E06000023,356530,0,658,South West,A369/A370 midpoint,171490,"Bristol, City of",1,74762,0,10,W,80,9/10/2009,2009,171486,18,2,541,A3029,356680,1,PU,356657,4,171490,A3029 Winterstoke Road,16
4,10,E06000023,356530,0,847,South West,A369/A370 midpoint,171490,"Bristol, City of",0,74762,0,6,W,80,9/10/2009,2009,171486,32,0,719,A3029,356680,2,PU,356657,18,171490,A3029 Winterstoke Road,17
1,8,E06000023,356530,0,661,South West,A369/A370 midpoint,171490,"Bristol, City of",0,74762,0,3,W,52,9/10/2009,2009,171486,30,1,568,A3029,356680,1,PU,356657,24,171490,A3029 Winterstoke Road,18
