HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
44,5,E06000023,,352060,9,642,South West,,M5,177900,"Bristol, City of",3,70105,6,78,N,107,5/17/2000,2000,178000,14,7,438,A4,352180,9,PU,352140,19,178380,M5,7
22,1,E06000023,,352060,6,538,South West,,M5,177900,"Bristol, City of",2,70105,7,45,N,114,5/17/2000,2000,178000,6,8,372,A4,352180,0,PU,352140,3,178380,M5,8
47,3,E06000023,,352060,9,442,South West,,M5,177900,"Bristol, City of",7,70105,15,88,N,107,5/17/2000,2000,178000,5,5,239,A4,352180,5,PU,352140,2,178380,M5,9
42,0,E06000023,,352060,9,361,South West,,M5,177900,"Bristol, City of",4,70105,13,86,N,98,5/17/2000,2000,178000,1,12,176,A4,352180,6,PU,352140,1,178380,M5,10
37,2,E06000023,,352060,9,369,South West,,M5,177900,"Bristol, City of",3,70105,7,73,N,102,5/17/2000,2000,178000,2,11,190,A4,352180,6,PU,352140,0,178380,M5,11
37,0,E06000023,,352060,6,352,South West,,M5,177900,"Bristol, City of",10,70105,11,84,N,90,5/17/2000,2000,178000,2,14,176,A4,352180,6,PU,352140,0,178380,M5,12
49,0,E06000023,,352060,6,333,South West,,M5,177900,"Bristol, City of",6,70105,8,77,N,60,5/17/2000,2000,178000,0,7,196,A4,352180,1,PU,352140,0,178380,M5,13
43,2,E06000023,,352060,10,281,South West,,M5,177900,"Bristol, City of",6,70105,11,92,N,63,5/17/2000,2000,178000,7,11,117,A4,352180,11,PU,352140,1,178380,M5,14
47,6,E06000023,,352060,4,290,South West,,M5,177900,"Bristol, City of",5,70105,16,90,N,71,5/17/2000,2000,178000,4,7,119,A4,352180,11,PU,352140,1,178380,M5,15
41,6,E06000023,,352060,4,274,South West,,M5,177900,"Bristol, City of",4,70105,7,62,N,53,5/17/2000,2000,178000,3,3,150,A4,352180,3,PU,352140,1,178380,M5,16
26,0,E06000023,,352060,1,236,South West,,M5,177900,"Bristol, City of",6,70105,5,42,N,25,5/17/2000,2000,178000,6,2,163,A4,352180,2,PU,352140,0,178380,M5,17
20,0,E06000023,,352060,0,142,South West,,M5,177900,"Bristol, City of",1,70105,5,32,N,20,5/17/2000,2000,178000,6,4,84,A4,352180,2,PU,352140,0,178380,M5,18
42,2,E06000023,,352060,7,258,South West,,M5,177900,"Bristol, City of",6,70105,8,81,S,61,5/17/2000,2000,178000,2,9,112,A4,352180,9,PU,352140,1,178380,M5,7
36,3,E06000023,,352060,4,281,South West,,M5,177900,"Bristol, City of",1,70105,3,55,S,69,5/17/2000,2000,178000,3,6,151,A4,352180,5,PU,352140,1,178380,M5,8
33,1,E06000023,,352060,6,298,South West,,M5,177900,"Bristol, City of",4,70105,7,69,S,90,5/17/2000,2000,178000,2,12,136,A4,352180,7,PU,352140,0,178380,M5,9
35,2,E06000023,,352060,5,377,South West,,M5,177900,"Bristol, City of",2,70105,3,65,S,109,5/17/2000,2000,178000,2,16,199,A4,352180,4,PU,352140,0,178380,M5,10
22,0,E06000023,,352060,8,376,South West,,M5,177900,"Bristol, City of",3,70105,6,59,S,106,5/17/2000,2000,178000,2,18,209,A4,352180,2,PU,352140,1,178380,M5,11
36,2,E06000023,,352060,3,371,South West,,M5,177900,"Bristol, City of",2,70105,9,70,S,77,5/17/2000,2000,178000,3,15,219,A4,352180,5,PU,352140,0,178380,M5,12
