HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
6,12,E06000024,,332110,0,248,South West,,A370 Francis Fox Road,161160,North Somerset,1,70097,0,11,E,21,6/19/2000,2000,161170,4,1,200,A370,332400,3,PU,332170,3,161180,Walliscote Rd,7
8,18,E06000024,,332110,0,374,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,0,9,E,32,6/19/2000,2000,161170,2,0,313,A370,332400,1,PU,332170,5,161180,Walliscote Rd,8
5,18,E06000024,,332110,0,436,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,1,9,E,44,6/19/2000,2000,161170,3,2,362,A370,332400,1,PU,332170,7,161180,Walliscote Rd,9
5,21,E06000024,,332110,0,416,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,0,5,E,30,6/19/2000,2000,161170,8,0,352,A370,332400,0,PU,332170,4,161180,Walliscote Rd,10
3,16,E06000024,,332110,0,441,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,0,4,E,38,6/19/2000,2000,161170,5,0,378,A370,332400,1,PU,332170,8,161180,Walliscote Rd,11
6,17,E06000024,,332110,0,481,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,0,7,E,42,6/19/2000,2000,161170,4,0,411,A370,332400,1,PU,332170,10,161180,Walliscote Rd,12
12,18,E06000024,,332110,0,468,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,0,12,E,23,6/19/2000,2000,161170,4,0,411,A370,332400,0,PU,332170,10,161180,Walliscote Rd,13
5,18,E06000024,,332110,0,479,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,0,5,E,27,6/19/2000,2000,161170,9,0,420,A370,332400,0,PU,332170,7,161180,Walliscote Rd,14
6,9,E06000024,,332110,0,529,South West,,A370 Francis Fox Road,161160,North Somerset,1,70097,0,7,E,22,6/19/2000,2000,161170,6,0,485,A370,332400,0,PU,332170,10,161180,Walliscote Rd,15
25,16,E06000024,,332110,0,598,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,2,27,E,27,6/19/2000,2000,161170,7,0,521,A370,332400,0,PU,332170,8,161180,Walliscote Rd,16
8,22,E06000024,,332110,0,618,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,0,9,E,32,6/19/2000,2000,161170,9,0,546,A370,332400,1,PU,332170,10,161180,Walliscote Rd,17
14,19,E06000024,,332110,0,381,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,0,15,E,12,6/19/2000,2000,161170,5,1,330,A370,332400,0,PU,332170,9,161180,Walliscote Rd,18
8,16,E06000024,,332110,0,189,South West,,A370 Francis Fox Road,161160,North Somerset,1,70097,1,17,W,18,6/19/2000,2000,161170,2,1,136,A370,332400,6,PU,332170,2,161180,Walliscote Rd,7
6,10,E06000024,,332110,0,501,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,1,9,W,28,6/19/2000,2000,161170,6,0,448,A370,332400,2,PU,332170,1,161180,Walliscote Rd,8
7,17,E06000024,,332110,0,571,South West,,A370 Francis Fox Road,161160,North Somerset,1,70097,0,11,W,39,6/19/2000,2000,161170,6,3,498,A370,332400,0,PU,332170,6,161180,Walliscote Rd,9
7,10,E06000024,,332110,0,605,South West,,A370 Francis Fox Road,161160,North Somerset,3,70097,0,12,W,21,6/19/2000,2000,161170,3,1,559,A370,332400,1,PU,332170,10,161180,Walliscote Rd,10
11,20,E06000024,,332110,0,539,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,0,13,W,29,6/19/2000,2000,161170,2,0,475,A370,332400,2,PU,332170,7,161180,Walliscote Rd,11
11,17,E06000024,,332110,0,523,South West,,A370 Francis Fox Road,161160,North Somerset,1,70097,0,14,W,27,6/19/2000,2000,161170,6,0,459,A370,332400,2,PU,332170,5,161180,Walliscote Rd,12
5,15,E06000024,,332110,0,499,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,0,5,W,57,6/19/2000,2000,161170,7,0,415,A370,332400,0,PU,332170,10,161180,Walliscote Rd,13
8,12,E06000024,,332110,0,443,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,0,10,W,46,6/19/2000,2000,161170,7,0,368,A370,332400,2,PU,332170,7,161180,Walliscote Rd,14
5,17,E06000024,,332110,0,405,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,0,7,W,32,6/19/2000,2000,161170,3,1,346,A370,332400,1,PU,332170,4,161180,Walliscote Rd,15
5,29,E06000024,,332110,0,424,South West,,A370 Francis Fox Road,161160,North Somerset,1,70097,0,6,W,38,6/19/2000,2000,161170,7,0,344,A370,332400,0,PU,332170,5,161180,Walliscote Rd,16
0,14,E06000024,,332110,0,440,South West,,A370 Francis Fox Road,161160,North Somerset,0,70097,0,1,W,38,6/19/2000,2000,161170,7,1,380,A370,332400,0,PU,332170,4,161180,Walliscote Rd,17
2,7,E06000024,,332110,0,341,South West,,A370 Francis Fox Road,161160,North Somerset,2,70097,0,5,W,33,6/19/2000,2000,161170,1,0,295,A370,332400,1,PU,332170,2,161180,Walliscote Rd,18
0,0,E06000023,British Road,,0,47,South West,South of South Road,,,"Bristol, City of",0,966007,0,0,N,12,6/19/2000,2000,171123,0,0,35,U,,0,UU,358020,5,,,7
0,0,E06000023,British Road,,0,109,South West,South of South Road,,,"Bristol, City of",0,966007,0,0,N,9,6/19/2000,2000,171123,2,0,98,U,,0,UU,358020,6,,,8
1,0,E06000023,British Road,,0,57,South West,South of South Road,,,"Bristol, City of",0,966007,0,1,N,10,6/19/2000,2000,171123,0,0,46,U,,0,UU,358020,0,,,9
2,0,E06000023,British Road,,0,44,South West,South of South Road,,,"Bristol, City of",0,966007,0,2,N,6,6/19/2000,2000,171123,0,0,36,U,,0,UU,358020,3,,,10
1,1,E06000023,British Road,,0,62,South West,South of South Road,,,"Bristol, City of",0,966007,0,1,N,9,6/19/2000,2000,171123,0,0,51,U,,0,UU,358020,4,,,11
