HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
37,12,E06000025,363490,15,1761,South West,M32,178200,South Gloucestershire,9,17633,22,117,E,291,9/5/2012,2012,178500,26,24,1315,A4174,364700,10,PU,363800,1,178640,Bromley Heath Roundabout,7
44,3,E06000025,363490,7,2121,South West,M32,178200,South Gloucestershire,6,17633,29,120,E,345,9/5/2012,2012,178500,26,22,1627,A4174,364700,12,PU,363800,6,178640,Bromley Heath Roundabout,8
27,7,E06000025,363490,15,1376,South West,M32,178200,South Gloucestershire,6,17633,24,94,E,228,9/5/2012,2012,178500,6,13,1041,A4174,364700,9,PU,363800,0,178640,Bromley Heath Roundabout,9
40,2,E06000025,363490,11,1237,South West,M32,178200,South Gloucestershire,5,17633,15,109,E,223,9/5/2012,2012,178500,9,22,894,A4174,364700,16,PU,363800,1,178640,Bromley Heath Roundabout,10
35,6,E06000025,363490,3,1327,South West,M32,178200,South Gloucestershire,3,17633,16,90,E,231,9/5/2012,2012,178500,15,24,985,A4174,364700,9,PU,363800,1,178640,Bromley Heath Roundabout,11
41,4,E06000025,363490,12,1542,South West,M32,178200,South Gloucestershire,2,17633,19,103,E,289,9/5/2012,2012,178500,20,20,1126,A4174,364700,9,PU,363800,1,178640,Bromley Heath Roundabout,12
27,6,E06000025,363490,13,1606,South West,M32,178200,South Gloucestershire,8,17633,13,94,E,275,9/5/2012,2012,178500,24,24,1207,A4174,364700,9,PU,363800,5,178640,Bromley Heath Roundabout,13
48,6,E06000025,363490,13,1949,South West,M32,178200,South Gloucestershire,10,17633,22,126,E,348,9/5/2012,2012,178500,14,19,1455,A4174,364700,14,PU,363800,2,178640,Bromley Heath Roundabout,14
44,8,E06000025,363490,11,2375,South West,M32,178200,South Gloucestershire,8,17633,22,102,E,401,9/5/2012,2012,178500,52,12,1812,A4174,364700,5,PU,363800,1,178640,Bromley Heath Roundabout,15
21,17,E06000025,363490,4,2625,South West,M32,178200,South Gloucestershire,5,17633,32,79,E,349,9/5/2012,2012,178500,78,12,2102,A4174,364700,5,PU,363800,2,178640,Bromley Heath Roundabout,16
28,6,E06000025,363490,0,2749,South West,M32,178200,South Gloucestershire,3,17633,10,67,E,303,9/5/2012,2012,178500,122,21,2251,A4174,364700,5,PU,363800,3,178640,Bromley Heath Roundabout,17
20,6,E06000025,363490,0,2437,South West,M32,178200,South Gloucestershire,3,17633,10,48,E,243,9/5/2012,2012,178500,47,10,2093,A4174,364700,5,PU,363800,0,178640,Bromley Heath Roundabout,18
18,10,E06000025,363490,8,2222,South West,M32,178200,South Gloucestershire,5,17633,25,70,W,395,9/5/2012,2012,178500,70,8,1677,A4174,364700,6,PU,363800,101,178640,Bromley Heath Roundabout,7
40,7,E06000025,363490,11,1954,South West,M32,178200,South Gloucestershire,3,17633,18,108,W,264,9/5/2012,2012,178500,78,23,1497,A4174,364700,13,PU,363800,84,178640,Bromley Heath Roundabout,8
39,6,E06000025,363490,4,1882,South West,M32,178200,South Gloucestershire,7,17633,24,108,W,266,9/5/2012,2012,178500,29,19,1473,A4174,364700,15,PU,363800,31,178640,Bromley Heath Roundabout,9
50,3,E06000025,363490,12,1550,South West,M32,178200,South Gloucestershire,7,17633,43,139,W,259,9/5/2012,2012,178500,15,14,1134,A4174,364700,13,PU,363800,4,178640,Bromley Heath Roundabout,10
39,1,E06000025,363490,12,1286,South West,M32,178200,South Gloucestershire,6,17633,27,109,W,231,9/5/2012,2012,178500,9,13,936,A4174,364700,12,PU,363800,7,178640,Bromley Heath Roundabout,11
28,2,E06000025,363490,16,1485,South West,M32,178200,South Gloucestershire,2,17633,33,95,W,236,9/5/2012,2012,178500,13,12,1139,A4174,364700,4,PU,363800,5,178640,Bromley Heath Roundabout,12
30,5,E06000025,363490,8,1443,South West,M32,178200,South Gloucestershire,5,17633,24,84,W,258,9/5/2012,2012,178500,21,8,1075,A4174,364700,9,PU,363800,4,178640,Bromley Heath Roundabout,13
40,5,E06000025,363490,26,1476,South West,M32,178200,South Gloucestershire,2,17633,23,131,W,227,9/5/2012,2012,178500,17,29,1096,A4174,364700,11,PU,363800,3,178640,Bromley Heath Roundabout,14
19,4,E06000025,363490,12,1502,South West,M32,178200,South Gloucestershire,2,17633,17,66,W,251,9/5/2012,2012,178500,14,9,1167,A4174,364700,7,PU,363800,3,178640,Bromley Heath Roundabout,15
16,5,E06000025,363490,6,1490,South West,M32,178200,South Gloucestershire,10,17633,14,75,W,260,9/5/2012,2012,178500,25,19,1125,A4174,364700,10,PU,363800,9,178640,Bromley Heath Roundabout,16
23,9,E06000025,363490,2,1669,South West,M32,178200,South Gloucestershire,1,17633,30,64,W,203,9/5/2012,2012,178500,21,6,1372,A4174,364700,2,PU,363800,7,178640,Bromley Heath Roundabout,17
5,11,E06000025,363490,3,1508,South West,M32,178200,South Gloucestershire,0,17633,20,34,W,114,9/5/2012,2012,178500,8,6,1341,A4174,364700,0,PU,363800,14,178640,Bromley Heath Roundabout,18
