HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
8,19,E06000023,,357810,8,397,South West,,Parson St,172014,"Bristol, City of",0,6401,0,19,N,89,10/5/2015,2015,171000,9,0,261,A38,359017,3,PU,358000,32,170690,A370 roundabout,7
6,23,E06000023,,357810,8,533,South West,,Parson St,172014,"Bristol, City of",0,6401,0,15,N,77,10/5/2015,2015,171000,17,0,401,A38,359017,1,PU,358000,39,170690,A370 roundabout,8
11,21,E06000023,,357810,3,453,South West,,Parson St,172014,"Bristol, City of",1,6401,2,18,N,75,10/5/2015,2015,171000,2,0,337,A38,359017,1,PU,358000,13,170690,A370 roundabout,9
7,20,E06000023,,357810,1,495,South West,,Parson St,172014,"Bristol, City of",2,6401,0,13,N,88,10/5/2015,2015,171000,9,1,365,A38,359017,2,PU,358000,10,170690,A370 roundabout,10
5,22,E06000023,,357810,3,384,South West,,Parson St,172014,"Bristol, City of",1,6401,1,11,N,69,10/5/2015,2015,171000,1,1,281,A38,359017,0,PU,358000,5,170690,A370 roundabout,11
11,16,E06000023,,357810,2,347,South West,,Parson St,172014,"Bristol, City of",0,6401,1,17,N,59,10/5/2015,2015,171000,3,0,252,A38,359017,3,PU,358000,3,170690,A370 roundabout,12
7,21,E06000023,,357810,2,300,South West,,Parson St,172014,"Bristol, City of",0,6401,1,11,N,61,10/5/2015,2015,171000,1,0,206,A38,359017,1,PU,358000,8,170690,A370 roundabout,13
7,21,E06000023,,357810,1,393,South West,,Parson St,172014,"Bristol, City of",0,6401,0,10,N,66,10/5/2015,2015,171000,3,1,293,A38,359017,1,PU,358000,16,170690,A370 roundabout,14
6,19,E06000023,,357810,0,388,South West,,Parson St,172014,"Bristol, City of",1,6401,1,13,N,68,10/5/2015,2015,171000,3,1,285,A38,359017,4,PU,358000,12,170690,A370 roundabout,15
8,20,E06000023,,357810,0,352,South West,,Parson St,172014,"Bristol, City of",0,6401,0,10,N,51,10/5/2015,2015,171000,7,0,264,A38,359017,2,PU,358000,36,170690,A370 roundabout,16
3,20,E06000023,,357810,0,333,South West,,Parson St,172014,"Bristol, City of",0,6401,0,3,N,38,10/5/2015,2015,171000,7,0,265,A38,359017,0,PU,358000,29,170690,A370 roundabout,17
1,18,E06000023,,357810,2,359,South West,,Parson St,172014,"Bristol, City of",0,6401,1,4,N,28,10/5/2015,2015,171000,4,0,305,A38,359017,0,PU,358000,15,170690,A370 roundabout,18
2,14,E06000023,,357810,0,307,South West,,Parson St,172014,"Bristol, City of",0,6401,0,2,S,65,10/5/2015,2015,171000,4,0,222,A38,359017,0,PU,358000,28,170690,A370 roundabout,7
2,21,E06000023,,357810,0,377,South West,,Parson St,172014,"Bristol, City of",0,6401,0,2,S,73,10/5/2015,2015,171000,5,0,276,A38,359017,0,PU,358000,20,170690,A370 roundabout,8
3,19,E06000023,,357810,1,239,South West,,Parson St,172014,"Bristol, City of",0,6401,0,4,S,69,10/5/2015,2015,171000,0,0,147,A38,359017,0,PU,358000,6,170690,A370 roundabout,9
4,22,E06000023,,357810,0,227,South West,,Parson St,172014,"Bristol, City of",0,6401,1,7,S,57,10/5/2015,2015,171000,3,1,138,A38,359017,1,PU,358000,3,170690,A370 roundabout,10
2,21,E06000023,,357810,0,359,South West,,Parson St,172014,"Bristol, City of",0,6401,0,3,S,64,10/5/2015,2015,171000,2,1,269,A38,359017,0,PU,358000,5,170690,A370 roundabout,11
5,20,E06000023,,357810,0,331,South West,,Parson St,172014,"Bristol, City of",0,6401,2,7,S,54,10/5/2015,2015,171000,0,0,250,A38,359017,0,PU,358000,7,170690,A370 roundabout,12
1,18,E06000023,,357810,0,347,South West,,Parson St,172014,"Bristol, City of",0,6401,0,1,S,78,10/5/2015,2015,171000,3,0,247,A38,359017,0,PU,358000,5,170690,A370 roundabout,13
4,21,E06000023,,357810,0,360,South West,,Parson St,172014,"Bristol, City of",0,6401,0,5,S,61,10/5/2015,2015,171000,6,0,267,A38,359017,1,PU,358000,8,170690,A370 roundabout,14
6,21,E06000023,,357810,1,383,South West,,Parson St,172014,"Bristol, City of",0,6401,0,7,S,74,10/5/2015,2015,171000,7,0,274,A38,359017,0,PU,358000,11,170690,A370 roundabout,15
13,15,E06000023,,357810,2,414,South West,,Parson St,172014,"Bristol, City of",0,6401,0,16,S,81,10/5/2015,2015,171000,5,0,297,A38,359017,1,PU,358000,16,170690,A370 roundabout,16
5,21,E06000023,,357810,0,548,South West,,Parson St,172014,"Bristol, City of",0,6401,0,5,S,66,10/5/2015,2015,171000,6,0,450,A38,359017,0,PU,358000,32,170690,A370 roundabout,17
2,24,E06000023,,357810,0,431,South West,,Parson St,172014,"Bristol, City of",0,6401,0,2,S,40,10/5/2015,2015,171000,4,0,361,A38,359017,0,PU,358000,14,170690,A370 roundabout,18
18,5,E06000022,RUSH HILL,,0,617,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,1,21,E,111,10/5/2015,2015,162630,5,1,475,C,,1,CU,373307,5,,,7
11,10,E06000022,RUSH HILL,,0,681,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,1,13,E,91,10/5/2015,2015,162630,5,1,562,C,,0,CU,373307,12,,,8
3,6,E06000022,RUSH HILL,,3,560,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,0,8,E,120,10/5/2015,2015,162630,3,0,423,C,,2,CU,373307,6,,,9
10,5,E06000022,RUSH HILL,,0,499,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,1,12,E,104,10/5/2015,2015,162630,1,0,377,C,,1,CU,373307,5,,,10
27,7,E06000022,RUSH HILL,,1,546,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,0,31,E,88,10/5/2015,2015,162630,5,0,415,C,,3,CU,373307,1,,,11
10,7,E06000022,RUSH HILL,,2,553,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,0,12,E,87,10/5/2015,2015,162630,3,0,444,C,,0,CU,373307,2,,,12
11,7,E06000022,RUSH HILL,,0,610,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,1,16,E,77,10/5/2015,2015,162630,1,2,509,C,,2,CU,373307,0,,,13
10,10,E06000022,RUSH HILL,,0,692,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,0,12,E,86,10/5/2015,2015,162630,0,2,584,C,,0,CU,373307,1,,,14
5,2,E06000022,RUSH HILL,,1,723,South West,"Rush Hill, Bath",,,Bath and North East Somerset,1,946669,0,9,E,111,10/5/2015,2015,162630,3,0,598,C,,2,CU,373307,5,,,15
4,4,E06000022,RUSH HILL,,0,817,South West,"Rush Hill, Bath",,,Bath and North East Somerset,1,946669,0,5,E,141,10/5/2015,2015,162630,5,0,662,C,,0,CU,373307,1,,,16
13,8,E06000022,RUSH HILL,,0,842,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,0,13,E,103,10/5/2015,2015,162630,8,0,710,C,,0,CU,373307,1,,,17
2,4,E06000022,RUSH HILL,,0,765,South West,"Rush Hill, Bath",,,Bath and North East Somerset,1,946669,0,3,E,55,10/5/2015,2015,162630,11,0,692,C,,0,CU,373307,2,,,18
3,5,E06000022,RUSH HILL,,1,800,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,0,7,W,144,10/5/2015,2015,162630,14,0,630,C,,3,CU,373307,3,,,7
18,7,E06000022,RUSH HILL,,2,804,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,1,23,W,81,10/5/2015,2015,162630,16,0,677,C,,2,CU,373307,3,,,8
17,9,E06000022,RUSH HILL,,1,681,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,1,21,W,94,10/5/2015,2015,162630,4,0,553,C,,2,CU,373307,1,,,9
22,7,E06000022,RUSH HILL,,1,569,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,0,25,W,68,10/5/2015,2015,162630,2,0,467,C,,2,CU,373307,2,,,10
17,9,E06000022,RUSH HILL,,0,592,South West,"Rush Hill, Bath",,,Bath and North East Somerset,1,946669,1,19,W,70,10/5/2015,2015,162630,5,0,489,C,,0,CU,373307,1,,,11
7,5,E06000022,RUSH HILL,,0,557,South West,"Rush Hill, Bath",,,Bath and North East Somerset,1,946669,0,10,W,120,10/5/2015,2015,162630,2,1,420,C,,1,CU,373307,1,,,12
10,5,E06000022,RUSH HILL,,1,597,South West,"Rush Hill, Bath",,,Bath and North East Somerset,2,946669,0,14,W,107,10/5/2015,2015,162630,2,0,469,C,,1,CU,373307,0,,,13
20,7,E06000022,RUSH HILL,,0,607,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,0,24,W,96,10/5/2015,2015,162630,1,1,479,C,,3,CU,373307,1,,,14
18,8,E06000022,RUSH HILL,,0,645,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,1,21,W,105,10/5/2015,2015,162630,1,0,510,C,,2,CU,373307,2,,,15
3,7,E06000022,RUSH HILL,,0,707,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,1,4,W,112,10/5/2015,2015,162630,5,0,579,C,,0,CU,373307,4,,,16
2,6,E06000022,RUSH HILL,,1,625,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,0,4,W,65,10/5/2015,2015,162630,9,0,541,C,,1,CU,373307,9,,,17
3,8,E06000022,RUSH HILL,,0,679,South West,"Rush Hill, Bath",,,Bath and North East Somerset,0,946669,0,3,W,80,10/5/2015,2015,162630,5,0,583,C,,0,CU,373307,5,,,18
0,1,E06000025,GROVESEND ROAD,,0,179,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,0,E,19,10/5/2015,2015,189580,0,0,159,C,,0,CU,364935,7,,,7
1,3,E06000025,GROVESEND ROAD,,0,209,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,1,E,9,10/5/2015,2015,189580,0,0,196,C,,0,CU,364935,3,,,8
1,1,E06000025,GROVESEND ROAD,,0,175,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,2,E,23,10/5/2015,2015,189580,3,0,146,C,,1,CU,364935,1,,,9
1,1,E06000025,GROVESEND ROAD,,0,130,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,2,E,18,10/5/2015,2015,189580,0,0,109,C,,1,CU,364935,0,,,10
0,0,E06000025,GROVESEND ROAD,,0,127,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,0,E,18,10/5/2015,2015,189580,1,0,108,C,,0,CU,364935,0,,,11
2,1,E06000025,GROVESEND ROAD,,0,128,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,2,E,15,10/5/2015,2015,189580,0,0,110,C,,0,CU,364935,0,,,12
0,0,E06000025,GROVESEND ROAD,,0,132,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,1,E,14,10/5/2015,2015,189580,0,1,117,C,,0,CU,364935,2,,,13
1,1,E06000025,GROVESEND ROAD,,1,133,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,1,947508,0,3,E,20,10/5/2015,2015,189580,0,0,109,C,,0,CU,364935,0,,,14
1,2,E06000025,GROVESEND ROAD,,4,259,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,6,E,34,10/5/2015,2015,189580,0,1,217,C,,0,CU,364935,0,,,15
2,1,E06000025,GROVESEND ROAD,,0,200,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,2,E,23,10/5/2015,2015,189580,2,0,172,C,,0,CU,364935,1,,,16
0,1,E06000025,GROVESEND ROAD,,0,193,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,0,E,20,10/5/2015,2015,189580,2,0,170,C,,0,CU,364935,1,,,17
0,0,E06000025,GROVESEND ROAD,,0,156,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,0,E,11,10/5/2015,2015,189580,0,0,145,C,,0,CU,364935,0,,,18
1,1,E06000025,GROVESEND ROAD,,0,84,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,1,W,14,10/5/2015,2015,189580,1,0,67,C,,0,CU,364935,2,,,7
2,2,E06000025,GROVESEND ROAD,,0,260,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,2,W,18,10/5/2015,2015,189580,0,0,238,C,,0,CU,364935,1,,,8
1,0,E06000025,GROVESEND ROAD,,0,136,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,2,W,18,10/5/2015,2015,189580,1,0,115,C,,1,CU,364935,1,,,9
2,1,E06000025,GROVESEND ROAD,,0,131,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,3,W,16,10/5/2015,2015,189580,0,0,111,C,,1,CU,364935,0,,,10
1,0,E06000025,GROVESEND ROAD,,0,127,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,3,W,24,10/5/2015,2015,189580,0,1,100,C,,1,CU,364935,0,,,11
0,0,E06000025,GROVESEND ROAD,,0,134,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,0,W,18,10/5/2015,2015,189580,0,0,116,C,,0,CU,364935,1,,,12
1,1,E06000025,GROVESEND ROAD,,1,156,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,3,W,19,10/5/2015,2015,189580,0,1,133,C,,0,CU,364935,0,,,13
1,1,E06000025,GROVESEND ROAD,,3,151,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,1,5,W,27,10/5/2015,2015,189580,0,0,118,C,,0,CU,364935,0,,,14
0,2,E06000025,GROVESEND ROAD,,0,228,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,0,W,22,10/5/2015,2015,189580,1,0,203,C,,0,CU,364935,1,,,15
1,0,E06000025,GROVESEND ROAD,,0,250,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,1,W,23,10/5/2015,2015,189580,0,0,226,C,,0,CU,364935,3,,,16
0,1,E06000025,GROVESEND ROAD,,0,221,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,0,0,W,25,10/5/2015,2015,189580,1,0,194,C,,0,CU,364935,2,,,17
0,1,E06000025,GROVESEND ROAD,,0,212,South West,"east of Malvern Drive, Thornbury",,,South Gloucestershire,0,947508,1,1,W,9,10/5/2015,2015,189580,2,0,199,C,,0,CU,364935,6,,,18
