HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
32,32,E06000023,,356820,10,2868,South West,,A4,172270,"Bristol, City of",0,26128,1,68,N,397,5/7/2009,2009,172000,41,14,2330,A3029,356790,11,PU,356750,16,171860,A370,7
63,38,E06000023,,356820,18,2954,South West,,A4,172270,"Bristol, City of",2,26128,5,111,N,294,5/7/2009,2009,172000,72,15,2439,A3029,356790,8,PU,356750,23,171860,A370,8
60,16,E06000023,,356820,19,2238,South West,,A4,172270,"Bristol, City of",1,26128,16,128,N,224,5/7/2009,2009,172000,36,13,1834,A3029,356790,19,PU,356750,11,171860,A370,9
72,19,E06000023,,356820,19,1477,South West,,A4,172270,"Bristol, City of",0,26128,9,121,N,165,5/7/2009,2009,172000,13,9,1159,A3029,356790,12,PU,356750,0,171860,A370,10
61,25,E06000023,,356820,22,1351,South West,,A4,172270,"Bristol, City of",0,26128,7,117,N,173,5/7/2009,2009,172000,22,13,1014,A3029,356790,14,PU,356750,7,171860,A370,11
58,21,E06000023,,356820,12,1650,South West,,A4,172270,"Bristol, City of",0,26128,12,109,N,189,5/7/2009,2009,172000,13,7,1318,A3029,356790,20,PU,356750,2,171860,A370,12
56,30,E06000023,,356820,11,1934,South West,,A4,172270,"Bristol, City of",3,26128,23,122,N,223,5/7/2009,2009,172000,24,4,1535,A3029,356790,25,PU,356750,4,171860,A370,13
59,40,E06000023,,356820,12,1660,South West,,A4,172270,"Bristol, City of",8,26128,22,128,N,199,5/7/2009,2009,172000,12,3,1281,A3029,356790,24,PU,356750,4,171860,A370,14
46,38,E06000023,,356820,3,1854,South West,,A4,172270,"Bristol, City of",12,26128,17,100,N,205,5/7/2009,2009,172000,13,9,1498,A3029,356790,13,PU,356750,4,171860,A370,15
41,39,E06000023,,356820,5,2041,South West,,A4,172270,"Bristol, City of",7,26128,10,74,N,237,5/7/2009,2009,172000,24,5,1667,A3029,356790,6,PU,356750,7,171860,A370,16
