HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
26,3,E06000023,,351640,9,680,South West,,Kings Road Avenue,182910,"Bristol, City of",5,7046,7,80,N,78,6/6/2005,2005,180000,13,21,506,A403,353500,12,PU,352000,15,178510,Unclassified Road,7
51,3,E06000023,,351640,9,677,South West,,Kings Road Avenue,182910,"Bristol, City of",9,7046,16,127,N,102,6/6/2005,2005,180000,3,33,442,A403,353500,9,PU,352000,5,178510,Unclassified Road,8
52,1,E06000023,,351640,14,481,South West,,Kings Road Avenue,182910,"Bristol, City of",16,7046,13,141,N,112,6/6/2005,2005,180000,1,32,226,A403,353500,14,PU,352000,0,178510,Unclassified Road,9
42,1,E06000023,,351640,18,402,South West,,Kings Road Avenue,182910,"Bristol, City of",4,7046,9,116,N,115,6/6/2005,2005,180000,4,32,166,A403,353500,11,PU,352000,1,178510,Unclassified Road,10
79,5,E06000023,,351640,15,452,South West,,Kings Road Avenue,182910,"Bristol, City of",10,7046,16,175,N,109,6/6/2005,2005,180000,5,44,158,A403,353500,11,PU,352000,1,178510,Unclassified Road,11
69,1,E06000023,,351640,8,490,South West,,Kings Road Avenue,182910,"Bristol, City of",20,7046,12,177,N,94,6/6/2005,2005,180000,9,44,209,A403,353500,24,PU,352000,0,178510,Unclassified Road,12
71,2,E06000023,,351640,11,536,South West,,Kings Road Avenue,182910,"Bristol, City of",11,7046,8,156,N,87,6/6/2005,2005,180000,2,39,289,A403,353500,16,PU,352000,1,178510,Unclassified Road,13
76,1,E06000023,,351640,13,466,South West,,Kings Road Avenue,182910,"Bristol, City of",21,7046,15,187,N,76,6/6/2005,2005,180000,1,43,201,A403,353500,19,PU,352000,0,178510,Unclassified Road,14
101,1,E06000023,,351640,18,483,South West,,Kings Road Avenue,182910,"Bristol, City of",9,7046,23,201,N,100,6/6/2005,2005,180000,2,30,179,A403,353500,20,PU,352000,2,178510,Unclassified Road,15
83,2,E06000023,,351640,21,556,South West,,Kings Road Avenue,182910,"Bristol, City of",12,7046,27,198,N,94,6/6/2005,2005,180000,8,39,254,A403,353500,16,PU,352000,1,178510,Unclassified Road,16
57,2,E06000023,,351640,11,503,South West,,Kings Road Avenue,182910,"Bristol, City of",10,7046,11,126,N,60,6/6/2005,2005,180000,12,30,303,A403,353500,7,PU,352000,1,178510,Unclassified Road,17
25,0,E06000023,,351640,0,274,South West,,Kings Road Avenue,182910,"Bristol, City of",3,7046,11,64,N,18,6/6/2005,2005,180000,5,17,187,A403,353500,8,PU,352000,2,178510,Unclassified Road,18
107,2,E06000023,,351640,10,466,South West,,Kings Road Avenue,182910,"Bristol, City of",7,7046,20,211,S,71,6/6/2005,2005,180000,6,35,176,A403,353500,32,PU,352000,1,178510,Unclassified Road,7
94,4,E06000023,,351640,13,542,South West,,Kings Road Avenue,182910,"Bristol, City of",9,7046,27,186,S,73,6/6/2005,2005,180000,0,28,279,A403,353500,15,PU,352000,0,178510,Unclassified Road,8
75,3,E06000023,,351640,17,435,South West,,Kings Road Avenue,182910,"Bristol, City of",10,7046,16,153,S,99,6/6/2005,2005,180000,2,28,178,A403,353500,7,PU,352000,0,178510,Unclassified Road,9
42,1,E06000023,,351640,16,375,South West,,Kings Road Avenue,182910,"Bristol, City of",9,7046,26,133,S,74,6/6/2005,2005,180000,1,30,166,A403,353500,10,PU,352000,0,178510,Unclassified Road,10
50,1,E06000023,,351640,16,432,South West,,Kings Road Avenue,182910,"Bristol, City of",8,7046,17,129,S,100,6/6/2005,2005,180000,2,27,200,A403,353500,11,PU,352000,5,178510,Unclassified Road,11
41,1,E06000023,,351640,9,458,South West,,Kings Road Avenue,182910,"Bristol, City of",5,7046,19,125,S,121,6/6/2005,2005,180000,5,35,206,A403,353500,16,PU,352000,0,178510,Unclassified Road,12
55,2,E06000023,,351640,10,491,South West,,Kings Road Avenue,182910,"Bristol, City of",6,7046,20,127,S,73,6/6/2005,2005,180000,4,23,285,A403,353500,13,PU,352000,0,178510,Unclassified Road,13
71,1,E06000023,,351640,13,498,South West,,Kings Road Avenue,182910,"Bristol, City of",9,7046,18,151,S,75,6/6/2005,2005,180000,7,25,264,A403,353500,15,PU,352000,5,178510,Unclassified Road,14
76,2,E06000023,,351640,6,514,South West,,Kings Road Avenue,182910,"Bristol, City of",9,7046,13,137,S,84,6/6/2005,2005,180000,8,25,283,A403,353500,8,PU,352000,2,178510,Unclassified Road,15
46,3,E06000023,,351640,4,763,South West,,Kings Road Avenue,182910,"Bristol, City of",9,7046,14,100,S,90,6/6/2005,2005,180000,13,18,557,A403,353500,9,PU,352000,17,178510,Unclassified Road,16
22,0,E06000023,,351640,4,675,South West,,Kings Road Avenue,182910,"Bristol, City of",9,7046,25,80,S,64,6/6/2005,2005,180000,8,14,523,A403,353500,6,PU,352000,10,178510,Unclassified Road,17
13,1,E06000023,,351640,1,419,South West,,Kings Road Avenue,182910,"Bristol, City of",1,7046,21,67,S,46,6/6/2005,2005,180000,10,26,295,A403,353500,5,PU,352000,7,178510,Unclassified Road,18
0,0,E06000022,High Street,,0,70,South West,Wellow,,,Bath and North East Somerset,1,952475,0,1,E,15,6/6/2005,2005,158350,1,0,53,U,,0,UR,374300,0,,,7
1,0,E06000022,High Street,,0,65,South West,Wellow,,,Bath and North East Somerset,1,952475,0,2,E,6,6/6/2005,2005,158350,1,0,56,U,,0,UR,374300,0,,,8
0,0,E06000022,High Street,,0,50,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,E,12,6/6/2005,2005,158350,0,0,38,U,,0,UR,374300,0,,,9
1,0,E06000022,High Street,,0,39,South West,Wellow,,,Bath and North East Somerset,0,952475,0,1,E,10,6/6/2005,2005,158350,1,0,27,U,,0,UR,374300,1,,,10
0,0,E06000022,High Street,,0,27,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,E,9,6/6/2005,2005,158350,0,0,18,U,,0,UR,374300,0,,,11
1,0,E06000022,High Street,,0,25,South West,Wellow,,,Bath and North East Somerset,0,952475,0,1,E,3,6/6/2005,2005,158350,0,0,21,U,,0,UR,374300,0,,,12
1,0,E06000022,High Street,,0,24,South West,Wellow,,,Bath and North East Somerset,0,952475,0,1,E,2,6/6/2005,2005,158350,0,0,21,U,,0,UR,374300,0,,,13
0,0,E06000022,High Street,,0,18,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,E,2,6/6/2005,2005,158350,0,0,16,U,,0,UR,374300,0,,,14
0,0,E06000022,High Street,,0,42,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,E,4,6/6/2005,2005,158350,1,0,37,U,,0,UR,374300,0,,,15
0,0,E06000022,High Street,,0,41,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,E,13,6/6/2005,2005,158350,2,0,26,U,,0,UR,374300,0,,,16
0,0,E06000022,High Street,,0,41,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,E,8,6/6/2005,2005,158350,0,0,33,U,,0,UR,374300,0,,,17
0,0,E06000022,High Street,,0,24,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,E,2,6/6/2005,2005,158350,1,0,21,U,,0,UR,374300,0,,,18
0,0,E06000022,High Street,,0,16,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,W,5,6/6/2005,2005,158350,2,0,9,U,,0,UR,374300,0,,,7
2,0,E06000022,High Street,,0,30,South West,Wellow,,,Bath and North East Somerset,0,952475,0,2,W,4,6/6/2005,2005,158350,1,0,23,U,,0,UR,374300,0,,,8
1,0,E06000022,High Street,,0,35,South West,Wellow,,,Bath and North East Somerset,1,952475,0,2,W,6,6/6/2005,2005,158350,0,0,27,U,,0,UR,374300,0,,,9
0,0,E06000022,High Street,,0,23,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,W,7,6/6/2005,2005,158350,0,0,16,U,,0,UR,374300,1,,,10
0,0,E06000022,High Street,,0,26,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,W,7,6/6/2005,2005,158350,0,0,19,U,,0,UR,374300,0,,,11
0,0,E06000022,High Street,,0,25,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,W,7,6/6/2005,2005,158350,0,0,18,U,,0,UR,374300,2,,,12
0,0,E06000022,High Street,,0,28,South West,Wellow,,,Bath and North East Somerset,1,952475,0,2,W,7,6/6/2005,2005,158350,0,0,19,U,,1,UR,374300,0,,,13
0,0,E06000022,High Street,,0,32,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,W,5,6/6/2005,2005,158350,1,0,26,U,,0,UR,374300,0,,,14
0,0,E06000022,High Street,,0,37,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,W,2,6/6/2005,2005,158350,0,0,35,U,,0,UR,374300,0,,,15
0,0,E06000022,High Street,,0,60,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,W,16,6/6/2005,2005,158350,1,0,43,U,,0,UR,374300,0,,,16
0,0,E06000022,High Street,,0,79,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,W,13,6/6/2005,2005,158350,2,0,64,U,,0,UR,374300,0,,,17
0,0,E06000022,High Street,,0,47,South West,Wellow,,,Bath and North East Somerset,0,952475,0,0,W,2,6/6/2005,2005,158350,1,0,44,U,,0,UR,374300,0,,,18
