HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
4,12,E06000025,0,412,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,5,N,47,5/11/2007,2007,179850,8,1,340,U,0,UU,362170,17,HATCHET ROAD,7
12,22,E06000025,0,616,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,13,N,50,5/11/2007,2007,179850,7,0,524,U,1,UU,362170,15,HATCHET ROAD,8
18,20,E06000025,0,525,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,19,N,53,5/11/2007,2007,179850,4,0,429,U,1,UU,362170,4,HATCHET ROAD,9
6,14,E06000025,0,558,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,8,N,66,5/11/2007,2007,179850,3,0,467,U,2,UU,362170,0,HATCHET ROAD,10
4,15,E06000025,0,678,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,1,6,N,71,5/11/2007,2007,179850,3,0,583,U,1,UU,362170,4,HATCHET ROAD,11
12,15,E06000025,0,800,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,1,14,N,85,5/11/2007,2007,179850,7,0,679,U,1,UU,362170,4,HATCHET ROAD,12
11,17,E06000025,0,658,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,14,N,44,5/11/2007,2007,179850,3,0,580,U,3,UU,362170,6,HATCHET ROAD,13
8,17,E06000025,0,757,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,10,N,57,5/11/2007,2007,179850,6,0,667,U,2,UU,362170,6,HATCHET ROAD,14
10,14,E06000025,0,896,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,11,N,65,5/11/2007,2007,179850,8,0,798,U,1,UU,362170,23,HATCHET ROAD,15
5,17,E06000025,1,983,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,6,N,51,5/11/2007,2007,179850,16,0,893,U,0,UU,362170,29,HATCHET ROAD,16
1,23,E06000025,0,923,South West,"north of North Road, Stoke Gifford",South Gloucestershire,1,930455,0,2,N,60,5/11/2007,2007,179850,14,0,824,U,0,UU,362170,14,HATCHET ROAD,17
3,25,E06000025,0,674,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,3,N,23,5/11/2007,2007,179850,7,0,616,U,0,UU,362170,6,HATCHET ROAD,18
4,22,E06000025,0,937,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,6,S,75,5/11/2007,2007,179850,19,1,815,U,1,UU,362170,17,HATCHET ROAD,7
4,15,E06000025,0,903,South West,"north of North Road, Stoke Gifford",South Gloucestershire,1,930455,0,6,S,61,5/11/2007,2007,179850,15,0,806,U,1,UU,362170,31,HATCHET ROAD,8
4,23,E06000025,1,810,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,7,S,58,5/11/2007,2007,179850,7,0,715,U,2,UU,362170,11,HATCHET ROAD,9
5,17,E06000025,0,627,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,8,S,60,5/11/2007,2007,179850,2,0,540,U,3,UU,362170,4,HATCHET ROAD,10
12,13,E06000025,1,616,South West,"north of North Road, Stoke Gifford",South Gloucestershire,1,930455,0,16,S,51,5/11/2007,2007,179850,5,0,531,U,2,UU,362170,2,HATCHET ROAD,11
8,16,E06000025,0,673,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,1,10,S,66,5/11/2007,2007,179850,5,0,576,U,1,UU,362170,7,HATCHET ROAD,12
8,12,E06000025,0,694,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,11,S,41,5/11/2007,2007,179850,3,0,627,U,3,UU,362170,3,HATCHET ROAD,13
5,14,E06000025,0,601,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,6,S,47,5/11/2007,2007,179850,2,0,532,U,1,UU,362170,5,HATCHET ROAD,14
5,16,E06000025,0,621,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,6,S,62,5/11/2007,2007,179850,2,0,535,U,1,UU,362170,4,HATCHET ROAD,15
2,18,E06000025,0,554,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,2,S,50,5/11/2007,2007,179850,5,0,479,U,0,UU,362170,8,HATCHET ROAD,16
3,16,E06000025,0,608,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,1,4,S,26,5/11/2007,2007,179850,3,0,559,U,0,UU,362170,9,HATCHET ROAD,17
1,16,E06000025,0,614,South West,"north of North Road, Stoke Gifford",South Gloucestershire,0,930455,0,1,S,30,5/11/2007,2007,179850,2,0,565,U,0,UU,362170,10,HATCHET ROAD,18
