HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
34,5,E06000025,,366580,6,1629,South West,,Station Road Link,173540,South Gloucestershire,0,77051,7,69,N,280,9/14/2009,2009,174400,39,3,1236,A4174,366590,19,PR,366590,1,174740,A420,7
40,13,E06000025,,366580,16,1646,South West,,Station Road Link,173540,South Gloucestershire,0,77051,3,68,N,180,9/14/2009,2009,174400,40,6,1345,A4174,366590,3,PR,366590,2,174740,A420,8
44,9,E06000025,,366580,7,1194,South West,,Station Road Link,173540,South Gloucestershire,1,77051,8,81,N,158,9/14/2009,2009,174400,19,6,927,A4174,366590,15,PR,366590,0,174740,A420,9
47,6,E06000025,,366580,13,1084,South West,,Station Road Link,173540,South Gloucestershire,1,77051,10,92,N,154,9/14/2009,2009,174400,16,16,816,A4174,366590,5,PR,366590,0,174740,A420,10
54,1,E06000025,,366580,6,1013,South West,,Station Road Link,173540,South Gloucestershire,2,77051,9,100,N,138,9/14/2009,2009,174400,8,17,766,A4174,366590,12,PR,366590,0,174740,A420,11
29,4,E06000025,,366580,11,1056,South West,,Station Road Link,173540,South Gloucestershire,1,77051,6,62,N,145,9/14/2009,2009,174400,8,6,837,A4174,366590,9,PR,366590,0,174740,A420,12
32,3,E06000025,,366580,16,1137,South West,,Station Road Link,173540,South Gloucestershire,6,77051,6,78,N,163,9/14/2009,2009,174400,12,10,881,A4174,366590,8,PR,366590,0,174740,A420,13
34,6,E06000025,,366580,10,1100,South West,,Station Road Link,173540,South Gloucestershire,4,77051,3,74,N,194,9/14/2009,2009,174400,9,15,817,A4174,366590,8,PR,366590,0,174740,A420,14
33,9,E06000025,,366580,1,1252,South West,,Station Road Link,173540,South Gloucestershire,2,77051,8,58,N,196,9/14/2009,2009,174400,15,9,974,A4174,366590,5,PR,366590,0,174740,A420,15
24,16,E06000025,,366580,5,1363,South West,,Station Road Link,173540,South Gloucestershire,1,77051,3,47,N,227,9/14/2009,2009,174400,24,7,1049,A4174,366590,7,PR,366590,0,174740,A420,16
