HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
12,9,E06000025,367960,7,687,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,3,99083,1,28,E,125,3/16/2012,2012,182240,21,3,504,A432,369600,2,PR,369000,15,181410,"roundabout leading to Woodward Avenue, Yate",7
15,10,E06000025,367960,8,905,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,5,99083,5,43,E,119,3/16/2012,2012,182240,12,6,721,A432,369600,4,PR,369000,15,181410,"roundabout leading to Woodward Avenue, Yate",8
14,11,E06000025,367960,6,612,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,8,99083,2,37,E,115,3/16/2012,2012,182240,1,5,448,A432,369600,2,PR,369000,5,181410,"roundabout leading to Woodward Avenue, Yate",9
18,10,E06000025,367960,6,564,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,4,99083,7,40,E,96,3/16/2012,2012,182240,3,1,415,A432,369600,4,PR,369000,5,181410,"roundabout leading to Woodward Avenue, Yate",10
19,15,E06000025,367960,2,588,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,3,99083,5,36,E,111,3/16/2012,2012,182240,2,4,424,A432,369600,3,PR,369000,2,181410,"roundabout leading to Woodward Avenue, Yate",11
14,7,E06000025,367960,7,570,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,2,99083,3,32,E,98,3/16/2012,2012,182240,5,5,428,A432,369600,1,PR,369000,6,181410,"roundabout leading to Woodward Avenue, Yate",12
15,8,E06000025,367960,4,625,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,6,99083,4,40,E,95,3/16/2012,2012,182240,8,5,474,A432,369600,6,PR,369000,6,181410,"roundabout leading to Woodward Avenue, Yate",13
15,8,E06000025,367960,3,626,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,1,99083,2,36,E,105,3/16/2012,2012,182240,4,7,473,A432,369600,8,PR,369000,3,181410,"roundabout leading to Woodward Avenue, Yate",14
11,7,E06000025,367960,3,700,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,0,99083,1,19,E,113,3/16/2012,2012,182240,16,2,545,A432,369600,2,PR,369000,10,181410,"roundabout leading to Woodward Avenue, Yate",15
16,18,E06000025,367960,2,716,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,0,99083,5,29,E,121,3/16/2012,2012,182240,13,5,535,A432,369600,1,PR,369000,15,181410,"roundabout leading to Woodward Avenue, Yate",16
17,13,E06000025,367960,0,697,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,0,99083,2,22,E,84,3/16/2012,2012,182240,8,2,570,A432,369600,1,PR,369000,21,181410,"roundabout leading to Woodward Avenue, Yate",17
10,8,E06000025,367960,1,523,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,0,99083,0,16,E,45,3/16/2012,2012,182240,12,5,442,A432,369600,0,PR,369000,4,181410,"roundabout leading to Woodward Avenue, Yate",18
36,13,E06000025,367960,4,680,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,2,99083,6,55,W,127,3/16/2012,2012,182240,22,2,463,A432,369600,5,PR,369000,27,181410,"roundabout leading to Woodward Avenue, Yate",7
20,16,E06000025,367960,4,710,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,3,99083,3,38,W,119,3/16/2012,2012,182240,7,2,530,A432,369600,6,PR,369000,10,181410,"roundabout leading to Woodward Avenue, Yate",8
19,7,E06000025,367960,4,539,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,2,99083,3,39,W,95,3/16/2012,2012,182240,9,8,389,A432,369600,3,PR,369000,7,181410,"roundabout leading to Woodward Avenue, Yate",9
26,11,E06000025,367960,6,618,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,2,99083,3,48,W,124,3/16/2012,2012,182240,2,7,433,A432,369600,4,PR,369000,4,181410,"roundabout leading to Woodward Avenue, Yate",10
12,9,E06000025,367960,3,620,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,3,99083,5,29,W,141,3/16/2012,2012,182240,3,2,438,A432,369600,4,PR,369000,1,181410,"roundabout leading to Woodward Avenue, Yate",11
23,9,E06000025,367960,5,675,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,3,99083,3,38,W,115,3/16/2012,2012,182240,8,3,505,A432,369600,1,PR,369000,8,181410,"roundabout leading to Woodward Avenue, Yate",12
14,10,E06000025,367960,5,649,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,0,99083,5,31,W,120,3/16/2012,2012,182240,6,3,482,A432,369600,4,PR,369000,8,181410,"roundabout leading to Woodward Avenue, Yate",13
24,12,E06000025,367960,1,691,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,1,99083,8,45,W,98,3/16/2012,2012,182240,2,5,534,A432,369600,6,PR,369000,6,181410,"roundabout leading to Woodward Avenue, Yate",14
13,9,E06000025,367960,2,694,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,0,99083,1,29,W,125,3/16/2012,2012,182240,7,9,524,A432,369600,4,PR,369000,5,181410,"roundabout leading to Woodward Avenue, Yate",15
3,8,E06000025,367960,1,813,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,2,99083,0,11,W,131,3/16/2012,2012,182240,13,5,650,A432,369600,0,PR,369000,12,181410,"roundabout leading to Woodward Avenue, Yate",16
2,8,E06000025,367960,0,830,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,0,99083,1,6,W,91,3/16/2012,2012,182240,9,3,716,A432,369600,0,PR,369000,9,181410,"roundabout leading to Woodward Avenue, Yate",17
1,12,E06000025,367960,0,608,South West,"Church Rd, Coalpit Heath",182440,South Gloucestershire,0,99083,0,3,W,63,3/16/2012,2012,182240,11,1,519,A432,369600,1,PR,369000,10,181410,"roundabout leading to Woodward Avenue, Yate",18
