HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
1,14,E06000023,0,384,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,1,E,65,6/1/2015,2015,177022,2,0,302,B4054,0,BR,353795,1,SHIREHAMPTON ROAD,7
4,9,E06000023,0,422,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,4,E,62,6/1/2015,2015,177022,4,0,343,B4054,0,BR,353795,3,SHIREHAMPTON ROAD,8
1,8,E06000023,0,311,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,1,E,53,6/1/2015,2015,177022,0,0,249,B4054,0,BR,353795,4,SHIREHAMPTON ROAD,9
0,8,E06000023,0,279,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,1,E,39,6/1/2015,2015,177022,2,0,229,B4054,1,BR,353795,0,SHIREHAMPTON ROAD,10
4,8,E06000023,0,241,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,4,E,33,6/1/2015,2015,177022,1,0,195,B4054,0,BR,353795,4,SHIREHAMPTON ROAD,11
2,10,E06000023,0,313,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,4,E,50,6/1/2015,2015,177022,3,1,246,B4054,1,BR,353795,2,SHIREHAMPTON ROAD,12
4,9,E06000023,0,256,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,4,E,36,6/1/2015,2015,177022,1,0,206,B4054,0,BR,353795,1,SHIREHAMPTON ROAD,13
2,10,E06000023,0,288,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,2,E,49,6/1/2015,2015,177022,2,0,225,B4054,0,BR,353795,0,SHIREHAMPTON ROAD,14
2,7,E06000023,0,298,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,2,E,41,6/1/2015,2015,177022,2,0,246,B4054,0,BR,353795,1,SHIREHAMPTON ROAD,15
0,9,E06000023,0,371,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,0,E,55,6/1/2015,2015,177022,2,0,305,B4054,0,BR,353795,2,SHIREHAMPTON ROAD,16
1,6,E06000023,0,367,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,1,E,34,6/1/2015,2015,177022,3,0,323,B4054,0,BR,353795,4,SHIREHAMPTON ROAD,17
0,8,E06000023,0,296,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,0,E,21,6/1/2015,2015,177022,3,0,264,B4054,0,BR,353795,1,SHIREHAMPTON ROAD,18
0,6,E06000023,0,249,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,1,W,37,6/1/2015,2015,177022,3,1,202,B4054,0,BR,353795,5,SHIREHAMPTON ROAD,7
1,7,E06000023,0,404,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,1,W,40,6/1/2015,2015,177022,2,0,354,B4054,0,BR,353795,2,SHIREHAMPTON ROAD,8
2,12,E06000023,0,271,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,3,W,38,6/1/2015,2015,177022,2,0,216,B4054,1,BR,353795,4,SHIREHAMPTON ROAD,9
3,5,E06000023,0,231,South West,South of Penpole Lane,"Bristol, City of",1,946742,0,4,W,42,6/1/2015,2015,177022,1,0,179,B4054,0,BR,353795,1,SHIREHAMPTON ROAD,10
1,9,E06000023,0,214,South West,South of Penpole Lane,"Bristol, City of",0,946742,0,1,W,35,6/1/2015,2015,177022,0,0,169,B4054,0,BR,353795,2,SHIREHAMPTON ROAD,11
