HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
4,6,E06000023,0,700,South West,East of Whitchurch Lane,"Bristol, City of",1,946758,0,7,E,124,10/9/2008,2008,168478,6,1,557,C,1,CU,357975,1,HENGROVE WAY,7
39,3,E06000023,4,902,South West,East of Whitchurch Lane,"Bristol, City of",0,946758,0,45,E,84,10/9/2008,2008,168478,4,0,766,C,2,CU,357975,7,HENGROVE WAY,8
21,9,E06000023,2,661,South West,East of Whitchurch Lane,"Bristol, City of",1,946758,0,31,E,19,10/9/2008,2008,168478,5,0,597,C,7,CU,357975,3,HENGROVE WAY,9
17,7,E06000023,3,539,South West,East of Whitchurch Lane,"Bristol, City of",1,946758,0,22,E,55,10/9/2008,2008,168478,3,0,452,C,1,CU,357975,4,HENGROVE WAY,10
23,5,E06000023,2,558,South West,East of Whitchurch Lane,"Bristol, City of",0,946758,0,27,E,16,10/9/2008,2008,168478,6,0,504,C,2,CU,357975,1,HENGROVE WAY,11
6,4,E06000023,1,557,South West,East of Whitchurch Lane,"Bristol, City of",0,946758,0,9,E,55,10/9/2008,2008,168478,6,1,483,C,1,CU,357975,2,HENGROVE WAY,12
6,4,E06000023,6,572,South West,East of Whitchurch Lane,"Bristol, City of",1,946758,0,16,E,83,10/9/2008,2008,168478,8,0,461,C,3,CU,357975,1,HENGROVE WAY,13
11,5,E06000023,4,573,South West,East of Whitchurch Lane,"Bristol, City of",1,946758,0,21,E,92,10/9/2008,2008,168478,7,0,448,C,5,CU,357975,3,HENGROVE WAY,14
11,8,E06000023,1,606,South West,East of Whitchurch Lane,"Bristol, City of",0,946758,0,14,E,105,10/9/2008,2008,168478,8,2,471,C,0,CU,357975,1,HENGROVE WAY,15
4,12,E06000023,1,743,South West,East of Whitchurch Lane,"Bristol, City of",0,946758,0,5,E,153,10/9/2008,2008,168478,5,0,568,C,0,CU,357975,6,HENGROVE WAY,16
