HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
0,3,E06000023,0,171,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,1,2,N,33,5/13/2014,2014,168081,4,0,129,C,1,CU,359996,1,BAMFIELD,7
0,1,E06000023,0,193,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,1,N,14,5/13/2014,2014,168081,1,0,176,C,1,CU,359996,2,BAMFIELD,8
1,1,E06000023,0,152,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,1,N,11,5/13/2014,2014,168081,0,0,139,C,0,CU,359996,1,BAMFIELD,9
1,1,E06000023,0,144,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,1,2,N,10,5/13/2014,2014,168081,2,0,129,C,0,CU,359996,0,BAMFIELD,10
3,1,E06000023,0,142,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,3,N,10,5/13/2014,2014,168081,1,0,127,C,0,CU,359996,1,BAMFIELD,11
0,3,E06000023,0,151,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,1,N,12,5/13/2014,2014,168081,2,1,133,C,0,CU,359996,1,BAMFIELD,12
2,1,E06000023,0,122,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,2,N,6,5/13/2014,2014,168081,2,0,111,C,0,CU,359996,0,BAMFIELD,13
0,1,E06000023,0,137,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,0,N,16,5/13/2014,2014,168081,0,0,120,C,0,CU,359996,2,BAMFIELD,14
1,2,E06000023,0,197,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,1,N,10,5/13/2014,2014,168081,0,0,184,C,0,CU,359996,1,BAMFIELD,15
1,4,E06000023,0,224,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,1,N,35,5/13/2014,2014,168081,1,0,183,C,0,CU,359996,0,BAMFIELD,16
0,2,E06000023,0,271,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,0,N,24,5/13/2014,2014,168081,4,0,241,C,0,CU,359996,2,BAMFIELD,17
1,1,E06000023,0,211,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,1,N,20,5/13/2014,2014,168081,0,0,189,C,0,CU,359996,3,BAMFIELD,18
1,4,E06000023,0,82,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,2,S,15,5/13/2014,2014,168081,4,0,57,C,1,CU,359996,2,BAMFIELD,7
1,5,E06000023,0,165,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,1,3,S,7,5/13/2014,2014,168081,0,0,150,C,1,CU,359996,0,BAMFIELD,8
2,1,E06000023,0,137,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,2,S,11,5/13/2014,2014,168081,0,0,123,C,0,CU,359996,3,BAMFIELD,9
2,1,E06000023,0,122,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,2,S,8,5/13/2014,2014,168081,0,0,111,C,0,CU,359996,1,BAMFIELD,10
3,1,E06000023,0,127,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,4,S,14,5/13/2014,2014,168081,3,1,105,C,0,CU,359996,0,BAMFIELD,11
0,1,E06000023,0,114,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,0,S,9,5/13/2014,2014,168081,0,0,104,C,0,CU,359996,0,BAMFIELD,12
1,1,E06000023,0,145,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,2,S,13,5/13/2014,2014,168081,0,1,129,C,0,CU,359996,0,BAMFIELD,13
3,1,E06000023,0,144,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,3,S,15,5/13/2014,2014,168081,1,0,124,C,0,CU,359996,0,BAMFIELD,14
0,2,E06000023,0,213,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,0,S,22,5/13/2014,2014,168081,4,0,185,C,0,CU,359996,2,BAMFIELD,15
0,3,E06000023,0,184,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,0,S,26,5/13/2014,2014,168081,1,0,154,C,0,CU,359996,1,BAMFIELD,16
0,1,E06000023,0,199,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,0,S,21,5/13/2014,2014,168081,5,0,172,C,0,CU,359996,1,BAMFIELD,17
0,2,E06000023,0,168,South West,South of Brieryleaze Road,"Bristol, City of",0,946755,0,0,S,17,5/13/2014,2014,168081,5,0,144,C,0,CU,359996,1,BAMFIELD,18
