HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
21,0,E06000022,,376670,5,1031,South West,,A4,170910,Bath and North East Somerset,4,56503,9,44,N,102,5/8/2002,2002,170000,9,4,876,A46,374510,1,TR,375273,0,166670,LA Boundary,7
29,5,E06000022,,376670,3,761,South West,,A4,170910,Bath and North East Somerset,4,56503,9,61,N,80,5/8/2002,2002,170000,10,12,605,A46,374510,4,TR,375273,0,166670,LA Boundary,8
29,11,E06000022,,376670,3,663,South West,,A4,170910,Bath and North East Somerset,10,56503,15,77,N,70,5/8/2002,2002,170000,2,15,503,A46,374510,5,TR,375273,0,166670,LA Boundary,9
35,5,E06000022,,376670,1,498,South West,,A4,170910,Bath and North East Somerset,5,56503,8,71,N,72,5/8/2002,2002,170000,6,12,344,A46,374510,10,TR,375273,0,166670,LA Boundary,10
21,0,E06000022,,376670,3,465,South West,,A4,170910,Bath and North East Somerset,9,56503,6,53,N,66,5/8/2002,2002,170000,1,10,345,A46,374510,4,TR,375273,0,166670,LA Boundary,11
31,0,E06000022,,376670,6,483,South West,,A4,170910,Bath and North East Somerset,4,56503,12,63,N,61,5/8/2002,2002,170000,2,6,357,A46,374510,4,TR,375273,0,166670,LA Boundary,12
32,3,E06000022,,376670,2,487,South West,,A4,170910,Bath and North East Somerset,2,56503,6,55,N,65,5/8/2002,2002,170000,1,9,363,A46,374510,4,TR,375273,0,166670,LA Boundary,13
32,3,E06000022,,376670,4,523,South West,,A4,170910,Bath and North East Somerset,3,56503,6,64,N,73,5/8/2002,2002,170000,7,10,376,A46,374510,9,TR,375273,0,166670,LA Boundary,14
31,5,E06000022,,376670,3,553,South West,,A4,170910,Bath and North East Somerset,4,56503,6,58,N,97,5/8/2002,2002,170000,3,11,390,A46,374510,3,TR,375273,0,166670,LA Boundary,15
33,3,E06000022,,376670,7,738,South West,,A4,170910,Bath and North East Somerset,3,56503,10,64,N,109,5/8/2002,2002,170000,6,3,556,A46,374510,8,TR,375273,0,166670,LA Boundary,16
21,7,E06000022,,376670,3,744,South West,,A4,170910,Bath and North East Somerset,1,56503,5,41,N,86,5/8/2002,2002,170000,8,10,602,A46,374510,1,TR,375273,0,166670,LA Boundary,17
20,1,E06000022,,376670,0,609,South West,,A4,170910,Bath and North East Somerset,3,56503,14,45,N,45,5/8/2002,2002,170000,4,6,514,A46,374510,2,TR,375273,0,166670,LA Boundary,18
44,4,E06000022,,376670,9,666,South West,,A4,170910,Bath and North East Somerset,9,56503,15,100,S,149,5/8/2002,2002,170000,6,11,407,A46,374510,12,TR,375273,0,166670,LA Boundary,7
41,3,E06000022,,376670,1,752,South West,,A4,170910,Bath and North East Somerset,7,56503,12,71,S,115,5/8/2002,2002,170000,10,4,553,A46,374510,6,TR,375273,0,166670,LA Boundary,8
25,2,E06000022,,376670,3,573,South West,,A4,170910,Bath and North East Somerset,4,56503,7,53,S,97,5/8/2002,2002,170000,0,9,421,A46,374510,5,TR,375273,0,166670,LA Boundary,9
