HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
7,5,E06000022,364594,0,589,South West,B3115,162120,Bath and North East Somerset,0,16389,0,9,E,98,10/18/2002,2002,160000,10,0,467,A39,366380,2,PR,364800,1,159587,A368,7
7,2,E06000022,364594,0,584,South West,B3115,162120,Bath and North East Somerset,0,16389,3,13,E,61,10/18/2002,2002,160000,3,1,505,A39,366380,2,PR,364800,1,159587,A368,8
14,1,E06000022,364594,1,333,South West,B3115,162120,Bath and North East Somerset,0,16389,1,17,E,31,10/18/2002,2002,160000,1,1,283,A39,366380,0,PR,364800,0,159587,A368,9
5,1,E06000022,364594,0,284,South West,B3115,162120,Bath and North East Somerset,0,16389,1,8,E,33,10/18/2002,2002,160000,0,1,242,A39,366380,1,PR,364800,0,159587,A368,10
12,0,E06000022,364594,1,294,South West,B3115,162120,Bath and North East Somerset,0,16389,0,19,E,37,10/18/2002,2002,160000,0,4,238,A39,366380,2,PR,364800,0,159587,A368,11
9,3,E06000022,364594,2,264,South West,B3115,162120,Bath and North East Somerset,0,16389,1,13,E,40,10/18/2002,2002,160000,1,1,207,A39,366380,0,PR,364800,0,159587,A368,12
12,1,E06000022,364594,2,320,South West,B3115,162120,Bath and North East Somerset,0,16389,0,16,E,56,10/18/2002,2002,160000,1,0,246,A39,366380,2,PR,364800,0,159587,A368,13
9,4,E06000022,364594,2,316,South West,B3115,162120,Bath and North East Somerset,0,16389,1,12,E,41,10/18/2002,2002,160000,5,0,254,A39,366380,0,PR,364800,0,159587,A368,14
8,1,E06000022,364594,3,321,South West,B3115,162120,Bath and North East Somerset,0,16389,2,18,E,50,10/18/2002,2002,160000,2,2,250,A39,366380,3,PR,364800,1,159587,A368,15
10,4,E06000022,364594,0,354,South West,B3115,162120,Bath and North East Somerset,0,16389,0,12,E,49,10/18/2002,2002,160000,2,1,287,A39,366380,1,PR,364800,4,159587,A368,16
13,2,E06000022,364594,0,357,South West,B3115,162120,Bath and North East Somerset,0,16389,1,17,E,46,10/18/2002,2002,160000,3,1,289,A39,366380,2,PR,364800,2,159587,A368,17
3,1,E06000022,364594,0,307,South West,B3115,162120,Bath and North East Somerset,0,16389,2,8,E,27,10/18/2002,2002,160000,1,2,270,A39,366380,1,PR,364800,1,159587,A368,18
12,2,E06000022,364594,2,201,South West,B3115,162120,Bath and North East Somerset,1,16389,3,19,W,41,10/18/2002,2002,160000,1,0,138,A39,366380,1,PR,364800,0,159587,A368,7
14,2,E06000022,364594,1,303,South West,B3115,162120,Bath and North East Somerset,0,16389,2,20,W,47,10/18/2002,2002,160000,1,1,233,A39,366380,2,PR,364800,1,159587,A368,8
12,2,E06000022,364594,0,211,South West,B3115,162120,Bath and North East Somerset,2,16389,0,21,W,33,10/18/2002,2002,160000,0,3,155,A39,366380,4,PR,364800,0,159587,A368,9
6,2,E06000022,364594,0,221,South West,B3115,162120,Bath and North East Somerset,0,16389,1,7,W,30,10/18/2002,2002,160000,1,0,181,A39,366380,0,PR,364800,0,159587,A368,10
10,1,E06000022,364594,2,266,South West,B3115,162120,Bath and North East Somerset,0,16389,2,18,W,42,10/18/2002,2002,160000,0,3,205,A39,366380,1,PR,364800,0,159587,A368,11
10,1,E06000022,364594,3,305,South West,B3115,162120,Bath and North East Somerset,0,16389,1,16,W,47,10/18/2002,2002,160000,2,1,239,A39,366380,1,PR,364800,0,159587,A368,12
13,2,E06000022,364594,0,334,South West,B3115,162120,Bath and North East Somerset,0,16389,4,21,W,41,10/18/2002,2002,160000,1,2,269,A39,366380,2,PR,364800,0,159587,A368,13
15,2,E06000022,364594,3,421,South West,B3115,162120,Bath and North East Somerset,3,16389,1,24,W,60,10/18/2002,2002,160000,3,1,332,A39,366380,1,PR,364800,0,159587,A368,14
11,4,E06000022,364594,1,454,South West,B3115,162120,Bath and North East Somerset,0,16389,2,14,W,35,10/18/2002,2002,160000,3,0,398,A39,366380,0,PR,364800,0,159587,A368,15
4,9,E06000022,364594,1,544,South West,B3115,162120,Bath and North East Somerset,0,16389,0,8,W,51,10/18/2002,2002,160000,4,2,472,A39,366380,1,PR,364800,2,159587,A368,16
5,0,E06000022,364594,0,485,South West,B3115,162120,Bath and North East Somerset,0,16389,0,6,W,53,10/18/2002,2002,160000,3,1,423,A39,366380,0,PR,364800,0,159587,A368,17
2,2,E06000022,364594,0,338,South West,B3115,162120,Bath and North East Somerset,0,16389,0,4,W,22,10/18/2002,2002,160000,5,0,305,A39,366380,2,PR,364800,1,159587,A368,18
27,4,E06000025,367200,1,538,South West,Station Rd,181410,South Gloucestershire,2,78003,2,41,N,84,10/18/2002,2002,181000,7,6,402,A432,367960,3,PU,367630,1,180490,Church Rd,7
23,8,E06000025,367200,1,659,South West,Station Rd,181410,South Gloucestershire,1,78003,3,39,N,98,10/18/2002,2002,181000,11,6,503,A432,367960,5,PU,367630,2,180490,Church Rd,8
25,11,E06000025,367200,3,510,South West,Station Rd,181410,South Gloucestershire,1,78003,2,51,N,93,10/18/2002,2002,181000,1,14,354,A432,367960,6,PU,367630,0,180490,Church Rd,9
33,8,E06000025,367200,3,466,South West,Station Rd,181410,South Gloucestershire,2,78003,5,57,N,89,10/18/2002,2002,181000,2,5,310,A432,367960,9,PU,367630,0,180490,Church Rd,10
