HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
13,6,E06000022,368884,3,639,South West,A362,160780,Bath and North East Somerset,0,47031,1,22,N,85,6/30/2000,2000,156940,11,0,515,A367,371980,5,PR,370000,1,154946,B3115,7
15,7,E06000022,368884,0,570,South West,A362,160780,Bath and North East Somerset,0,47031,1,22,N,61,6/30/2000,2000,156940,4,1,476,A367,371980,5,PR,370000,0,154946,B3115,8
5,10,E06000022,368884,2,480,South West,A362,160780,Bath and North East Somerset,0,47031,0,11,N,78,6/30/2000,2000,156940,3,0,378,A367,371980,4,PR,370000,0,154946,B3115,9
18,2,E06000022,368884,1,389,South West,A362,160780,Bath and North East Somerset,0,47031,2,24,N,43,6/30/2000,2000,156940,0,3,320,A367,371980,0,PR,370000,0,154946,B3115,10
13,2,E06000022,368884,0,418,South West,A362,160780,Bath and North East Somerset,0,47031,0,21,N,57,6/30/2000,2000,156940,5,4,333,A367,371980,4,PR,370000,1,154946,B3115,11
20,2,E06000022,368884,1,388,South West,A362,160780,Bath and North East Somerset,1,47031,1,26,N,50,6/30/2000,2000,156940,1,0,309,A367,371980,3,PR,370000,0,154946,B3115,12
16,3,E06000022,368884,3,394,South West,A362,160780,Bath and North East Somerset,0,47031,2,23,N,50,6/30/2000,2000,156940,4,0,314,A367,371980,2,PR,370000,1,154946,B3115,13
10,5,E06000022,368884,1,363,South West,A362,160780,Bath and North East Somerset,1,47031,1,17,N,53,6/30/2000,2000,156940,2,1,286,A367,371980,3,PR,370000,0,154946,B3115,14
8,3,E06000022,368884,1,423,South West,A362,160780,Bath and North East Somerset,1,47031,2,15,N,50,6/30/2000,2000,156940,2,1,353,A367,371980,2,PR,370000,0,154946,B3115,15
3,3,E06000022,368884,0,463,South West,A362,160780,Bath and North East Somerset,1,47031,1,5,N,66,6/30/2000,2000,156940,8,0,381,A367,371980,0,PR,370000,1,154946,B3115,16
7,4,E06000022,368884,0,465,South West,A362,160780,Bath and North East Somerset,3,47031,1,13,N,38,6/30/2000,2000,156940,6,1,404,A367,371980,1,PR,370000,0,154946,B3115,17
3,3,E06000022,368884,1,387,South West,A362,160780,Bath and North East Somerset,1,47031,0,6,N,25,6/30/2000,2000,156940,9,1,344,A367,371980,0,PR,370000,0,154946,B3115,18
5,5,E06000022,368884,3,316,South West,A362,160780,Bath and North East Somerset,0,47031,2,12,S,47,6/30/2000,2000,156940,6,2,246,A367,371980,0,PR,370000,0,154946,B3115,7
