HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
45,8,E06000023,,352180,3,1050,South West,,A4162,176620,"Bristol, City of",8,56122,16,102,E,143,3/24/2004,2004,176826,19,20,778,A4,354570,10,PU,354064,10,177900,A403,7
44,9,E06000023,,352180,1,1281,South West,,A4162,176620,"Bristol, City of",7,56122,6,81,E,127,3/24/2004,2004,176826,5,8,1059,A4,354570,15,PU,354064,10,177900,A403,8
33,13,E06000023,,352180,7,919,South West,,A4162,176620,"Bristol, City of",3,56122,9,78,E,142,3/24/2004,2004,176826,5,17,681,A4,354570,9,PU,354064,2,177900,A403,9
39,12,E06000023,,352180,5,696,South West,,A4162,176620,"Bristol, City of",7,56122,5,80,E,138,3/24/2004,2004,176826,3,14,463,A4,354570,10,PU,354064,0,177900,A403,10
49,9,E06000023,,352180,6,808,South West,,A4162,176620,"Bristol, City of",7,56122,6,83,E,124,3/24/2004,2004,176826,5,10,587,A4,354570,5,PU,354064,1,177900,A403,11
33,17,E06000023,,352180,8,762,South West,,A4162,176620,"Bristol, City of",7,56122,10,76,E,141,3/24/2004,2004,176826,7,12,521,A4,354570,6,PU,354064,2,177900,A403,12
45,8,E06000023,,352180,8,701,South West,,A4162,176620,"Bristol, City of",2,56122,13,92,E,111,3/24/2004,2004,176826,6,16,484,A4,354570,8,PU,354064,6,177900,A403,13
36,7,E06000023,,352180,0,738,South West,,A4162,176620,"Bristol, City of",2,56122,6,63,E,121,3/24/2004,2004,176826,7,13,540,A4,354570,6,PU,354064,3,177900,A403,14
24,12,E06000023,,352180,6,748,South West,,A4162,176620,"Bristol, City of",1,56122,12,60,E,108,3/24/2004,2004,176826,9,3,559,A4,354570,14,PU,354064,5,177900,A403,15
28,12,E06000023,,352180,3,844,South West,,A4162,176620,"Bristol, City of",4,56122,2,49,E,123,3/24/2004,2004,176826,18,9,642,A4,354570,3,PU,354064,6,177900,A403,16
11,8,E06000023,,352180,4,963,South West,,A4162,176620,"Bristol, City of",0,56122,0,24,E,97,3/24/2004,2004,176826,18,9,816,A4,354570,0,PU,354064,7,177900,A403,17
2,10,E06000023,,352180,0,830,South West,,A4162,176620,"Bristol, City of",0,56122,4,9,E,64,3/24/2004,2004,176826,11,3,736,A4,354570,0,PU,354064,2,177900,A403,18
37,8,E06000023,,352180,11,969,South West,,A4162,176620,"Bristol, City of",1,56122,3,77,W,181,3/24/2004,2004,176826,15,15,688,A4,354570,10,PU,354064,7,177900,A403,7
