HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
15,8,E06000025,366240,3,749,South West,A4175 Station Road Link,175894,South Gloucestershire,1,37769,3,27,N,100,5/25/2000,2000,175000,12,1,602,A4175,365366,4,PU,366000,16,174720,B4465 Broad St,7
19,13,E06000025,366240,3,920,South West,A4175 Station Road Link,175894,South Gloucestershire,3,37769,3,35,N,122,5/25/2000,2000,175000,10,5,740,A4175,365366,2,PU,366000,14,174720,B4465 Broad St,8
19,11,E06000025,366240,1,597,South West,A4175 Station Road Link,175894,South Gloucestershire,2,37769,6,36,N,74,5/25/2000,2000,175000,4,6,472,A4175,365366,2,PU,366000,1,174720,B4465 Broad St,9
19,7,E06000025,366240,1,457,South West,A4175 Station Road Link,175894,South Gloucestershire,0,37769,4,33,N,58,5/25/2000,2000,175000,4,6,355,A4175,365366,3,PU,366000,1,174720,B4465 Broad St,10
20,7,E06000025,366240,2,489,South West,A4175 Station Road Link,175894,South Gloucestershire,1,37769,3,37,N,77,5/25/2000,2000,175000,3,9,365,A4175,365366,2,PU,366000,1,174720,B4465 Broad St,11
17,9,E06000025,366240,1,509,South West,A4175 Station Road Link,175894,South Gloucestershire,2,37769,3,30,N,68,5/25/2000,2000,175000,2,6,400,A4175,365366,1,PU,366000,3,174720,B4465 Broad St,12
23,7,E06000025,366240,0,533,South West,A4175 Station Road Link,175894,South Gloucestershire,1,37769,1,29,N,68,5/25/2000,2000,175000,5,2,424,A4175,365366,2,PU,366000,2,174720,B4465 Broad St,13
20,12,E06000025,366240,1,534,South West,A4175 Station Road Link,175894,South Gloucestershire,3,37769,5,37,N,74,5/25/2000,2000,175000,8,6,403,A4175,365366,2,PU,366000,4,174720,B4465 Broad St,14
19,13,E06000025,366240,0,563,South West,A4175 Station Road Link,175894,South Gloucestershire,1,37769,4,32,N,80,5/25/2000,2000,175000,1,6,437,A4175,365366,2,PU,366000,3,174720,B4465 Broad St,15
19,12,E06000025,366240,1,634,South West,A4175 Station Road Link,175894,South Gloucestershire,0,37769,3,30,N,99,5/25/2000,2000,175000,10,6,483,A4175,365366,1,PU,366000,8,174720,B4465 Broad St,16
9,6,E06000025,366240,0,663,South West,A4175 Station Road Link,175894,South Gloucestershire,0,37769,2,13,N,68,5/25/2000,2000,175000,12,2,564,A4175,365366,0,PU,366000,10,174720,B4465 Broad St,17
5,6,E06000025,366240,0,658,South West,A4175 Station Road Link,175894,South Gloucestershire,4,37769,2,15,N,60,5/25/2000,2000,175000,7,4,570,A4175,365366,0,PU,366000,4,174720,B4465 Broad St,18
11,9,E06000025,366240,0,350,South West,A4175 Station Road Link,175894,South Gloucestershire,0,37769,0,11,S,67,5/25/2000,2000,175000,4,0,259,A4175,365366,0,PU,366000,6,174720,B4465 Broad St,7
8,9,E06000025,366240,1,375,South West,A4175 Station Road Link,175894,South Gloucestershire,0,37769,0,10,S,49,5/25/2000,2000,175000,2,1,305,A4175,365366,0,PU,366000,7,174720,B4465 Broad St,8
11,12,E06000025,366240,1,308,South West,A4175 Station Road Link,175894,South Gloucestershire,1,37769,0,15,S,49,5/25/2000,2000,175000,2,2,230,A4175,365366,0,PU,366000,2,174720,B4465 Broad St,9
8,6,E06000025,366240,2,280,South West,A4175 Station Road Link,175894,South Gloucestershire,0,37769,0,12,S,39,5/25/2000,2000,175000,2,2,221,A4175,365366,0,PU,366000,2,174720,B4465 Broad St,10
12,6,E06000025,366240,1,319,South West,A4175 Station Road Link,175894,South Gloucestershire,0,37769,0,16,S,41,5/25/2000,2000,175000,2,2,254,A4175,365366,1,PU,366000,0,174720,B4465 Broad St,11
2,4,E06000025,366240,0,334,South West,A4175 Station Road Link,175894,South Gloucestershire,0,37769,1,6,S,56,5/25/2000,2000,175000,1,3,267,A4175,365366,0,PU,366000,4,174720,B4465 Broad St,12
6,9,E06000025,366240,0,352,South West,A4175 Station Road Link,175894,South Gloucestershire,0,37769,0,9,S,43,5/25/2000,2000,175000,8,2,283,A4175,365366,1,PU,366000,1,174720,B4465 Broad St,13
12,12,E06000025,366240,1,380,South West,A4175 Station Road Link,175894,South Gloucestershire,3,37769,0,17,S,46,5/25/2000,2000,175000,3,0,302,A4175,365366,1,PU,366000,5,174720,B4465 Broad St,14
10,8,E06000025,366240,0,430,South West,A4175 Station Road Link,175894,South Gloucestershire,1,37769,0,12,S,56,5/25/2000,2000,175000,4,0,350,A4175,365366,1,PU,366000,5,174720,B4465 Broad St,15
14,7,E06000025,366240,0,560,South West,A4175 Station Road Link,175894,South Gloucestershire,0,37769,0,18,S,65,5/25/2000,2000,175000,5,0,465,A4175,365366,4,PU,366000,15,174720,B4465 Broad St,16
6,4,E06000025,366240,0,646,South West,A4175 Station Road Link,175894,South Gloucestershire,0,37769,0,7,S,63,5/25/2000,2000,175000,15,1,557,A4175,365366,0,PU,366000,29,174720,B4465 Broad St,17
6,2,E06000025,366240,0,473,South West,A4175 Station Road Link,175894,South Gloucestershire,0,37769,0,6,S,33,5/25/2000,2000,175000,13,0,419,A4175,365366,0,PU,366000,9,174720,B4465 Broad St,18
