HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
4,14,E06000023,0,325,South West,West of Whitehall Avenue,"Bristol, City of",2,990068,1,8,E,63,6/23/2003,2003,174140,5,0,235,B4465,1,BU,362200,6,Whitehall Road,7
10,16,E06000023,1,511,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,14,E,87,6/23/2003,2003,174140,2,2,392,B4465,1,BU,362200,4,Whitehall Road,8
9,13,E06000023,0,419,South West,West of Whitehall Avenue,"Bristol, City of",1,990068,0,10,E,85,6/23/2003,2003,174140,6,0,305,B4465,0,BU,362200,1,Whitehall Road,9
8,19,E06000023,2,454,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,13,E,80,6/23/2003,2003,174140,5,0,337,B4465,3,BU,362200,0,Whitehall Road,10
10,14,E06000023,0,494,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,10,E,82,6/23/2003,2003,174140,3,0,385,B4465,0,BU,362200,3,Whitehall Road,11
13,11,E06000023,0,590,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,13,E,97,6/23/2003,2003,174140,8,0,461,B4465,0,BU,362200,1,Whitehall Road,12
4,10,E06000023,1,569,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,7,E,98,6/23/2003,2003,174140,9,0,445,B4465,2,BU,362200,4,Whitehall Road,13
9,15,E06000023,0,1045,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,9,E,102,6/23/2003,2003,174140,6,0,913,B4465,0,BU,362200,2,Whitehall Road,14
5,14,E06000023,1,918,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,6,E,91,6/23/2003,2003,174140,9,0,798,B4465,0,BU,362200,1,Whitehall Road,15
5,20,E06000023,1,1365,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,2,9,E,153,6/23/2003,2003,174140,21,0,1162,B4465,1,BU,362200,8,Whitehall Road,16
2,11,E06000023,0,1395,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,2,E,104,6/23/2003,2003,174140,19,0,1259,B4465,0,BU,362200,7,Whitehall Road,17
0,11,E06000023,0,956,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,0,E,54,6/23/2003,2003,174140,17,0,874,B4465,0,BU,362200,4,Whitehall Road,18
3,13,E06000023,0,1027,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,4,W,151,6/23/2003,2003,174140,27,0,832,B4465,1,BU,362200,14,Whitehall Road,7
7,20,E06000023,1,997,South West,West of Whitehall Avenue,"Bristol, City of",1,990068,1,11,W,143,6/23/2003,2003,174140,18,0,805,B4465,1,BU,362200,5,Whitehall Road,8
11,16,E06000023,2,655,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,1,16,W,80,6/23/2003,2003,174140,12,2,531,B4465,0,BU,362200,2,Whitehall Road,9
6,12,E06000023,1,324,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,1,10,W,60,6/23/2003,2003,174140,5,0,237,B4465,2,BU,362200,0,Whitehall Road,10
16,12,E06000023,0,420,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,19,W,78,6/23/2003,2003,174140,1,0,310,B4465,3,BU,362200,1,Whitehall Road,11
11,12,E06000023,1,435,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,13,W,75,6/23/2003,2003,174140,2,0,333,B4465,1,BU,362200,2,Whitehall Road,12
6,12,E06000023,1,476,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,8,W,75,6/23/2003,2003,174140,9,0,372,B4465,1,BU,362200,4,Whitehall Road,13
9,13,E06000023,0,387,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,12,W,63,6/23/2003,2003,174140,4,0,295,B4465,3,BU,362200,0,Whitehall Road,14
6,16,E06000023,1,482,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,9,W,71,6/23/2003,2003,174140,5,0,381,B4465,2,BU,362200,0,Whitehall Road,15
10,10,E06000023,1,438,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,11,W,71,6/23/2003,2003,174140,8,0,338,B4465,0,BU,362200,6,Whitehall Road,16
4,6,E06000023,0,445,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,4,W,56,6/23/2003,2003,174140,6,0,373,B4465,0,BU,362200,7,Whitehall Road,17
3,8,E06000023,0,360,South West,West of Whitehall Avenue,"Bristol, City of",0,990068,0,3,W,30,6/23/2003,2003,174140,10,0,309,B4465,0,BU,362200,2,Whitehall Road,18
