HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
34,11,E06000025,,366580,8,1895,South West,,Station Road Link,173540,South Gloucestershire,3,77051,4,80,N,339,10/3/2014,2014,174400,48,9,1417,A4174,366590,22,PR,366590,0,174740,A420,7
41,3,E06000025,,366580,12,1740,South West,,Station Road Link,173540,South Gloucestershire,3,77051,8,86,N,227,10/3/2014,2014,174400,38,11,1386,A4174,366590,11,PR,366590,1,174740,A420,8
45,12,E06000025,,366580,13,1336,South West,,Station Road Link,173540,South Gloucestershire,3,77051,9,100,N,213,10/3/2014,2014,174400,16,18,995,A4174,366590,12,PR,366590,0,174740,A420,9
41,4,E06000025,,366580,17,1255,South West,,Station Road Link,173540,South Gloucestershire,5,77051,9,94,N,192,10/3/2014,2014,174400,16,13,949,A4174,366590,9,PR,366590,0,174740,A420,10
36,0,E06000025,,366580,15,1287,South West,,Station Road Link,173540,South Gloucestershire,3,77051,1,80,N,203,10/3/2014,2014,174400,14,19,990,A4174,366590,6,PR,366590,1,174740,A420,11
21,2,E06000025,,366580,5,1336,South West,,Station Road Link,173540,South Gloucestershire,5,77051,5,53,N,198,10/3/2014,2014,174400,11,8,1072,A4174,366590,9,PR,366590,1,174740,A420,12
43,4,E06000025,,366580,18,1418,South West,,Station Road Link,173540,South Gloucestershire,5,77051,6,92,N,200,10/3/2014,2014,174400,14,13,1108,A4174,366590,7,PR,366590,0,174740,A420,13
28,3,E06000025,,366580,15,1388,South West,,Station Road Link,173540,South Gloucestershire,3,77051,7,65,N,219,10/3/2014,2014,174400,13,6,1088,A4174,366590,6,PR,366590,0,174740,A420,14
24,9,E06000025,,366580,10,1512,South West,,Station Road Link,173540,South Gloucestershire,1,77051,7,56,N,270,10/3/2014,2014,174400,18,8,1159,A4174,366590,6,PR,366590,1,174740,A420,15
29,16,E06000025,,366580,2,1688,South West,,Station Road Link,173540,South Gloucestershire,2,77051,3,46,N,251,10/3/2014,2014,174400,23,6,1352,A4174,366590,4,PR,366590,0,174740,A420,16
25,3,E06000025,,366580,1,1578,South West,,Station Road Link,173540,South Gloucestershire,1,77051,5,40,N,183,10/3/2014,2014,174400,20,3,1332,A4174,366590,5,PR,366590,0,174740,A420,17
13,1,E06000025,,366580,0,1539,South West,,Station Road Link,173540,South Gloucestershire,2,77051,1,23,N,165,10/3/2014,2014,174400,12,6,1338,A4174,366590,1,PR,366590,0,174740,A420,18
34,7,E06000025,,366580,9,1486,South West,,Station Road Link,173540,South Gloucestershire,5,77051,16,82,S,316,10/3/2014,2014,174400,23,8,1058,A4174,366590,10,PR,366590,0,174740,A420,7
45,6,E06000025,,366580,16,1513,South West,,Station Road Link,173540,South Gloucestershire,3,77051,12,92,S,291,10/3/2014,2014,174400,16,8,1108,A4174,366590,8,PR,366590,0,174740,A420,8
36,8,E06000025,,366580,14,1307,South West,,Station Road Link,173540,South Gloucestershire,4,77051,14,76,S,205,10/3/2014,2014,174400,23,3,995,A4174,366590,5,PR,366590,0,174740,A420,9
33,1,E06000025,,366580,16,1237,South West,,Station Road Link,173540,South Gloucestershire,4,77051,12,79,S,195,10/3/2014,2014,174400,15,11,947,A4174,366590,3,PR,366590,0,174740,A420,10
29,3,E06000025,,366580,13,1279,South West,,Station Road Link,173540,South Gloucestershire,4,77051,5,62,S,207,10/3/2014,2014,174400,14,7,993,A4174,366590,4,PR,366590,1,174740,A420,11
33,2,E06000025,,366580,17,1469,South West,,Station Road Link,173540,South Gloucestershire,2,77051,8,73,S,234,10/3/2014,2014,174400,21,6,1139,A4174,366590,7,PR,366590,0,174740,A420,12
27,4,E06000025,,366580,19,1527,South West,,Station Road Link,173540,South Gloucestershire,3,77051,6,79,S,206,10/3/2014,2014,174400,25,12,1213,A4174,366590,12,PR,366590,0,174740,A420,13
57,3,E06000025,,366580,19,1687,South West,,Station Road Link,173540,South Gloucestershire,1,77051,6,110,S,226,10/3/2014,2014,174400,20,12,1328,A4174,366590,15,PR,366590,1,174740,A420,14
28,8,E06000025,,366580,12,1991,South West,,Station Road Link,173540,South Gloucestershire,0,77051,5,71,S,355,10/3/2014,2014,174400,36,10,1521,A4174,366590,16,PR,366590,1,174740,A420,15
24,4,E06000025,,366580,2,2156,South West,,Station Road Link,173540,South Gloucestershire,2,77051,6,44,S,289,10/3/2014,2014,174400,29,8,1790,A4174,366590,2,PR,366590,0,174740,A420,16
18,3,E06000025,,366580,2,2053,South West,,Station Road Link,173540,South Gloucestershire,0,77051,2,30,S,223,10/3/2014,2014,174400,41,5,1756,A4174,366590,3,PR,366590,0,174740,A420,17
7,3,E06000025,,366580,1,1595,South West,,Station Road Link,173540,South Gloucestershire,0,77051,6,23,S,142,10/3/2014,2014,174400,27,6,1400,A4174,366590,3,PR,366590,0,174740,A420,18
0,0,E06000024,WEDMOOR ROAD,,0,4,South West,Nailsea,,,North Somerset,0,947275,0,0,N,0,10/3/2014,2014,169948,0,0,4,U,,0,UU,347454,0,,,7
0,0,E06000024,WEDMOOR ROAD,,0,22,South West,Nailsea,,,North Somerset,0,947275,0,0,N,1,10/3/2014,2014,169948,0,0,21,U,,0,UU,347454,0,,,8
0,0,E06000024,WEDMOOR ROAD,,0,11,South West,Nailsea,,,North Somerset,0,947275,0,0,N,0,10/3/2014,2014,169948,0,0,11,U,,0,UU,347454,0,,,9
0,0,E06000024,WEDMOOR ROAD,,0,26,South West,Nailsea,,,North Somerset,0,947275,0,0,N,2,10/3/2014,2014,169948,0,0,24,U,,0,UU,347454,1,,,10
0,0,E06000024,WEDMOOR ROAD,,0,13,South West,Nailsea,,,North Somerset,0,947275,0,0,N,0,10/3/2014,2014,169948,1,0,12,U,,0,UU,347454,0,,,11
0,0,E06000024,WEDMOOR ROAD,,0,24,South West,Nailsea,,,North Somerset,0,947275,0,0,N,3,10/3/2014,2014,169948,0,0,21,U,,0,UU,347454,0,,,12
0,0,E06000024,WEDMOOR ROAD,,0,20,South West,Nailsea,,,North Somerset,0,947275,0,0,N,3,10/3/2014,2014,169948,0,0,17,U,,0,UU,347454,0,,,13
0,0,E06000024,WEDMOOR ROAD,,0,19,South West,Nailsea,,,North Somerset,0,947275,0,0,N,1,10/3/2014,2014,169948,0,0,18,U,,0,UU,347454,0,,,14
0,0,E06000024,WEDMOOR ROAD,,0,35,South West,Nailsea,,,North Somerset,0,947275,0,0,N,1,10/3/2014,2014,169948,0,0,34,U,,0,UU,347454,1,,,15
0,0,E06000024,WEDMOOR ROAD,,0,25,South West,Nailsea,,,North Somerset,0,947275,0,0,N,1,10/3/2014,2014,169948,0,0,24,U,,0,UU,347454,0,,,16
0,0,E06000024,WEDMOOR ROAD,,0,36,South West,Nailsea,,,North Somerset,0,947275,0,0,N,5,10/3/2014,2014,169948,0,0,31,U,,0,UU,347454,0,,,17
0,0,E06000024,WEDMOOR ROAD,,0,21,South West,Nailsea,,,North Somerset,0,947275,0,0,N,1,10/3/2014,2014,169948,1,0,19,U,,0,UU,347454,0,,,18
0,0,E06000024,WEDMOOR ROAD,,0,11,South West,Nailsea,,,North Somerset,0,947275,0,0,S,0,10/3/2014,2014,169948,0,0,11,U,,0,UU,347454,0,,,7
0,0,E06000024,WEDMOOR ROAD,,0,39,South West,Nailsea,,,North Somerset,0,947275,0,0,S,3,10/3/2014,2014,169948,0,0,36,U,,0,UU,347454,1,,,8
0,0,E06000024,WEDMOOR ROAD,,0,23,South West,Nailsea,,,North Somerset,0,947275,0,0,S,0,10/3/2014,2014,169948,0,0,23,U,,0,UU,347454,0,,,9
0,0,E06000024,WEDMOOR ROAD,,0,16,South West,Nailsea,,,North Somerset,0,947275,0,0,S,1,10/3/2014,2014,169948,0,0,15,U,,0,UU,347454,0,,,10
