HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
5,0,E06000023,356790,0,319,South West,A3029 Brunel Way,172220,"Bristol, City of",0,48663,0,6,E,65,6/3/2015,2015,172233,5,0,243,A3029,357080,1,PU,357000,41,172270,A3029 Merchants Road,7
2,0,E06000023,356790,1,339,South West,A3029 Brunel Way,172220,"Bristol, City of",0,48663,1,4,E,51,6/3/2015,2015,172233,6,0,278,A3029,357080,0,PU,357000,45,172270,A3029 Merchants Road,8
6,3,E06000023,356790,1,298,South West,A3029 Brunel Way,172220,"Bristol, City of",1,48663,1,10,E,46,6/3/2015,2015,172233,1,0,238,A3029,357080,1,PU,357000,16,172270,A3029 Merchants Road,9
9,0,E06000023,356790,1,188,South West,A3029 Brunel Way,172220,"Bristol, City of",0,48663,0,12,E,35,6/3/2015,2015,172233,1,0,140,A3029,357080,2,PU,357000,9,172270,A3029 Merchants Road,10
4,1,E06000023,356790,1,237,South West,A3029 Brunel Way,172220,"Bristol, City of",0,48663,0,7,E,50,6/3/2015,2015,172233,3,1,176,A3029,357080,1,PU,357000,4,172270,A3029 Merchants Road,11
3,1,E06000023,356790,1,241,South West,A3029 Brunel Way,172220,"Bristol, City of",0,48663,0,6,E,35,6/3/2015,2015,172233,2,0,197,A3029,357080,2,PU,357000,6,172270,A3029 Merchants Road,12
5,3,E06000023,356790,2,285,South West,A3029 Brunel Way,172220,"Bristol, City of",1,48663,0,17,E,39,6/3/2015,2015,172233,7,1,219,A3029,357080,8,PU,357000,16,172270,A3029 Merchants Road,13
3,7,E06000023,356790,0,226,South West,A3029 Brunel Way,172220,"Bristol, City of",0,48663,1,9,E,40,6/3/2015,2015,172233,1,0,169,A3029,357080,5,PU,357000,6,172270,A3029 Merchants Road,14
3,2,E06000023,356790,2,300,South West,A3029 Brunel Way,172220,"Bristol, City of",0,48663,0,6,E,45,6/3/2015,2015,172233,1,0,246,A3029,357080,1,PU,357000,9,172270,A3029 Merchants Road,15
3,0,E06000023,356790,0,364,South West,A3029 Brunel Way,172220,"Bristol, City of",0,48663,1,7,E,46,6/3/2015,2015,172233,5,0,306,A3029,357080,3,PU,357000,16,172270,A3029 Merchants Road,16
1,0,E06000023,356790,1,554,South West,A3029 Brunel Way,172220,"Bristol, City of",0,48663,0,2,E,28,6/3/2015,2015,172233,1,0,523,A3029,357080,0,PU,357000,24,172270,A3029 Merchants Road,17
1,2,E06000023,356790,0,451,South West,A3029 Brunel Way,172220,"Bristol, City of",0,48663,0,1,E,14,6/3/2015,2015,172233,12,0,422,A3029,357080,0,PU,357000,27,172270,A3029 Merchants Road,18
