HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
0,0,E06000023,0,38,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,0,N,8,9/19/2008,2008,177858,0,0,30,U,0,UU,352373,3,ATLANTIC ROAD,7
1,0,E06000023,1,44,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,3,N,6,9/19/2008,2008,177858,0,0,35,U,1,UU,352373,1,ATLANTIC ROAD,8
0,1,E06000023,0,63,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,0,N,8,9/19/2008,2008,177858,4,0,50,U,0,UU,352373,1,ATLANTIC ROAD,9
0,0,E06000023,0,37,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,0,N,5,9/19/2008,2008,177858,0,0,32,U,0,UU,352373,1,ATLANTIC ROAD,10
1,0,E06000023,0,44,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,1,N,3,9/19/2008,2008,177858,0,0,40,U,0,UU,352373,1,ATLANTIC ROAD,11
1,0,E06000023,0,41,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,1,N,2,9/19/2008,2008,177858,0,0,38,U,0,UU,352373,2,ATLANTIC ROAD,12
0,0,E06000023,0,18,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,0,N,0,9/19/2008,2008,177858,0,0,18,U,0,UU,352373,3,ATLANTIC ROAD,13
1,0,E06000023,0,23,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,1,N,3,9/19/2008,2008,177858,0,0,19,U,0,UU,352373,3,ATLANTIC ROAD,14
0,0,E06000023,0,34,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,0,N,4,9/19/2008,2008,177858,0,0,30,U,0,UU,352373,0,ATLANTIC ROAD,15
0,0,E06000023,0,36,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,1,N,3,9/19/2008,2008,177858,0,1,32,U,0,UU,352373,2,ATLANTIC ROAD,16
1,1,E06000023,0,35,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,1,N,8,9/19/2008,2008,177858,0,0,25,U,0,UU,352373,0,ATLANTIC ROAD,17
0,0,E06000023,0,41,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,0,N,4,9/19/2008,2008,177858,0,0,37,U,0,UU,352373,3,ATLANTIC ROAD,18
0,0,E06000023,0,37,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,0,S,5,9/19/2008,2008,177858,0,0,32,U,0,UU,352373,1,ATLANTIC ROAD,7
1,0,E06000023,0,44,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,1,S,3,9/19/2008,2008,177858,0,0,40,U,0,UU,352373,1,ATLANTIC ROAD,8
1,0,E06000023,0,41,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,1,S,2,9/19/2008,2008,177858,0,0,38,U,0,UU,352373,2,ATLANTIC ROAD,9
0,0,E06000023,0,18,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,0,S,0,9/19/2008,2008,177858,0,0,18,U,0,UU,352373,3,ATLANTIC ROAD,10
1,0,E06000023,0,23,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,1,S,3,9/19/2008,2008,177858,0,0,19,U,0,UU,352373,3,ATLANTIC ROAD,11
0,0,E06000023,0,34,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,0,S,4,9/19/2008,2008,177858,0,0,30,U,0,UU,352373,0,ATLANTIC ROAD,12
0,0,E06000023,0,36,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,1,S,3,9/19/2008,2008,177858,0,1,32,U,0,UU,352373,2,ATLANTIC ROAD,13
1,1,E06000023,0,35,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,1,S,8,9/19/2008,2008,177858,0,0,25,U,0,UU,352373,0,ATLANTIC ROAD,14
0,0,E06000023,0,41,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,0,S,4,9/19/2008,2008,177858,0,0,37,U,0,UU,352373,3,ATLANTIC ROAD,15
0,0,E06000023,0,43,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,0,S,7,9/19/2008,2008,177858,0,0,36,U,0,UU,352373,3,ATLANTIC ROAD,16
1,0,E06000023,0,25,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,1,S,7,9/19/2008,2008,177858,0,0,17,U,0,UU,352373,0,ATLANTIC ROAD,17
0,0,E06000023,0,46,South West,North of Avonmouth Road,"Bristol, City of",0,946786,0,0,S,5,9/19/2008,2008,177858,0,0,41,U,0,UU,352373,7,ATLANTIC ROAD,18
6,1,E06000023,1,119,South West,,"Bristol, City of",0,968105,0,7,N,33,9/19/2008,2008,174000,2,0,76,U,0,UU,360100,3,Pennywell Road,7
13,2,E06000023,2,247,South West,,"Bristol, City of",1,968105,0,16,N,60,9/19/2008,2008,174000,1,0,168,U,0,UU,360100,8,Pennywell Road,8
9,0,E06000023,2,193,South West,,"Bristol, City of",2,968105,0,13,N,53,9/19/2008,2008,174000,0,0,127,U,0,UU,360100,5,Pennywell Road,9
13,0,E06000023,1,261,South West,,"Bristol, City of",0,968105,0,15,N,60,9/19/2008,2008,174000,0,0,186,U,1,UU,360100,3,Pennywell Road,10
4,1,E06000023,0,286,South West,,"Bristol, City of",1,968105,0,7,N,72,9/19/2008,2008,174000,2,1,204,U,1,UU,360100,3,Pennywell Road,11
