HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
6,4,E06000024,0,274,South West,Worle,North Somerset,0,930448,0,6,E,36,3/27/2006,2006,163110,10,0,218,U,0,UU,336170,1,QUEEN'S WAY,7
5,4,E06000024,4,496,South West,Worle,North Somerset,0,930448,0,9,E,38,3/27/2006,2006,163110,4,0,441,U,0,UU,336170,0,QUEEN'S WAY,8
3,4,E06000024,2,454,South West,Worle,North Somerset,1,930448,0,7,E,45,3/27/2006,2006,163110,3,1,395,U,0,UU,336170,0,QUEEN'S WAY,9
4,8,E06000024,2,397,South West,Worle,North Somerset,0,930448,0,8,E,53,3/27/2006,2006,163110,2,0,326,U,2,UU,336170,0,QUEEN'S WAY,10
5,4,E06000024,3,407,South West,Worle,North Somerset,2,930448,0,10,E,38,3/27/2006,2006,163110,1,0,354,U,0,UU,336170,0,QUEEN'S WAY,11
6,2,E06000024,0,413,South West,Worle,North Somerset,0,930448,1,7,E,32,3/27/2006,2006,163110,2,0,370,U,0,UU,336170,1,QUEEN'S WAY,12
4,3,E06000024,1,450,South West,Worle,North Somerset,1,930448,0,7,E,46,3/27/2006,2006,163110,4,0,390,U,1,UU,336170,1,QUEEN'S WAY,13
3,3,E06000024,1,424,South West,Worle,North Somerset,0,930448,0,4,E,37,3/27/2006,2006,163110,0,0,380,U,0,UU,336170,2,QUEEN'S WAY,14
3,5,E06000024,0,518,South West,Worle,North Somerset,0,930448,0,3,E,47,3/27/2006,2006,163110,1,0,462,U,0,UU,336170,1,QUEEN'S WAY,15
9,6,E06000024,0,471,South West,Worle,North Somerset,0,930448,0,9,E,46,3/27/2006,2006,163110,0,0,410,U,0,UU,336170,1,QUEEN'S WAY,16
0,3,E06000024,1,431,South West,Worle,North Somerset,0,930448,0,1,E,43,3/27/2006,2006,163110,2,0,382,U,0,UU,336170,1,QUEEN'S WAY,17
2,3,E06000024,0,393,South West,Worle,North Somerset,0,930448,0,2,E,28,3/27/2006,2006,163110,1,0,359,U,0,UU,336170,2,QUEEN'S WAY,18
7,3,E06000024,3,241,South West,Worle,North Somerset,0,930448,0,10,W,35,3/27/2006,2006,163110,1,0,192,U,0,UU,336170,0,QUEEN'S WAY,7
9,4,E06000024,1,642,South West,Worle,North Somerset,0,930448,0,11,W,59,3/27/2006,2006,163110,4,0,564,U,1,UU,336170,2,QUEEN'S WAY,8
3,3,E06000024,3,391,South West,Worle,North Somerset,0,930448,0,10,W,54,3/27/2006,2006,163110,0,1,324,U,3,UU,336170,1,QUEEN'S WAY,9
8,3,E06000024,1,342,South West,Worle,North Somerset,0,930448,0,9,W,48,3/27/2006,2006,163110,3,0,279,U,0,UU,336170,2,QUEEN'S WAY,10
5,3,E06000024,0,382,South West,Worle,North Somerset,0,930448,0,6,W,35,3/27/2006,2006,163110,0,1,338,U,0,UU,336170,0,QUEEN'S WAY,11
10,3,E06000024,2,465,South West,Worle,North Somerset,0,930448,0,13,W,41,3/27/2006,2006,163110,2,0,406,U,1,UU,336170,0,QUEEN'S WAY,12
3,9,E06000024,2,453,South West,Worle,North Somerset,0,930448,0,5,W,40,3/27/2006,2006,163110,5,0,394,U,0,UU,336170,0,QUEEN'S WAY,13
4,3,E06000024,0,476,South West,Worle,North Somerset,0,930448,0,5,W,38,3/27/2006,2006,163110,0,0,430,U,1,UU,336170,1,QUEEN'S WAY,14
2,6,E06000024,0,542,South West,Worle,North Somerset,2,930448,1,5,W,43,3/27/2006,2006,163110,4,0,484,U,0,UU,336170,6,QUEEN'S WAY,15
2,7,E06000024,0,566,South West,Worle,North Somerset,0,930448,0,2,W,55,3/27/2006,2006,163110,2,0,500,U,0,UU,336170,1,QUEEN'S WAY,16
1,6,E06000024,0,739,South West,Worle,North Somerset,0,930448,0,1,W,75,3/27/2006,2006,163110,6,0,651,U,0,UU,336170,6,QUEEN'S WAY,17
3,2,E06000024,0,652,South West,Worle,North Somerset,0,930448,0,3,W,47,3/27/2006,2006,163110,9,0,591,U,0,UU,336170,3,QUEEN'S WAY,18
