HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
36,4,E06000025,365420,3,1925,South West,A4174 spur,173540,South Gloucestershire,3,99052,3,67,N,361,5/14/2007,2007,173000,23,10,1470,A4174,366590,12,PU,366460,0,172170,A420,7
28,10,E06000025,365420,3,1839,South West,A4174 spur,173540,South Gloucestershire,5,99052,5,51,N,249,5/14/2007,2007,173000,31,2,1498,A4174,366590,8,PU,366460,1,172170,A420,8
30,7,E06000025,365420,3,1340,South West,A4174 spur,173540,South Gloucestershire,2,99052,10,65,N,200,5/14/2007,2007,173000,9,13,1059,A4174,366590,7,PU,366460,0,172170,A420,9
57,4,E06000025,365420,4,1299,South West,A4174 spur,173540,South Gloucestershire,5,99052,16,98,N,218,5/14/2007,2007,173000,3,8,976,A4174,366590,8,PU,366460,0,172170,A420,10
57,2,E06000025,365420,3,1215,South West,A4174 spur,173540,South Gloucestershire,4,99052,16,90,N,190,5/14/2007,2007,173000,7,7,926,A4174,366590,3,PU,366460,0,172170,A420,11
47,2,E06000025,365420,4,1205,South West,A4174 spur,173540,South Gloucestershire,7,99052,12,84,N,158,5/14/2007,2007,173000,10,13,951,A4174,366590,1,PU,366460,0,172170,A420,12
45,2,E06000025,365420,7,1279,South West,A4174 spur,173540,South Gloucestershire,6,99052,7,74,N,211,5/14/2007,2007,173000,13,6,979,A4174,366590,3,PU,366460,0,172170,A420,13
40,5,E06000025,365420,2,1345,South West,A4174 spur,173540,South Gloucestershire,2,99052,4,71,N,248,5/14/2007,2007,173000,10,16,1011,A4174,366590,7,PU,366460,1,172170,A420,14
32,5,E06000025,365420,3,1320,South West,A4174 spur,173540,South Gloucestershire,3,99052,6,60,N,211,5/14/2007,2007,173000,9,9,1035,A4174,366590,7,PU,366460,0,172170,A420,15
27,7,E06000025,365420,1,1563,South West,A4174 spur,173540,South Gloucestershire,6,99052,2,50,N,237,5/14/2007,2007,173000,27,10,1242,A4174,366590,4,PU,366460,3,172170,A420,16
37,3,E06000025,365420,0,1834,South West,A4174 spur,173540,South Gloucestershire,3,99052,4,51,N,226,5/14/2007,2007,173000,24,6,1530,A4174,366590,1,PU,366460,0,172170,A420,17
19,2,E06000025,365420,0,1466,South West,A4174 spur,173540,South Gloucestershire,1,99052,3,27,N,147,5/14/2007,2007,173000,20,4,1270,A4174,366590,0,PU,366460,0,172170,A420,18
38,5,E06000025,365420,4,1509,South West,A4174 spur,173540,South Gloucestershire,4,99052,9,71,S,294,5/14/2007,2007,173000,21,8,1118,A4174,366590,8,PU,366460,1,172170,A420,7
56,6,E06000025,365420,4,1680,South West,A4174 spur,173540,South Gloucestershire,6,99052,12,89,S,277,5/14/2007,2007,173000,17,5,1291,A4174,366590,6,PU,366460,0,172170,A420,8
47,8,E06000025,365420,7,1348,South West,A4174 spur,173540,South Gloucestershire,7,99052,16,92,S,226,5/14/2007,2007,173000,6,5,1016,A4174,366590,10,PU,366460,0,172170,A420,9
43,2,E06000025,365420,1,1147,South West,A4174 spur,173540,South Gloucestershire,4,99052,8,69,S,181,5/14/2007,2007,173000,4,9,891,A4174,366590,4,PU,366460,0,172170,A420,10
46,1,E06000025,365420,2,1190,South West,A4174 spur,173540,South Gloucestershire,2,99052,10,69,S,211,5/14/2007,2007,173000,15,7,894,A4174,366590,2,PU,366460,0,172170,A420,11
39,4,E06000025,365420,3,1282,South West,A4174 spur,173540,South Gloucestershire,6,99052,9,73,S,184,5/14/2007,2007,173000,18,11,1003,A4174,366590,5,PU,366460,0,172170,A420,12
43,6,E06000025,365420,3,1253,South West,A4174 spur,173540,South Gloucestershire,4,99052,12,75,S,184,5/14/2007,2007,173000,13,9,975,A4174,366590,4,PU,366460,0,172170,A420,13
67,6,E06000025,365420,4,1429,South West,A4174 spur,173540,South Gloucestershire,4,99052,12,103,S,238,5/14/2007,2007,173000,8,5,1074,A4174,366590,11,PU,366460,0,172170,A420,14
63,10,E06000025,365420,4,1666,South West,A4174 spur,173540,South Gloucestershire,7,99052,8,89,S,286,5/14/2007,2007,173000,8,2,1273,A4174,366590,5,PU,366460,0,172170,A420,15
29,6,E06000025,365420,4,2086,South West,A4174 spur,173540,South Gloucestershire,4,99052,6,59,S,339,5/14/2007,2007,173000,32,11,1650,A4174,366590,5,PU,366460,2,172170,A420,16
12,5,E06000025,365420,2,2108,South West,A4174 spur,173540,South Gloucestershire,1,99052,3,24,S,240,5/14/2007,2007,173000,37,3,1802,A4174,366590,3,PU,366460,2,172170,A420,17
11,1,E06000025,365420,0,1716,South West,A4174 spur,173540,South Gloucestershire,3,99052,4,26,S,140,5/14/2007,2007,173000,27,4,1522,A4174,366590,4,PU,366460,1,172170,A420,18
