HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
2,4,E06000025,364697,0,146,South West,A420,174477,South Gloucestershire,0,28421,1,5,N,29,6/22/2015,2015,174000,3,0,105,A4017,364592,2,PU,364650,10,173883,Cheltenham Road,7
1,5,E06000025,364697,1,238,South West,A420,174477,South Gloucestershire,0,28421,0,2,N,33,6/22/2015,2015,174000,1,0,197,A4017,364592,0,PU,364650,5,173883,Cheltenham Road,8
2,3,E06000025,364697,0,232,South West,A420,174477,South Gloucestershire,0,28421,0,2,N,25,6/22/2015,2015,174000,1,0,201,A4017,364592,0,PU,364650,2,173883,Cheltenham Road,9
0,3,E06000025,364697,1,203,South West,A420,174477,South Gloucestershire,0,28421,0,1,N,20,6/22/2015,2015,174000,2,0,177,A4017,364592,0,PU,364650,1,173883,Cheltenham Road,10
7,2,E06000025,364697,0,218,South West,A420,174477,South Gloucestershire,0,28421,0,8,N,21,6/22/2015,2015,174000,0,1,187,A4017,364592,0,PU,364650,2,173883,Cheltenham Road,11
3,4,E06000025,364697,0,226,South West,A420,174477,South Gloucestershire,0,28421,0,3,N,23,6/22/2015,2015,174000,8,0,188,A4017,364592,0,PU,364650,5,173883,Cheltenham Road,12
1,2,E06000025,364697,0,222,South West,A420,174477,South Gloucestershire,1,28421,0,2,N,27,6/22/2015,2015,174000,5,0,186,A4017,364592,0,PU,364650,6,173883,Cheltenham Road,13
2,2,E06000025,364697,0,198,South West,A420,174477,South Gloucestershire,0,28421,0,3,N,14,6/22/2015,2015,174000,6,0,173,A4017,364592,1,PU,364650,1,173883,Cheltenham Road,14
0,3,E06000025,364697,0,231,South West,A420,174477,South Gloucestershire,0,28421,0,1,N,28,6/22/2015,2015,174000,4,0,195,A4017,364592,1,PU,364650,3,173883,Cheltenham Road,15
3,3,E06000025,364697,0,254,South West,A420,174477,South Gloucestershire,0,28421,0,3,N,43,6/22/2015,2015,174000,1,0,204,A4017,364592,0,PU,364650,3,173883,Cheltenham Road,16
2,2,E06000025,364697,0,254,South West,A420,174477,South Gloucestershire,0,28421,0,2,N,26,6/22/2015,2015,174000,4,0,220,A4017,364592,0,PU,364650,5,173883,Cheltenham Road,17
4,4,E06000025,364697,0,207,South West,A420,174477,South Gloucestershire,1,28421,0,5,N,21,6/22/2015,2015,174000,5,0,172,A4017,364592,0,PU,364650,2,173883,Cheltenham Road,18
2,4,E06000025,364697,0,116,South West,A420,174477,South Gloucestershire,0,28421,0,4,S,23,6/22/2015,2015,174000,3,0,82,A4017,364592,2,PU,364650,8,173883,Cheltenham Road,7
1,3,E06000025,364697,0,269,South West,A420,174477,South Gloucestershire,0,28421,0,1,S,50,6/22/2015,2015,174000,1,0,214,A4017,364592,0,PU,364650,7,173883,Cheltenham Road,8
4,4,E06000025,364697,0,184,South West,A420,174477,South Gloucestershire,0,28421,0,4,S,27,6/22/2015,2015,174000,4,0,145,A4017,364592,0,PU,364650,6,173883,Cheltenham Road,9
2,4,E06000025,364697,0,186,South West,A420,174477,South Gloucestershire,0,28421,0,3,S,29,6/22/2015,2015,174000,0,0,150,A4017,364592,1,PU,364650,4,173883,Cheltenham Road,10
5,3,E06000025,364697,0,238,South West,A420,174477,South Gloucestershire,0,28421,0,7,S,40,6/22/2015,2015,174000,1,0,187,A4017,364592,2,PU,364650,5,173883,Cheltenham Road,11
1,2,E06000025,364697,0,207,South West,A420,174477,South Gloucestershire,1,28421,0,2,S,26,6/22/2015,2015,174000,2,0,175,A4017,364592,0,PU,364650,4,173883,Cheltenham Road,12
1,3,E06000025,364697,0,223,South West,A420,174477,South Gloucestershire,0,28421,0,1,S,28,6/22/2015,2015,174000,4,0,187,A4017,364592,0,PU,364650,3,173883,Cheltenham Road,13
3,2,E06000025,364697,0,218,South West,A420,174477,South Gloucestershire,0,28421,0,4,S,18,6/22/2015,2015,174000,4,0,190,A4017,364592,1,PU,364650,1,173883,Cheltenham Road,14
4,2,E06000025,364697,0,202,South West,A420,174477,South Gloucestershire,0,28421,0,5,S,27,6/22/2015,2015,174000,1,0,167,A4017,364592,1,PU,364650,5,173883,Cheltenham Road,15
2,3,E06000025,364697,0,216,South West,A420,174477,South Gloucestershire,0,28421,0,2,S,23,6/22/2015,2015,174000,5,0,183,A4017,364592,0,PU,364650,4,173883,Cheltenham Road,16
2,3,E06000025,364697,0,231,South West,A420,174477,South Gloucestershire,0,28421,0,2,S,23,6/22/2015,2015,174000,4,0,199,A4017,364592,0,PU,364650,13,173883,Cheltenham Road,17
2,3,E06000025,364697,0,185,South West,A420,174477,South Gloucestershire,0,28421,0,2,S,13,6/22/2015,2015,174000,3,0,164,A4017,364592,0,PU,364650,11,173883,Cheltenham Road,18
