HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
57,10,E06000022,,366519,5,1059,South West,,B3116,165330,Bath and North East Somerset,2,26127,3,82,E,182,10/9/2009,2009,165500,19,5,766,A4,370150,10,PR,370000,10,168269,A39,7
49,12,E06000022,,366519,4,1146,South West,,B3116,165330,Bath and North East Somerset,1,26127,5,68,E,159,10/9/2009,2009,165500,24,4,883,A4,370150,5,PR,370000,5,168269,A39,8
36,15,E06000022,,366519,7,792,South West,,B3116,165330,Bath and North East Somerset,2,26127,7,67,E,142,10/9/2009,2009,165500,9,7,559,A4,370150,8,PR,370000,4,168269,A39,9
32,12,E06000022,,366519,4,760,South West,,B3116,165330,Bath and North East Somerset,2,26127,5,53,E,126,10/9/2009,2009,165500,5,4,564,A4,370150,6,PR,370000,2,168269,A39,10
51,11,E06000022,,366519,5,729,South West,,B3116,165330,Bath and North East Somerset,1,26127,2,71,E,118,10/9/2009,2009,165500,6,4,523,A4,370150,8,PR,370000,1,168269,A39,11
16,9,E06000022,,366519,2,829,South West,,B3116,165330,Bath and North East Somerset,0,26127,4,34,E,113,10/9/2009,2009,165500,13,5,660,A4,370150,7,PR,370000,1,168269,A39,12
22,10,E06000022,,366519,3,866,South West,,B3116,165330,Bath and North East Somerset,0,26127,2,38,E,103,10/9/2009,2009,165500,17,2,698,A4,370150,9,PR,370000,0,168269,A39,13
17,13,E06000022,,366519,7,864,South West,,B3116,165330,Bath and North East Somerset,1,26127,5,36,E,104,10/9/2009,2009,165500,10,2,701,A4,370150,4,PR,370000,2,168269,A39,14
8,13,E06000022,,366519,1,807,South West,,B3116,165330,Bath and North East Somerset,0,26127,5,17,E,93,10/9/2009,2009,165500,12,1,672,A4,370150,2,PR,370000,0,168269,A39,15
5,11,E06000022,,366519,2,922,South West,,B3116,165330,Bath and North East Somerset,0,26127,5,13,E,103,10/9/2009,2009,165500,14,0,781,A4,370150,1,PR,370000,3,168269,A39,16
4,6,E06000022,,366519,1,940,South West,,B3116,165330,Bath and North East Somerset,0,26127,1,7,E,84,10/9/2009,2009,165500,25,0,818,A4,370150,1,PR,370000,4,168269,A39,17
2,11,E06000022,,366519,0,802,South West,,B3116,165330,Bath and North East Somerset,0,26127,5,9,E,57,10/9/2009,2009,165500,17,2,708,A4,370150,0,PR,370000,3,168269,A39,18
14,10,E06000022,,366519,3,544,South West,,B3116,165330,Bath and North East Somerset,1,26127,4,29,W,82,10/9/2009,2009,165500,18,3,405,A4,370150,4,PR,370000,6,168269,A39,7
17,9,E06000022,,366519,7,481,South West,,B3116,165330,Bath and North East Somerset,1,26127,5,35,W,57,10/9/2009,2009,165500,9,3,371,A4,370150,2,PR,370000,11,168269,A39,8
15,14,E06000022,,366519,3,379,South West,,B3116,165330,Bath and North East Somerset,0,26127,8,32,W,55,10/9/2009,2009,165500,5,1,273,A4,370150,5,PR,370000,1,168269,A39,9
25,13,E06000022,,366519,5,555,South West,,B3116,165330,Bath and North East Somerset,0,26127,6,45,W,90,10/9/2009,2009,165500,5,4,402,A4,370150,5,PR,370000,1,168269,A39,10
38,9,E06000022,,366519,0,532,South West,,B3116,165330,Bath and North East Somerset,1,26127,7,54,W,95,10/9/2009,2009,165500,2,1,372,A4,370150,7,PR,370000,0,168269,A39,11
24,6,E06000022,,366519,4,575,South West,,B3116,165330,Bath and North East Somerset,1,26127,3,42,W,82,10/9/2009,2009,165500,6,1,439,A4,370150,9,PR,370000,1,168269,A39,12
55,10,E06000022,,366519,2,857,South West,,B3116,165330,Bath and North East Somerset,3,26127,5,71,W,117,10/9/2009,2009,165500,6,3,653,A4,370150,3,PR,370000,4,168269,A39,13
45,8,E06000022,,366519,11,940,South West,,B3116,165330,Bath and North East Somerset,0,26127,1,69,W,134,10/9/2009,2009,165500,9,2,720,A4,370150,10,PR,370000,3,168269,A39,14
30,15,E06000022,,366519,4,991,South West,,B3116,165330,Bath and North East Somerset,0,26127,6,45,W,161,10/9/2009,2009,165500,16,2,754,A4,370150,3,PR,370000,4,168269,A39,15
19,8,E06000022,,366519,3,1102,South West,,B3116,165330,Bath and North East Somerset,0,26127,5,30,W,127,10/9/2009,2009,165500,15,2,922,A4,370150,1,PR,370000,2,168269,A39,16
10,7,E06000022,,366519,2,973,South West,,B3116,165330,Bath and North East Somerset,0,26127,3,16,W,72,10/9/2009,2009,165500,17,1,861,A4,370150,0,PR,370000,5,168269,A39,17
10,10,E06000022,,366519,3,936,South West,,B3116,165330,Bath and North East Somerset,0,26127,1,15,W,42,10/9/2009,2009,165500,10,0,859,A4,370150,1,PR,370000,2,168269,A39,18
2,4,E06000024,B3128 Tickenham Hill,,0,566,South West,,,,North Somerset,0,996452,1,3,E,55,10/9/2009,2009,172311,7,0,497,B3128,,0,BR,347982,1,,,7
11,9,E06000024,B3128 Tickenham Hill,,0,486,South West,,,,North Somerset,0,996452,0,11,E,30,10/9/2009,2009,172311,9,0,427,B3128,,0,BR,347982,1,,,8
3,3,E06000024,B3128 Tickenham Hill,,1,349,South West,,,,North Somerset,0,996452,0,4,E,35,10/9/2009,2009,172311,5,0,302,B3128,,0,BR,347982,0,,,9
4,3,E06000024,B3128 Tickenham Hill,,0,216,South West,,,,North Somerset,0,996452,0,5,E,28,10/9/2009,2009,172311,1,0,179,B3128,,1,BR,347982,2,,,10
10,3,E06000024,B3128 Tickenham Hill,,0,262,South West,,,,North Somerset,0,996452,0,10,E,37,10/9/2009,2009,172311,3,0,209,B3128,,0,BR,347982,0,,,11
8,3,E06000024,B3128 Tickenham Hill,,0,230,South West,,,,North Somerset,0,996452,0,10,E,30,10/9/2009,2009,172311,2,1,185,B3128,,1,BR,347982,0,,,12
3,1,E06000024,B3128 Tickenham Hill,,2,269,South West,,,,North Somerset,0,996452,0,8,E,23,10/9/2009,2009,172311,3,1,234,B3128,,2,BR,347982,0,,,13
1,3,E06000024,B3128 Tickenham Hill,,1,277,South West,,,,North Somerset,0,996452,0,4,E,32,10/9/2009,2009,172311,0,0,238,B3128,,2,BR,347982,0,,,14
4,2,E06000024,B3128 Tickenham Hill,,1,303,South West,,,,North Somerset,0,996452,0,6,E,31,10/9/2009,2009,172311,1,1,263,B3128,,0,BR,347982,1,,,15
2,2,E06000024,B3128 Tickenham Hill,,1,313,South West,,,,North Somerset,0,996452,0,4,E,33,10/9/2009,2009,172311,3,0,271,B3128,,1,BR,347982,2,,,16
1,1,E06000024,B3128 Tickenham Hill,,0,329,South West,,,,North Somerset,0,996452,0,1,E,21,10/9/2009,2009,172311,0,0,306,B3128,,0,BR,347982,0,,,17
1,3,E06000024,B3128 Tickenham Hill,,0,245,South West,,,,North Somerset,0,996452,0,1,E,16,10/9/2009,2009,172311,3,0,222,B3128,,0,BR,347982,0,,,18
1,0,E06000024,B3128 Tickenham Hill,,2,161,South West,,,,North Somerset,0,996452,0,3,W,23,10/9/2009,2009,172311,4,0,131,B3128,,0,BR,347982,1,,,7
3,2,E06000024,B3128 Tickenham Hill,,1,282,South West,,,,North Somerset,0,996452,0,5,W,33,10/9/2009,2009,172311,2,0,240,B3128,,1,BR,347982,0,,,8
8,5,E06000024,B3128 Tickenham Hill,,1,159,South West,,,,North Somerset,0,996452,0,9,W,33,10/9/2009,2009,172311,0,0,112,B3128,,0,BR,347982,1,,,9
3,4,E06000024,B3128 Tickenham Hill,,0,162,South West,,,,North Somerset,0,996452,0,4,W,24,10/9/2009,2009,172311,0,1,130,B3128,,0,BR,347982,0,,,10
6,3,E06000024,B3128 Tickenham Hill,,2,189,South West,,,,North Somerset,0,996452,0,8,W,31,10/9/2009,2009,172311,3,0,144,B3128,,0,BR,347982,1,,,11
8,1,E06000024,B3128 Tickenham Hill,,0,242,South West,,,,North Somerset,0,996452,1,11,W,22,10/9/2009,2009,172311,6,1,202,B3128,,1,BR,347982,1,,,12
4,1,E06000024,B3128 Tickenham Hill,,2,294,South West,,,,North Somerset,0,996452,1,10,W,42,10/9/2009,2009,172311,2,1,239,B3128,,2,BR,347982,0,,,13
4,2,E06000024,B3128 Tickenham Hill,,0,324,South West,,,,North Somerset,0,996452,0,5,W,53,10/9/2009,2009,172311,2,0,262,B3128,,1,BR,347982,0,,,14
2,4,E06000024,B3128 Tickenham Hill,,1,409,South West,,,,North Somerset,0,996452,0,3,W,49,10/9/2009,2009,172311,2,0,351,B3128,,0,BR,347982,1,,,15
