HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
3,6,E06000024,0,643,South West,,North Somerset,0,996452,0,3,E,30,10/7/2005,2005,172311,8,0,596,B3128,0,BR,347982,3,Clevedon Road,7
4,4,E06000024,3,504,South West,,North Somerset,1,996452,0,9,E,26,10/7/2005,2005,172311,7,0,458,B3128,1,BR,347982,0,Clevedon Road,8
5,3,E06000024,1,323,South West,,North Somerset,0,996452,0,6,E,39,10/7/2005,2005,172311,6,0,269,B3128,0,BR,347982,1,Clevedon Road,9
6,2,E06000024,1,229,South West,,North Somerset,0,996452,0,7,E,31,10/7/2005,2005,172311,1,0,188,B3128,0,BR,347982,1,Clevedon Road,10
5,5,E06000024,1,294,South West,,North Somerset,1,996452,0,10,E,35,10/7/2005,2005,172311,3,0,241,B3128,3,BR,347982,1,Clevedon Road,11
4,2,E06000024,0,280,South West,,North Somerset,0,996452,1,5,E,33,10/7/2005,2005,172311,0,0,240,B3128,0,BR,347982,0,Clevedon Road,12
4,2,E06000024,1,259,South West,,North Somerset,0,996452,0,6,E,21,10/7/2005,2005,172311,3,1,227,B3128,0,BR,347982,0,Clevedon Road,13
5,4,E06000024,3,297,South West,,North Somerset,0,996452,0,8,E,35,10/7/2005,2005,172311,0,0,250,B3128,0,BR,347982,0,Clevedon Road,14
5,2,E06000024,0,328,South West,,North Somerset,0,996452,1,7,E,53,10/7/2005,2005,172311,3,1,263,B3128,0,BR,347982,0,Clevedon Road,15
1,3,E06000024,0,325,South West,,North Somerset,0,996452,0,1,E,38,10/7/2005,2005,172311,3,0,280,B3128,0,BR,347982,0,Clevedon Road,16
2,3,E06000024,0,294,South West,,North Somerset,0,996452,0,2,E,26,10/7/2005,2005,172311,5,0,258,B3128,0,BR,347982,1,Clevedon Road,17
0,2,E06000024,0,221,South West,,North Somerset,0,996452,0,0,E,14,10/7/2005,2005,172311,4,0,201,B3128,0,BR,347982,0,Clevedon Road,18
3,0,E06000024,0,135,South West,,North Somerset,0,996452,1,5,W,22,10/7/2005,2005,172311,1,0,107,B3128,1,BR,347982,0,Clevedon Road,7
4,2,E06000024,1,285,South West,,North Somerset,0,996452,0,5,W,38,10/7/2005,2005,172311,3,0,237,B3128,0,BR,347982,1,Clevedon Road,8
8,4,E06000024,1,166,South West,,North Somerset,0,996452,0,10,W,17,10/7/2005,2005,172311,2,1,133,B3128,0,BR,347982,0,Clevedon Road,9
2,3,E06000024,1,157,South West,,North Somerset,0,996452,2,5,W,8,10/7/2005,2005,172311,0,0,141,B3128,0,BR,347982,0,Clevedon Road,10
2,2,E06000024,2,186,South West,,North Somerset,0,996452,0,5,W,19,10/7/2005,2005,172311,2,0,158,B3128,1,BR,347982,0,Clevedon Road,11
5,1,E06000024,0,223,South West,,North Somerset,0,996452,0,6,W,28,10/7/2005,2005,172311,2,0,186,B3128,1,BR,347982,1,Clevedon Road,12
10,2,E06000024,0,248,South West,,North Somerset,0,996452,0,10,W,20,10/7/2005,2005,172311,7,0,209,B3128,0,BR,347982,0,Clevedon Road,13
5,6,E06000024,0,304,South West,,North Somerset,0,996452,0,5,W,33,10/7/2005,2005,172311,2,0,258,B3128,0,BR,347982,0,Clevedon Road,14
4,7,E06000024,2,368,South West,,North Somerset,0,996452,1,7,W,37,10/7/2005,2005,172311,4,0,313,B3128,0,BR,347982,1,Clevedon Road,15
2,5,E06000024,0,487,South West,,North Somerset,0,996452,0,2,W,22,10/7/2005,2005,172311,3,0,455,B3128,0,BR,347982,1,Clevedon Road,16
0,1,E06000024,0,491,South West,,North Somerset,0,996452,0,0,W,33,10/7/2005,2005,172311,14,0,443,B3128,0,BR,347982,0,Clevedon Road,17
2,3,E06000024,0,389,South West,,North Somerset,0,996452,0,2,W,23,10/7/2005,2005,172311,16,0,345,B3128,0,BR,347982,3,Clevedon Road,18
