HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
0,0,E06000023,0,17,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,E,4,6/14/2011,2011,177393,1,0,12,U,0,UU,353755,0,MANCROFT AVENUE,7
0,0,E06000023,0,13,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,E,1,6/14/2011,2011,177393,0,0,12,U,0,UU,353755,0,MANCROFT AVENUE,8
0,0,E06000023,0,19,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,E,5,6/14/2011,2011,177393,0,0,14,U,0,UU,353755,1,MANCROFT AVENUE,9
0,0,E06000023,0,19,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,E,2,6/14/2011,2011,177393,2,0,15,U,0,UU,353755,0,MANCROFT AVENUE,10
1,1,E06000023,0,14,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,1,E,1,6/14/2011,2011,177393,0,0,11,U,0,UU,353755,0,MANCROFT AVENUE,11
1,1,E06000023,0,20,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,1,E,1,6/14/2011,2011,177393,1,0,16,U,0,UU,353755,2,MANCROFT AVENUE,12
0,0,E06000023,0,15,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,E,0,6/14/2011,2011,177393,0,0,15,U,0,UU,353755,0,MANCROFT AVENUE,13
0,0,E06000023,0,13,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,E,4,6/14/2011,2011,177393,1,0,8,U,0,UU,353755,0,MANCROFT AVENUE,14
0,0,E06000023,0,16,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,E,0,6/14/2011,2011,177393,0,0,16,U,0,UU,353755,0,MANCROFT AVENUE,15
0,0,E06000023,0,19,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,E,0,6/14/2011,2011,177393,1,0,18,U,0,UU,353755,1,MANCROFT AVENUE,16
0,0,E06000023,0,30,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,E,3,6/14/2011,2011,177393,1,0,26,U,0,UU,353755,2,MANCROFT AVENUE,17
0,0,E06000023,0,17,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,E,2,6/14/2011,2011,177393,0,0,15,U,0,UU,353755,1,MANCROFT AVENUE,18
0,0,E06000023,0,22,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,W,4,6/14/2011,2011,177393,0,0,18,U,0,UU,353755,5,MANCROFT AVENUE,7
0,0,E06000023,0,25,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,W,2,6/14/2011,2011,177393,1,0,22,U,0,UU,353755,2,MANCROFT AVENUE,8
0,0,E06000023,0,21,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,W,5,6/14/2011,2011,177393,0,0,16,U,0,UU,353755,2,MANCROFT AVENUE,9
0,0,E06000023,0,24,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,W,2,6/14/2011,2011,177393,1,0,21,U,0,UU,353755,0,MANCROFT AVENUE,10
0,0,E06000023,0,12,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,W,0,6/14/2011,2011,177393,0,0,12,U,0,UU,353755,0,MANCROFT AVENUE,11
1,0,E06000023,0,15,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,1,W,4,6/14/2011,2011,177393,2,0,8,U,0,UU,353755,0,MANCROFT AVENUE,12
0,1,E06000023,0,21,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,W,3,6/14/2011,2011,177393,0,0,17,U,0,UU,353755,0,MANCROFT AVENUE,13
0,1,E06000023,0,29,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,W,3,6/14/2011,2011,177393,0,0,25,U,0,UU,353755,0,MANCROFT AVENUE,14
0,0,E06000023,0,27,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,W,1,6/14/2011,2011,177393,2,0,24,U,0,UU,353755,4,MANCROFT AVENUE,15
1,0,E06000023,0,21,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,1,W,3,6/14/2011,2011,177393,0,0,17,U,0,UU,353755,1,MANCROFT AVENUE,16
0,0,E06000023,0,23,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,W,3,6/14/2011,2011,177393,0,0,20,U,0,UU,353755,1,MANCROFT AVENUE,17
0,0,E06000023,0,22,South West,East of Windcliff Crescent,"Bristol, City of",0,946779,0,0,W,3,6/14/2011,2011,177393,0,0,19,U,0,UU,353755,0,MANCROFT AVENUE,18
