HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
13,8,E06000024,352100,7,1564,South West,B3130 Barrow Street,171360,North Somerset,0,47034,4,33,E,142,3/16/2010,2010,170000,33,1,1348,A370,356290,8,PR,354900,0,169290,LA Boundary,7
9,11,E06000024,352100,7,1250,South West,B3130 Barrow Street,171360,North Somerset,1,47034,1,21,E,78,3/16/2010,2010,170000,29,1,1111,A370,356290,2,PR,354900,3,169290,LA Boundary,8
12,4,E06000024,352100,5,927,South West,B3130 Barrow Street,171360,North Somerset,3,47034,4,33,E,69,3/16/2010,2010,170000,9,3,812,A370,356290,6,PR,354900,1,169290,LA Boundary,9
15,8,E06000024,352100,12,659,South West,B3130 Barrow Street,171360,North Somerset,0,47034,2,36,E,57,3/16/2010,2010,170000,7,2,551,A370,356290,5,PR,354900,1,169290,LA Boundary,10
12,3,E06000024,352100,9,518,South West,B3130 Barrow Street,171360,North Somerset,1,47034,4,35,E,61,3/16/2010,2010,170000,6,3,413,A370,356290,6,PR,354900,2,169290,LA Boundary,11
18,6,E06000024,352100,15,478,South West,B3130 Barrow Street,171360,North Somerset,0,47034,4,44,E,64,3/16/2010,2010,170000,7,2,357,A370,356290,5,PR,354900,0,169290,LA Boundary,12
19,5,E06000024,352100,19,554,South West,B3130 Barrow Street,171360,North Somerset,0,47034,4,48,E,60,3/16/2010,2010,170000,5,2,436,A370,356290,4,PR,354900,0,169290,LA Boundary,13
16,4,E06000024,352100,21,534,South West,B3130 Barrow Street,171360,North Somerset,0,47034,4,51,E,43,3/16/2010,2010,170000,5,3,431,A370,356290,7,PR,354900,1,169290,LA Boundary,14
12,5,E06000024,352100,10,572,South West,B3130 Barrow Street,171360,North Somerset,0,47034,4,30,E,57,3/16/2010,2010,170000,11,1,469,A370,356290,3,PR,354900,0,169290,LA Boundary,15
7,10,E06000024,352100,5,594,South West,B3130 Barrow Street,171360,North Somerset,0,47034,4,20,E,66,3/16/2010,2010,170000,8,3,490,A370,356290,1,PR,354900,2,169290,LA Boundary,16
1,2,E06000024,352100,0,669,South West,B3130 Barrow Street,171360,North Somerset,1,47034,1,6,E,45,3/16/2010,2010,170000,3,2,613,A370,356290,1,PR,354900,0,169290,LA Boundary,17
1,2,E06000024,352100,0,588,South West,B3130 Barrow Street,171360,North Somerset,2,47034,0,3,E,25,3/16/2010,2010,170000,2,0,556,A370,356290,0,PR,354900,0,169290,LA Boundary,18
5,7,E06000024,352100,7,520,South West,B3130 Barrow Street,171360,North Somerset,1,47034,4,25,W,81,3/16/2010,2010,170000,7,4,400,A370,356290,4,PR,354900,1,169290,LA Boundary,7
9,2,E06000024,352100,5,532,South West,B3130 Barrow Street,171360,North Somerset,0,47034,4,23,W,72,3/16/2010,2010,170000,1,3,434,A370,356290,2,PR,354900,0,169290,LA Boundary,8
10,5,E06000024,352100,11,437,South West,B3130 Barrow Street,171360,North Somerset,1,47034,3,30,W,57,3/16/2010,2010,170000,1,2,344,A370,356290,3,PR,354900,0,169290,LA Boundary,9
14,4,E06000024,352100,11,491,South West,B3130 Barrow Street,171360,North Somerset,0,47034,1,36,W,74,3/16/2010,2010,170000,5,3,372,A370,356290,7,PR,354900,0,169290,LA Boundary,10
12,3,E06000024,352100,6,527,South West,B3130 Barrow Street,171360,North Somerset,0,47034,5,29,W,68,3/16/2010,2010,170000,8,2,419,A370,356290,4,PR,354900,0,169290,LA Boundary,11
15,8,E06000024,352100,13,587,South West,B3130 Barrow Street,171360,North Somerset,2,47034,5,43,W,59,3/16/2010,2010,170000,3,3,474,A370,356290,5,PR,354900,0,169290,LA Boundary,12
15,5,E06000024,352100,17,577,South West,B3130 Barrow Street,171360,North Somerset,1,47034,6,47,W,66,3/16/2010,2010,170000,7,1,452,A370,356290,7,PR,354900,0,169290,LA Boundary,13
3,12,E06000024,352100,16,431,South West,B3130 Barrow Street,171360,North Somerset,0,47034,4,25,W,48,3/16/2010,2010,170000,2,0,344,A370,356290,2,PR,354900,0,169290,LA Boundary,14
3,11,E06000024,352100,16,673,South West,B3130 Barrow Street,171360,North Somerset,0,47034,3,25,W,55,3/16/2010,2010,170000,6,1,576,A370,356290,2,PR,354900,0,169290,LA Boundary,15
7,8,E06000024,352100,2,1312,South West,B3130 Barrow Street,171360,North Somerset,2,47034,3,18,W,108,3/16/2010,2010,170000,26,1,1152,A370,356290,3,PR,354900,2,169290,LA Boundary,16
2,7,E06000024,352100,0,1449,South West,B3130 Barrow Street,171360,North Somerset,1,47034,1,8,W,61,3/16/2010,2010,170000,32,1,1341,A370,356290,3,PR,354900,1,169290,LA Boundary,17
2,8,E06000024,352100,1,1029,South West,B3130 Barrow Street,171360,North Somerset,2,47034,2,8,W,25,3/16/2010,2010,170000,10,1,978,A370,356290,0,PR,354900,1,169290,LA Boundary,18
