HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
1,4,E06000023,0,230,South West,North of Sandy Park Road,"Bristol, City of",0,946754,0,1,N,40,4/30/2008,2008,171411,4,0,181,C,0,CU,361749,4,WICK ROAD,7
1,10,E06000023,0,337,South West,North of Sandy Park Road,"Bristol, City of",0,946754,0,1,N,62,4/30/2008,2008,171411,1,0,263,C,0,CU,361749,4,WICK ROAD,8
6,6,E06000023,0,235,South West,North of Sandy Park Road,"Bristol, City of",0,946754,1,9,N,41,4/30/2008,2008,171411,0,0,179,C,2,CU,361749,1,WICK ROAD,9
2,7,E06000023,0,223,South West,North of Sandy Park Road,"Bristol, City of",0,946754,0,3,N,37,4/30/2008,2008,171411,2,0,174,C,1,CU,361749,2,WICK ROAD,10
2,4,E06000023,0,249,South West,North of Sandy Park Road,"Bristol, City of",0,946754,0,3,N,45,4/30/2008,2008,171411,2,0,195,C,1,CU,361749,0,WICK ROAD,11
3,4,E06000023,0,217,South West,North of Sandy Park Road,"Bristol, City of",0,946754,0,3,N,43,4/30/2008,2008,171411,0,0,167,C,0,CU,361749,1,WICK ROAD,12
2,5,E06000023,0,229,South West,North of Sandy Park Road,"Bristol, City of",0,946754,0,2,N,43,4/30/2008,2008,171411,2,0,177,C,0,CU,361749,3,WICK ROAD,13
0,7,E06000023,0,252,South West,North of Sandy Park Road,"Bristol, City of",0,946754,0,0,N,53,4/30/2008,2008,171411,1,0,191,C,0,CU,361749,2,WICK ROAD,14
0,5,E06000023,0,281,South West,North of Sandy Park Road,"Bristol, City of",0,946754,0,0,N,41,4/30/2008,2008,171411,2,0,233,C,0,CU,361749,1,WICK ROAD,15
1,10,E06000023,0,325,South West,North of Sandy Park Road,"Bristol, City of",1,946754,0,2,N,69,4/30/2008,2008,171411,1,0,243,C,0,CU,361749,3,WICK ROAD,16
0,6,E06000023,0,357,South West,North of Sandy Park Road,"Bristol, City of",0,946754,0,0,N,37,4/30/2008,2008,171411,6,0,308,C,0,CU,361749,7,WICK ROAD,17
0,3,E06000023,0,267,South West,North of Sandy Park Road,"Bristol, City of",0,946754,0,1,N,34,4/30/2008,2008,171411,5,0,224,C,1,CU,361749,2,WICK ROAD,18
4,6,E06000023,0,276,South West,North of Sandy Park Road,"Bristol, City of",0,946754,0,5,S,61,4/30/2008,2008,171411,3,0,201,C,1,CU,361749,5,WICK ROAD,7
2,8,E06000023,0,317,South West,North of Sandy Park Road,"Bristol, City of",0,946754,1,7,S,55,4/30/2008,2008,171411,2,0,245,C,4,CU,361749,4,WICK ROAD,8
3,7,E06000023,0,236,South West,North of Sandy Park Road,"Bristol, City of",1,946754,0,5,S,39,4/30/2008,2008,171411,3,0,182,C,1,CU,361749,0,WICK ROAD,9
3,12,E06000023,0,189,South West,North of Sandy Park Road,"Bristol, City of",1,946754,0,4,S,35,4/30/2008,2008,171411,2,0,136,C,0,CU,361749,0,WICK ROAD,10
3,12,E06000023,0,189,South West,North of Sandy Park Road,"Bristol, City of",1,946754,0,4,S,35,4/30/2008,2008,171411,2,0,136,C,0,CU,361749,0,WICK ROAD,11
3,6,E06000023,0,180,South West,North of Sandy Park Road,"Bristol, City of",0,946754,0,3,S,27,4/30/2008,2008,171411,1,0,143,C,0,CU,361749,1,WICK ROAD,12
