HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
3,10,E06000025,364592,0,344,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,2,5,N,67,9/7/2007,2007,175000,2,0,260,A4017,364917,0,PU,364800,9,174477,B4465,7
7,14,E06000025,364592,0,473,South West,Cheltenham Road,175914,South Gloucestershire,1,27677,0,9,N,90,9/7/2007,2007,175000,10,1,350,A4017,364917,0,PU,364800,15,174477,B4465,8
10,12,E06000025,364592,1,404,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,12,N,60,9/7/2007,2007,175000,4,0,316,A4017,364917,1,PU,364800,2,174477,B4465,9
11,7,E06000025,364592,2,402,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,15,N,62,9/7/2007,2007,175000,3,1,315,A4017,364917,1,PU,364800,4,174477,B4465,10
12,12,E06000025,364592,0,414,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,1,14,N,60,9/7/2007,2007,175000,6,0,322,A4017,364917,1,PU,364800,4,174477,B4465,11
7,9,E06000025,364592,0,445,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,8,N,57,9/7/2007,2007,175000,6,1,365,A4017,364917,0,PU,364800,5,174477,B4465,12
8,10,E06000025,364592,1,413,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,11,N,59,9/7/2007,2007,175000,12,0,321,A4017,364917,2,PU,364800,4,174477,B4465,13
4,9,E06000025,364592,0,404,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,4,N,56,9/7/2007,2007,175000,12,0,323,A4017,364917,0,PU,364800,5,174477,B4465,14
4,10,E06000025,364592,0,453,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,4,N,70,9/7/2007,2007,175000,10,0,359,A4017,364917,0,PU,364800,16,174477,B4465,15
2,12,E06000025,364592,0,492,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,3,N,55,9/7/2007,2007,175000,6,0,416,A4017,364917,1,PU,364800,4,174477,B4465,16
3,9,E06000025,364592,0,538,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,3,N,70,9/7/2007,2007,175000,7,0,449,A4017,364917,0,PU,364800,4,174477,B4465,17
2,8,E06000025,364592,0,437,South West,Cheltenham Road,175914,South Gloucestershire,1,27677,0,3,N,31,9/7/2007,2007,175000,7,0,388,A4017,364917,0,PU,364800,7,174477,B4465,18
5,13,E06000025,364592,0,338,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,6,S,79,9/7/2007,2007,175000,8,0,232,A4017,364917,1,PU,364800,14,174477,B4465,7
11,12,E06000025,364592,0,519,South West,Cheltenham Road,175914,South Gloucestershire,1,27677,0,15,S,70,9/7/2007,2007,175000,7,0,415,A4017,364917,3,PU,364800,3,174477,B4465,8
2,7,E06000025,364592,0,487,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,1,3,S,85,9/7/2007,2007,175000,3,0,389,A4017,364917,0,PU,364800,1,174477,B4465,9
12,9,E06000025,364592,1,424,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,14,S,67,9/7/2007,2007,175000,5,1,329,A4017,364917,0,PU,364800,4,174477,B4465,10
22,10,E06000025,364592,1,468,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,24,S,70,9/7/2007,2007,175000,9,0,355,A4017,364917,1,PU,364800,6,174477,B4465,11
10,7,E06000025,364592,0,467,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,10,S,46,9/7/2007,2007,175000,7,0,397,A4017,364917,0,PU,364800,2,174477,B4465,12
16,8,E06000025,364592,1,457,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,19,S,73,9/7/2007,2007,175000,9,0,348,A4017,364917,2,PU,364800,5,174477,B4465,13
5,9,E06000025,364592,1,456,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,8,S,59,9/7/2007,2007,175000,5,1,375,A4017,364917,1,PU,364800,3,174477,B4465,14
3,6,E06000025,364592,0,415,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,4,S,85,9/7/2007,2007,175000,13,1,307,A4017,364917,0,PU,364800,5,174477,B4465,15
5,8,E06000025,364592,0,468,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,7,S,67,9/7/2007,2007,175000,8,0,378,A4017,364917,2,PU,364800,5,174477,B4465,16
2,8,E06000025,364592,0,577,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,2,S,61,9/7/2007,2007,175000,14,0,492,A4017,364917,0,PU,364800,14,174477,B4465,17
1,8,E06000025,364592,0,438,South West,Cheltenham Road,175914,South Gloucestershire,0,27677,0,1,S,31,9/7/2007,2007,175000,7,0,391,A4017,364917,0,PU,364800,7,174477,B4465,18
