HGVR2,BUS,ONS LACode,A Ref E,HGVR4,AMV,Region Name (GO),A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
41,8,E06000023,351640,8,787,South West,Kings Road Avenue,184270,"Bristol, City of",2,7046,14,92,N,122,4/3/2001,2001,180000,22,18,543,A403,354680,9,PU,352000,9,178510,Unclassified Road,7
46,2,E06000023,351640,9,642,South West,Kings Road Avenue,184270,"Bristol, City of",6,7046,16,116,N,142,4/3/2001,2001,180000,0,33,382,A403,354680,6,PU,352000,1,178510,Unclassified Road,8
56,1,E06000023,351640,11,432,South West,Kings Road Avenue,184270,"Bristol, City of",8,7046,12,129,N,100,4/3/2001,2001,180000,3,36,199,A403,354680,6,PU,352000,0,178510,Unclassified Road,9
59,1,E06000023,351640,8,412,South West,Kings Road Avenue,184270,"Bristol, City of",12,7046,13,143,N,101,4/3/2001,2001,180000,5,44,162,A403,354680,7,PU,352000,2,178510,Unclassified Road,10
53,2,E06000023,351640,12,396,South West,Kings Road Avenue,184270,"Bristol, City of",13,7046,19,149,N,90,4/3/2001,2001,180000,3,43,152,A403,354680,9,PU,352000,0,178510,Unclassified Road,11
53,1,E06000023,351640,10,431,South West,Kings Road Avenue,184270,"Bristol, City of",17,7046,13,144,N,109,4/3/2001,2001,180000,1,39,176,A403,354680,12,PU,352000,0,178510,Unclassified Road,12
47,2,E06000023,351640,8,472,South West,Kings Road Avenue,184270,"Bristol, City of",6,7046,26,135,N,96,4/3/2001,2001,180000,4,33,235,A403,354680,15,PU,352000,0,178510,Unclassified Road,13
57,4,E06000023,351640,13,470,South West,Kings Road Avenue,184270,"Bristol, City of",10,7046,36,161,N,114,4/3/2001,2001,180000,5,30,186,A403,354680,15,PU,352000,0,178510,Unclassified Road,14
69,1,E06000023,351640,15,420,South West,Kings Road Avenue,184270,"Bristol, City of",8,7046,28,160,N,106,4/3/2001,2001,180000,4,28,149,A403,354680,12,PU,352000,0,178510,Unclassified Road,15
52,4,E06000023,351640,10,451,South West,Kings Road Avenue,184270,"Bristol, City of",8,7046,25,128,N,105,4/3/2001,2001,180000,6,20,208,A403,354680,13,PU,352000,6,178510,Unclassified Road,16
23,3,E06000023,351640,8,427,South West,Kings Road Avenue,184270,"Bristol, City of",7,7046,26,85,N,69,4/3/2001,2001,180000,8,14,262,A403,354680,7,PU,352000,1,178510,Unclassified Road,17
13,1,E06000023,351640,0,229,South West,Kings Road Avenue,184270,"Bristol, City of",5,7046,11,47,N,26,4/3/2001,2001,180000,4,17,151,A403,354680,1,PU,352000,0,178510,Unclassified Road,18
56,2,E06000023,351640,14,363,South West,Kings Road Avenue,184270,"Bristol, City of",16,7046,13,129,S,62,4/3/2001,2001,180000,4,27,166,A403,354680,3,PU,352000,1,178510,Unclassified Road,7
48,1,E06000023,351640,11,455,South West,Kings Road Avenue,184270,"Bristol, City of",12,7046,20,127,S,115,4/3/2001,2001,180000,10,29,202,A403,354680,7,PU,352000,0,178510,Unclassified Road,8
46,0,E06000023,351640,14,382,South West,Kings Road Avenue,184270,"Bristol, City of",9,7046,14,113,S,114,4/3/2001,2001,180000,1,22,154,A403,354680,8,PU,352000,0,178510,Unclassified Road,9
46,1,E06000023,351640,13,325,South West,Kings Road Avenue,184270,"Bristol, City of",3,7046,19,110,S,93,4/3/2001,2001,180000,3,26,118,A403,354680,3,PU,352000,0,178510,Unclassified Road,10
58,3,E06000023,351640,10,400,South West,Kings Road Avenue,184270,"Bristol, City of",6,7046,13,140,S,105,4/3/2001,2001,180000,3,45,149,A403,354680,8,PU,352000,0,178510,Unclassified Road,11
