HGVR2,BUS,ONS LACode,Road Name,A Ref E,HGVR4,AMV,Region Name (GO),CP Location,A-Junction,B Ref N,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,B Ref E,HGVR3,RCat,S Ref E,PC,A Ref N,B-Junction,Hour
7,30,E06000023,,358510,0,957,South West,,A38,174840,"Bristol, City of",1,7617,3,12,E,98,6/16/2008,2008,173180,24,0,793,A4018,357330,1,PU,358020,89,172750,A4176,7
8,48,E06000023,,358510,1,1042,South West,,A38,174840,"Bristol, City of",1,7617,0,13,E,68,6/16/2008,2008,173180,38,0,875,A4018,357330,3,PU,358020,199,172750,A4176,8
15,47,E06000023,,358510,0,855,South West,,A38,174840,"Bristol, City of",0,7617,1,25,E,104,6/16/2008,2008,173180,10,3,669,A4018,357330,6,PU,358020,99,172750,A4176,9
18,53,E06000023,,358510,1,773,South West,,A38,174840,"Bristol, City of",1,7617,0,21,E,121,6/16/2008,2008,173180,8,0,570,A4018,357330,1,PU,358020,38,172750,A4176,10
18,53,E06000023,,358510,1,773,South West,,A38,174840,"Bristol, City of",1,7617,0,21,E,121,6/16/2008,2008,173180,8,0,570,A4018,357330,1,PU,358020,38,172750,A4176,11
14,65,E06000023,,358510,1,776,South West,,A38,174840,"Bristol, City of",1,7617,0,18,E,97,6/16/2008,2008,173180,12,0,584,A4018,357330,2,PU,358020,41,172750,A4176,12
12,41,E06000023,,358510,0,895,South West,,A38,174840,"Bristol, City of",1,7617,2,17,E,109,6/16/2008,2008,173180,11,0,717,A4018,357330,2,PU,358020,34,172750,A4176,13
18,36,E06000023,,358510,1,868,South West,,A38,174840,"Bristol, City of",0,7617,0,22,E,108,6/16/2008,2008,173180,9,0,693,A4018,357330,3,PU,358020,34,172750,A4176,14
9,39,E06000023,,358510,0,791,South West,,A38,174840,"Bristol, City of",0,7617,2,12,E,83,6/16/2008,2008,173180,11,0,646,A4018,357330,1,PU,358020,34,172750,A4176,15
7,37,E06000023,,358510,0,830,South West,,A38,174840,"Bristol, City of",0,7617,0,7,E,83,6/16/2008,2008,173180,17,0,686,A4018,357330,0,PU,358020,62,172750,A4176,16
0,34,E06000023,,358510,1,834,South West,,A38,174840,"Bristol, City of",0,7617,0,1,E,60,6/16/2008,2008,173180,18,0,721,A4018,357330,0,PU,358020,97,172750,A4176,17
3,30,E06000023,,358510,0,800,South West,,A38,174840,"Bristol, City of",0,7617,0,3,E,30,6/16/2008,2008,173180,17,0,720,A4018,357330,0,PU,358020,75,172750,A4176,18
22,32,E06000023,,358510,0,821,South West,,A38,174840,"Bristol, City of",3,7617,1,30,W,111,6/16/2008,2008,173180,14,0,634,A4018,357330,4,PU,358020,35,172750,A4176,7
17,34,E06000023,,358510,1,1056,South West,,A38,174840,"Bristol, City of",0,7617,0,19,W,131,6/16/2008,2008,173180,25,0,847,A4018,357330,1,PU,358020,78,172750,A4176,8
28,49,E06000023,,358510,0,910,South West,,A38,174840,"Bristol, City of",1,7617,0,32,W,139,6/16/2008,2008,173180,14,1,676,A4018,357330,2,PU,358020,54,172750,A4176,9
23,37,E06000023,,358510,0,838,South West,,A38,174840,"Bristol, City of",1,7617,0,29,W,170,6/16/2008,2008,173180,9,1,593,A4018,357330,4,PU,358020,17,172750,A4176,10
36,44,E06000023,,358510,0,960,South West,,A38,174840,"Bristol, City of",3,7617,0,40,W,150,6/16/2008,2008,173180,5,0,721,A4018,357330,1,PU,358020,21,172750,A4176,11
15,34,E06000023,,358510,0,944,South West,,A38,174840,"Bristol, City of",0,7617,1,21,W,138,6/16/2008,2008,173180,11,2,740,A4018,357330,3,PU,358020,19,172750,A4176,12
14,35,E06000023,,358510,1,928,South West,,A38,174840,"Bristol, City of",1,7617,1,19,W,106,6/16/2008,2008,173180,17,1,751,A4018,357330,1,PU,358020,25,172750,A4176,13
16,40,E06000023,,358510,0,967,South West,,A38,174840,"Bristol, City of",1,7617,0,18,W,128,6/16/2008,2008,173180,12,0,769,A4018,357330,1,PU,358020,24,172750,A4176,14
10,41,E06000023,,358510,0,1002,South West,,A38,174840,"Bristol, City of",0,7617,0,11,W,103,6/16/2008,2008,173180,23,0,824,A4018,357330,1,PU,358020,34,172750,A4176,15
4,36,E06000023,,358510,0,1138,South West,,A38,174840,"Bristol, City of",0,7617,2,7,W,105,6/16/2008,2008,173180,24,0,966,A4018,357330,1,PU,358020,71,172750,A4176,16
1,35,E06000023,,358510,1,1223,South West,,A38,174840,"Bristol, City of",1,7617,0,3,W,71,6/16/2008,2008,173180,34,0,1080,A4018,357330,0,PU,358020,170,172750,A4176,17
3,25,E06000023,,358510,0,1071,South West,,A38,174840,"Bristol, City of",0,7617,0,3,W,44,6/16/2008,2008,173180,21,0,978,A4018,357330,0,PU,358020,133,172750,A4176,18
110,10,E06000025,,361812,10,3532,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,19,26020,101,343,N,561,6/16/2008,2008,188200,12,84,2606,M5,368807,19,TM,366000,0,183775,Junction 14 M5,7
72,5,E06000025,,361812,7,2763,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,25,26020,93,293,N,437,6/16/2008,2008,188200,14,75,2014,M5,368807,21,TM,366000,0,183775,Junction 14 M5,8
82,5,E06000025,,361812,17,2228,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,20,26020,107,328,N,359,6/16/2008,2008,188200,9,79,1527,M5,368807,23,TM,366000,0,183775,Junction 14 M5,9
105,16,E06000025,,361812,8,2365,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,26,26020,83,353,N,322,6/16/2008,2008,188200,5,115,1669,M5,368807,16,TM,366000,0,183775,Junction 14 M5,10
108,9,E06000025,,361812,10,2630,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,23,26020,137,397,N,377,6/16/2008,2008,188200,11,105,1836,M5,368807,14,TM,366000,0,183775,Junction 14 M5,11
104,6,E06000025,,361812,10,2636,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,29,26020,142,412,N,305,6/16/2008,2008,188200,12,98,1901,M5,368807,29,TM,366000,0,183775,Junction 14 M5,12
103,7,E06000025,,361812,10,2493,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,17,26020,94,369,N,337,6/16/2008,2008,188200,5,124,1775,M5,368807,21,TM,366000,0,183775,Junction 14 M5,13
93,9,E06000025,,361812,10,2534,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,24,26020,97,365,N,338,6/16/2008,2008,188200,11,123,1811,M5,368807,18,TM,366000,0,183775,Junction 14 M5,14
108,16,E06000025,,361812,18,2729,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,15,26020,91,364,N,339,6/16/2008,2008,188200,12,109,1998,M5,368807,23,TM,366000,0,183775,Junction 14 M5,15
76,16,E06000025,,361812,6,3368,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,19,26020,109,335,N,382,6/16/2008,2008,188200,18,107,2617,M5,368807,18,TM,366000,0,183775,Junction 14 M5,16
56,24,E06000025,,361812,3,3274,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,26,26020,81,288,N,276,6/16/2008,2008,188200,28,111,2658,M5,368807,11,TM,366000,0,183775,Junction 14 M5,17
39,6,E06000025,,361812,7,2770,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,23,26020,76,247,N,144,6/16/2008,2008,188200,20,94,2353,M5,368807,8,TM,366000,0,183775,Junction 14 M5,18
164,3,E06000025,,361812,18,3744,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,14,26020,148,462,S,582,6/16/2008,2008,188200,24,82,2673,M5,368807,36,TM,366000,0,183775,Junction 14 M5,7
134,0,E06000025,,361812,16,3429,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,15,26020,129,391,S,401,6/16/2008,2008,188200,23,69,2614,M5,368807,28,TM,366000,0,183775,Junction 14 M5,8
115,3,E06000025,,361812,19,2833,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,15,26020,82,349,S,342,6/16/2008,2008,188200,6,97,2133,M5,368807,21,TM,366000,0,183775,Junction 14 M5,9
107,19,E06000025,,361812,15,2567,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,13,26020,125,356,S,291,6/16/2008,2008,188200,10,71,1891,M5,368807,25,TM,366000,0,183775,Junction 14 M5,10
128,12,E06000025,,361812,13,2763,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,15,26020,110,346,S,278,6/16/2008,2008,188200,8,64,2119,M5,368807,16,TM,366000,0,183775,Junction 14 M5,11
68,18,E06000025,,361812,9,2622,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,9,26020,82,283,S,243,6/16/2008,2008,188200,10,85,2068,M5,368807,30,TM,366000,0,183775,Junction 14 M5,12
97,35,E06000025,,361812,15,2492,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,24,26020,69,314,S,270,6/16/2008,2008,188200,8,88,1865,M5,368807,21,TM,366000,0,183775,Junction 14 M5,13
83,28,E06000025,,361812,7,1927,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,16,26020,62,282,S,293,6/16/2008,2008,188200,8,100,1316,M5,368807,14,TM,366000,0,183775,Junction 14 M5,14
95,5,E06000025,,361812,15,2226,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,15,26020,85,302,S,293,6/16/2008,2008,188200,7,84,1619,M5,368807,8,TM,366000,0,183775,Junction 14 M5,15
67,8,E06000025,,361812,5,2501,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,15,26020,82,265,S,347,6/16/2008,2008,188200,15,80,1866,M5,368807,16,TM,366000,0,183775,Junction 14 M5,16
39,3,E06000025,,361812,5,2373,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,11,26020,73,197,S,326,6/16/2008,2008,188200,11,62,1836,M5,368807,7,TM,366000,0,183775,Junction 14 M5,17
36,3,E06000025,,361812,2,2106,South West,,Junction 15/20 M5/M4),193200,South Gloucestershire,12,26020,59,167,S,153,6/16/2008,2008,188200,12,51,1771,M5,368807,7,TM,366000,0,183775,Junction 14 M5,18
0,0,E06000023,BRANSCOMBE ROAD,,0,17,South West,North of Roman Way,,,"Bristol, City of",0,946774,0,0,N,4,6/16/2008,2008,176002,0,0,13,U,,0,UU,355350,1,,,7
0,0,E06000023,BRANSCOMBE ROAD,,0,40,South West,North of Roman Way,,,"Bristol, City of",0,946774,0,0,N,3,6/16/2008,2008,176002,10,0,27,U,,0,UU,355350,0,,,8
1,0,E06000023,BRANSCOMBE ROAD,,0,27,South West,North of Roman Way,,,"Bristol, City of",0,946774,0,1,N,2,6/16/2008,2008,176002,0,0,24,U,,0,UU,355350,0,,,9
0,0,E06000023,BRANSCOMBE ROAD,,0,27,South West,North of Roman Way,,,"Bristol, City of",0,946774,0,0,N,1,6/16/2008,2008,176002,0,0,26,U,,0,UU,355350,0,,,10
0,0,E06000023,BRANSCOMBE ROAD,,0,12,South West,North of Roman Way,,,"Bristol, City of",0,946774,0,0,N,1,6/16/2008,2008,176002,0,0,11,U,,0,UU,355350,0,,,11
1,0,E06000023,BRANSCOMBE ROAD,,0,30,South West,North of Roman Way,,,"Bristol, City of",0,946774,0,1,N,1,6/16/2008,2008,176002,0,0,28,U,,0,UU,355350,0,,,12
0,0,E06000023,BRANSCOMBE ROAD,,0,15,South West,North of Roman Way,,,"Bristol, City of",0,946774,0,0,N,3,6/16/2008,2008,176002,0,0,12,U,,0,UU,355350,1,,,13
0,0,E06000023,BRANSCOMBE ROAD,,0,13,South West,North of Roman Way,,,"Bristol, City of",0,946774,0,0,N,2,6/16/2008,2008,176002,0,0,11,U,,0,UU,355350,0,,,14
